"","Diptank","approx.date","ras.0"
"870","Mpala","2019-06-26","14927"
"871","Mpala","2019-07-04","14928"
"872","Mpala","2019-07-12","14945"
"873","Mpala","2019-07-20","14905"
"874","Mpala","2019-07-28","14979"
"875","Mpala","2019-08-05","15032"
"876","Mpala","2019-08-13","15024"
"877","Mpala","2019-08-21","15171"
"878","Mpala","2019-08-29","15235"
"879","Mpala","2019-09-06","15129"
"880","Mpala","2019-09-14","15329"
"881","Mpala","2019-09-22","15568"
"882","Mpala","2019-09-30","15391"
"883","Mpala","2019-10-08","15308"
"884","Mpala","2019-10-16","15570"
"885","Mpala","2019-10-24","15363"
"886","Mpala","2019-11-01","15691"
"887","Mpala","2019-11-09","14867"
"888","Mpala","2019-11-17","15355"
"889","Mpala","2019-11-25","15303"
"890","Mpala","2019-12-03","15647"
"891","Mpala","2019-12-11","15022"
"892","Mpala","2019-12-19","15474"
"893","Mpala","2019-12-27",NA
"894","Mpala","2020-01-01","15516"
"895","Mpala","2020-01-09","15282"
"896","Mpala","2020-01-17","15226"
"897","Mpala","2020-01-25","15552"
"898","Mpala","2020-02-02","15478"
"899","Mpala","2020-02-10","15340"
"900","Mpala","2020-02-18","15153"
"901","Mpala","2020-02-26","15277"
"902","Mpala","2020-03-05","15333"
"903","Mpala","2020-03-13","15324"
"904","Mpala","2020-03-21","15224"
"905","Mpala","2020-03-29","15275"
"906","Namaneni","2016-04-30","15141"
"907","Namaneni","2016-05-08","14947"
"908","Namaneni","2016-05-16","14964"
"909","Namaneni","2016-05-24","14931"
"910","Namaneni","2016-06-01","14959"
"911","Namaneni","2016-06-09","14851"
"912","Namaneni","2016-06-17","14992"
"913","Namaneni","2016-06-25","14925"
"914","Namaneni","2016-07-03","14916"
"915","Namaneni","2016-07-11","14914"
"916","Namaneni","2016-07-19","15055"
"917","Namaneni","2016-07-27","14983"
"918","Namaneni","2016-08-04","15047"
"919","Namaneni","2016-08-12","15067"
"920","Namaneni","2016-08-20","15161"
"921","Namaneni","2016-08-28","15383"
"922","Namaneni","2016-09-05","15344"
"923","Namaneni","2016-09-13","15125"
"924","Namaneni","2016-09-21","15352"
"925","Namaneni","2016-09-29","15281"
"926","Namaneni","2016-10-07","15129"
"927","Namaneni","2016-10-15","15560"
"928","Namaneni","2016-10-23","15353"
"929","Namaneni","2016-10-31","15663"
"930","Namaneni","2016-11-08","15339"
"931","Namaneni","2016-11-16","15136"
"932","Namaneni","2016-11-24","15476"
"933","Namaneni","2016-12-02","15363"
"934","Namaneni","2016-12-10","15465"
"935","Namaneni","2016-12-18","15701"
"936","Namaneni","2016-12-26",NA
"937","Namaneni","2017-01-01","15395"
"938","Namaneni","2017-01-09","15261"
"939","Namaneni","2017-01-17","15261"
"940","Namaneni","2017-01-25","15355"
"941","Namaneni","2017-02-02","15339"
"942","Namaneni","2017-02-10","15469"
"943","Namaneni","2017-02-18","15315"
"944","Namaneni","2017-02-26","15135"
"945","Namaneni","2017-03-06","15109"
"946","Namaneni","2017-03-14","15043"
"947","Namaneni","2017-03-22","15226"
"948","Namaneni","2017-03-30","15256"
"949","Namaneni","2017-04-07","15181"
"950","Namaneni","2017-04-15","15186"
"951","Namaneni","2017-04-23","15120"
"952","Namaneni","2017-05-01","14927"
"953","Namaneni","2017-05-09","14926"
"954","Namaneni","2017-05-17","14956"
"955","Namaneni","2017-05-25","14869"
"956","Namaneni","2017-06-02","14955"
"957","Namaneni","2017-06-10","14874"
"958","Namaneni","2017-06-18","14890"
"959","Namaneni","2017-06-26","14833"
"960","Namaneni","2017-07-04","14990"
"961","Namaneni","2017-07-12","14951"
"962","Namaneni","2017-07-20","15022"
"963","Namaneni","2017-07-28","14932"
"964","Namaneni","2017-08-05","15061"
"965","Namaneni","2017-08-13","15027"
"966","Namaneni","2017-08-21","15142"
"967","Namaneni","2017-08-29","14947"
"968","Namaneni","2017-09-06","15304"
"969","Namaneni","2017-09-14","15079"
"970","Namaneni","2017-09-22","15023"
"971","Namaneni","2017-09-30","15313"
"972","Namaneni","2017-10-08","15387"
"973","Namaneni","2017-10-16","15456"
"974","Namaneni","2017-10-24","15569"
"975","Namaneni","2017-11-01","15629"
"976","Namaneni","2017-11-09","15453"
"977","Namaneni","2017-11-17","15521"
"978","Namaneni","2017-11-25","15686"
"979","Namaneni","2017-12-03","15295"
"980","Namaneni","2017-12-11","15176"
"981","Namaneni","2017-12-19","15308"
"982","Namaneni","2017-12-27","15159"
"983","Namaneni","2018-01-01","15363"
"984","Namaneni","2018-01-09","15499"
"985","Namaneni","2018-01-17","15479"
"986","Namaneni","2018-01-25","15098"
"987","Namaneni","2018-02-02","15049"
"988","Namaneni","2018-02-10","15070"
"989","Namaneni","2018-02-18","15001"
"990","Namaneni","2018-02-26","15032"
"991","Namaneni","2018-03-06","15105"
"992","Namaneni","2018-03-14","15148"
"993","Namaneni","2018-03-22","15049"
"994","Namaneni","2018-03-30","15032"
"995","Namaneni","2018-04-07","14908"
"996","Namaneni","2018-04-15","14937"
"997","Namaneni","2018-04-23","14982"
"998","Namaneni","2018-05-01","14968"
"999","Namaneni","2018-05-09","14961"
"1000","Namaneni","2018-05-17","14806"
"1001","Namaneni","2018-05-25","14783"
"1002","Namaneni","2018-06-02","14722"
"1003","Namaneni","2018-06-10","14820"
"1004","Namaneni","2018-06-18","14826"
"1005","Namaneni","2018-06-26","14764"
"1006","Namaneni","2018-07-04","14727"
"1007","Namaneni","2018-07-12","14700"
"1008","Namaneni","2018-07-20","14886"
"1009","Namaneni","2018-07-28","14883"
"1010","Namaneni","2018-08-05","14793"
"1011","Namaneni","2018-08-13","14961"
"1012","Namaneni","2018-08-21","14901"
"1013","Namaneni","2018-08-29","15122"
"1014","Namaneni","2018-09-06","14997"
"1015","Namaneni","2018-09-14","15141"
"1016","Namaneni","2018-09-22","15148"
"1017","Namaneni","2018-09-30","15050"
"1018","Namaneni","2018-10-08","15322"
"1019","Namaneni","2018-10-16","14706"
"1020","Namaneni","2018-10-24","15407"
"1021","Namaneni","2018-11-01","15062"
"1022","Namaneni","2018-11-09","15137"
"1023","Namaneni","2018-11-17","15277"
"1024","Namaneni","2018-11-25","15533"
"1025","Namaneni","2018-12-03","15387"
"1026","Namaneni","2018-12-11","15473"
"1027","Namaneni","2018-12-19","15772"
"1028","Namaneni","2018-12-27","15190"
"1029","Namaneni","2019-01-01","15013"
"1030","Namaneni","2019-01-09","15270"
"1031","Namaneni","2019-01-17","15151"
"1032","Namaneni","2019-01-25","15233"
"1033","Namaneni","2019-02-02","15297"
"1034","Namaneni","2019-02-10","15492"
"1035","Namaneni","2019-02-18","15085"
"1036","Namaneni","2019-02-26","15031"
"1037","Namaneni","2019-03-06","15094"
"1038","Namaneni","2019-03-14","15100"
"1039","Namaneni","2019-03-22","14855"
"1040","Namaneni","2019-03-30","15071"
"1041","Namaneni","2019-04-07","14966"
"1042","Namaneni","2019-04-15","14951"
"1043","Namaneni","2019-04-23","14981"
"1044","Namaneni","2019-05-01","15001"
"1045","Namaneni","2019-05-09","14933"
"1046","Namaneni","2019-05-17","14965"
"1047","Namaneni","2019-05-25","14925"
"1048","Namaneni","2019-06-02","14888"
"1049","Namaneni","2019-06-10","14799"
"1050","Namaneni","2019-06-18","14859"
"1051","Namaneni","2019-06-26","14874"
"1052","Namaneni","2019-07-04","14857"
"1053","Namaneni","2019-07-12","14891"
"1054","Namaneni","2019-07-20","14870"
"1055","Namaneni","2019-07-28","14943"
"1056","Namaneni","2019-08-05","14984"
"1057","Namaneni","2019-08-13","14988"
"1058","Namaneni","2019-08-21","15101"
"1059","Namaneni","2019-08-29","15176"
"1060","Namaneni","2019-09-06","15126"
"1061","Namaneni","2019-09-14","15224"
"1062","Namaneni","2019-09-22","15474"
"1063","Namaneni","2019-09-30","15279"
"1064","Namaneni","2019-10-08","15157"
"1065","Namaneni","2019-10-16","15398"
"1066","Namaneni","2019-10-24","15276"
"1067","Namaneni","2019-11-01","15538"
"1068","Namaneni","2019-11-09","14934"
"1069","Namaneni","2019-11-17","15091"
"1070","Namaneni","2019-11-25","15255"
"1071","Namaneni","2019-12-03","15425"
"1072","Namaneni","2019-12-11","14971"
"1073","Namaneni","2019-12-19","15399"
"1074","Namaneni","2019-12-27",NA
"1075","Namaneni","2020-01-01","15499"
"1076","Namaneni","2020-01-09","15299"
"1077","Namaneni","2020-01-17","15200"
"1078","Namaneni","2020-01-25","15497"
"1079","Namaneni","2020-02-02","15585"
"1080","Namaneni","2020-02-10","15333"
"1081","Namaneni","2020-02-18","15212"
"1082","Namaneni","2020-02-26","15178"
"1083","Namaneni","2020-03-05","15273"
"1084","Namaneni","2020-03-13","15186"
"1085","Namaneni","2020-03-21","15225"
"1086","Namaneni","2020-03-29","15280"
"1087","Ndumo","2016-04-30","15074"
"1088","Ndumo","2016-05-08","14876"
"1089","Ndumo","2016-05-16","14919"
"1090","Ndumo","2016-05-24","14907"
"1091","Ndumo","2016-06-01","14921"
"1092","Ndumo","2016-06-09","14807"
"1093","Ndumo","2016-06-17","14975"
"1094","Ndumo","2016-06-25","14961"
"1095","Ndumo","2016-07-03","14888"
"1096","Ndumo","2016-07-11","14867"
"1097","Ndumo","2016-07-19","15042"
"1098","Ndumo","2016-07-27","14886"
"1099","Ndumo","2016-08-04","15004"
"1100","Ndumo","2016-08-12","15094"
"1101","Ndumo","2016-08-20","15090"
"1102","Ndumo","2016-08-28","15350"
"1103","Ndumo","2016-09-05","15336"
"1104","Ndumo","2016-09-13","15103"
"1105","Ndumo","2016-09-21","15337"
"1106","Ndumo","2016-09-29","15169"
"1107","Ndumo","2016-10-07","15216"
"1108","Ndumo","2016-10-15","15576"
"1109","Ndumo","2016-10-23","15259"
"1110","Ndumo","2016-10-31","15570"
"1111","Ndumo","2016-11-08","15271"
"1112","Ndumo","2016-11-16","15136"
"1113","Ndumo","2016-11-24","15433"
"1114","Ndumo","2016-12-02","15429"
"1115","Ndumo","2016-12-10","15429"
"1116","Ndumo","2016-12-18","15638"
"1117","Ndumo","2016-12-26",NA
"1118","Ndumo","2017-01-01","15227"
"1119","Ndumo","2017-01-09","15148"
"1120","Ndumo","2017-01-17","15147"
"1121","Ndumo","2017-01-25","15348"
"1122","Ndumo","2017-02-02","15217"
"1123","Ndumo","2017-02-10","15418"
"1124","Ndumo","2017-02-18","15303"
"1125","Ndumo","2017-02-26","15091"
"1126","Ndumo","2017-03-06","15040"
"1127","Ndumo","2017-03-14","15077"
"1128","Ndumo","2017-03-22","15198"
"1129","Ndumo","2017-03-30","15222"
"1130","Ndumo","2017-04-07","15264"
"1131","Ndumo","2017-04-15","15197"
"1132","Ndumo","2017-04-23","15146"
"1133","Ndumo","2017-05-01","14957"
"1134","Ndumo","2017-05-09","14927"
"1135","Ndumo","2017-05-17","14965"
"1136","Ndumo","2017-05-25","14886"
"1137","Ndumo","2017-06-02","14923"
"1138","Ndumo","2017-06-10","14902"
"1139","Ndumo","2017-06-18","14914"
"1140","Ndumo","2017-06-26","14880"
"1141","Ndumo","2017-07-04","15012"
"1142","Ndumo","2017-07-12","14982"
"1143","Ndumo","2017-07-20","14950"
"1144","Ndumo","2017-07-28","14962"
"1145","Ndumo","2017-08-05","15017"
"1146","Ndumo","2017-08-13","15006"
"1147","Ndumo","2017-08-21","15159"
"1148","Ndumo","2017-08-29","14941"
"1149","Ndumo","2017-09-06","15351"
"1150","Ndumo","2017-09-14","15110"
"1151","Ndumo","2017-09-22","15096"
"1152","Ndumo","2017-09-30","15358"
"1153","Ndumo","2017-10-08","15413"
"1154","Ndumo","2017-10-16","15434"
"1155","Ndumo","2017-10-24","15577"
"1156","Ndumo","2017-11-01","15626"
"1157","Ndumo","2017-11-09","15367"
"1158","Ndumo","2017-11-17","15441"
"1159","Ndumo","2017-11-25","15369"
"1160","Ndumo","2017-12-03","15229"
"1161","Ndumo","2017-12-11","15140"
"1162","Ndumo","2017-12-19","15271"
"1163","Ndumo","2017-12-27","15135"
"1164","Ndumo","2018-01-01","15344"
"1165","Ndumo","2018-01-09","15599"
"1166","Ndumo","2018-01-17","15407"
"1167","Ndumo","2018-01-25","15080"
"1168","Ndumo","2018-02-02","15083"
"1169","Ndumo","2018-02-10","15039"
"1170","Ndumo","2018-02-18","14811"
"1171","Ndumo","2018-02-26","15054"
"1172","Ndumo","2018-03-06","15121"
"1173","Ndumo","2018-03-14","15068"
"1174","Ndumo","2018-03-22","15021"
"1175","Ndumo","2018-03-30","15039"
"1176","Ndumo","2018-04-07","14909"
"1177","Ndumo","2018-04-15","14901"
"1178","Ndumo","2018-04-23","14948"
"1179","Ndumo","2018-05-01","14926"
"1180","Ndumo","2018-05-09","14849"
"1181","Ndumo","2018-05-17","14790"
"1182","Ndumo","2018-05-25","14827"
"1183","Ndumo","2018-06-02","14713"
"1184","Ndumo","2018-06-10","14828"
"1185","Ndumo","2018-06-18","14817"
"1186","Ndumo","2018-06-26","14780"
"1187","Ndumo","2018-07-04","14728"
"1188","Ndumo","2018-07-12","14713"
"1189","Ndumo","2018-07-20","14867"
"1190","Ndumo","2018-07-28","14799"
"1191","Ndumo","2018-08-05","14839"
"1192","Ndumo","2018-08-13","14938"
"1193","Ndumo","2018-08-21","14797"
"1194","Ndumo","2018-08-29","15129"
"1195","Ndumo","2018-09-06","15014"
"1196","Ndumo","2018-09-14","15186"
"1197","Ndumo","2018-09-22","15213"
"1198","Ndumo","2018-09-30","15028"
"1199","Ndumo","2018-10-08","15276"
"1200","Ndumo","2018-10-16","14810"
"1201","Ndumo","2018-10-24","15487"
"1202","Ndumo","2018-11-01","15067"
"1203","Ndumo","2018-11-09","15179"
"1204","Ndumo","2018-11-17","15320"
"1205","Ndumo","2018-11-25","15617"
"1206","Ndumo","2018-12-03","15435"
"1207","Ndumo","2018-12-11","15419"
"1208","Ndumo","2018-12-19","15365"
"1209","Ndumo","2018-12-27","15417"
"1210","Ndumo","2019-01-01","15186"
"1211","Ndumo","2019-01-09","15319"
"1212","Ndumo","2019-01-17","15099"
"1213","Ndumo","2019-01-25","15167"
"1214","Ndumo","2019-02-02","15128"
"1215","Ndumo","2019-02-10","15498"
"1216","Ndumo","2019-02-18","15115"
"1217","Ndumo","2019-02-26","15102"
"1218","Ndumo","2019-03-06","14933"
"1219","Ndumo","2019-03-14","15073"
"1220","Ndumo","2019-03-22","14904"
"1221","Ndumo","2019-03-30","14937"
"1222","Ndumo","2019-04-07","14944"
"1223","Ndumo","2019-04-15","14939"
"1224","Ndumo","2019-04-23","14983"
"1225","Ndumo","2019-05-01","14990"
"1226","Ndumo","2019-05-09","14922"
"1227","Ndumo","2019-05-17","14956"
"1228","Ndumo","2019-05-25","14918"
"1229","Ndumo","2019-06-02","14835"
"1230","Ndumo","2019-06-10","14790"
"1231","Ndumo","2019-06-18","14878"
"1232","Ndumo","2019-06-26","14880"
"1233","Ndumo","2019-07-04","14881"
"1234","Ndumo","2019-07-12","14911"
"1235","Ndumo","2019-07-20","14854"
"1236","Ndumo","2019-07-28","14920"
"1237","Ndumo","2019-08-05","14996"
"1238","Ndumo","2019-08-13","15002"
"1239","Ndumo","2019-08-21","15131"
"1240","Ndumo","2019-08-29","15170"
"1241","Ndumo","2019-09-06","15089"
"1242","Ndumo","2019-09-14","15239"
"1243","Ndumo","2019-09-22","15492"
"1244","Ndumo","2019-09-30","15315"
"1245","Ndumo","2019-10-08","15230"
"1246","Ndumo","2019-10-16","15478"
"1247","Ndumo","2019-10-24","15309"
"1248","Ndumo","2019-11-01","15526"
"1249","Ndumo","2019-11-09","14920"
"1250","Ndumo","2019-11-17","15152"
"1251","Ndumo","2019-11-25","15210"
"1252","Ndumo","2019-12-03","15534"
"1253","Ndumo","2019-12-11","14978"
"1254","Ndumo","2019-12-19","15365"
"1255","Ndumo","2019-12-27",NA
"1256","Ndumo","2020-01-01","15486"
"1257","Ndumo","2020-01-09","15226"
"1258","Ndumo","2020-01-17","15108"
"1259","Ndumo","2020-01-25","15502"
"1260","Ndumo","2020-02-02","15397"
"1261","Ndumo","2020-02-10","15286"
"1262","Ndumo","2020-02-18","15130"
"1263","Ndumo","2020-02-26","15210"
"1264","Ndumo","2020-03-05","15296"
"1265","Ndumo","2020-03-13","15317"
"1266","Ndumo","2020-03-21","15183"
"1267","Ndumo","2020-03-29","15225"
"1268","Phelandaba","2016-04-30","15075"
"1269","Phelandaba","2016-05-08","15005"
"1270","Phelandaba","2016-05-16","14891"
"1271","Phelandaba","2016-05-24","14842"
"1272","Phelandaba","2016-06-01","14856"
"1273","Phelandaba","2016-06-09","14775"
"1274","Phelandaba","2016-06-17","14911"
"1275","Phelandaba","2016-06-25","14924"
"1276","Phelandaba","2016-07-03","14898"
"1277","Phelandaba","2016-07-11","14967"
"1278","Phelandaba","2016-07-19","15018"
"1279","Phelandaba","2016-07-27","14905"
"1280","Phelandaba","2016-08-04","15009"
"1281","Phelandaba","2016-08-12","15118"
"1282","Phelandaba","2016-08-20","15134"
"1283","Phelandaba","2016-08-28","15302"
"1284","Phelandaba","2016-09-05","15282"
"1285","Phelandaba","2016-09-13","15158"
"1286","Phelandaba","2016-09-21","15329"
"1287","Phelandaba","2016-09-29","15199"
"1288","Phelandaba","2016-10-07","15320"
"1289","Phelandaba","2016-10-15","15374"
"1290","Phelandaba","2016-10-23","15230"
"1291","Phelandaba","2016-10-31","15429"
"1292","Phelandaba","2016-11-08","15076"
"1293","Phelandaba","2016-11-16","15347"
"1294","Phelandaba","2016-11-24","15418"
"1295","Phelandaba","2016-12-02","15464"
"1296","Phelandaba","2016-12-10","15257"
"1297","Phelandaba","2016-12-18","15761"
"1298","Phelandaba","2016-12-26","15666"
"1299","Phelandaba","2017-01-01","15375"
"1300","Phelandaba","2017-01-09","15339"
"1301","Phelandaba","2017-01-17","15514"
"1302","Phelandaba","2017-01-25","15405"
"1303","Phelandaba","2017-02-02","15323"
"1304","Phelandaba","2017-02-10","15450"
"1305","Phelandaba","2017-02-18","15327"
"1306","Phelandaba","2017-02-26","15278"
"1307","Phelandaba","2017-03-06","15191"
"1308","Phelandaba","2017-03-14","15124"
"1309","Phelandaba","2017-03-22","15239"
"1310","Phelandaba","2017-03-30","15280"
"1311","Phelandaba","2017-04-07","15247"
"1312","Phelandaba","2017-04-15","15199"
"1313","Phelandaba","2017-04-23","14946"
"1314","Phelandaba","2017-05-01","15015"
"1315","Phelandaba","2017-05-09","15029"
"1316","Phelandaba","2017-05-17","14976"
"1317","Phelandaba","2017-05-25","14878"
"1318","Phelandaba","2017-06-02","14966"
"1319","Phelandaba","2017-06-10","14924"
"1320","Phelandaba","2017-06-18","14854"
"1321","Phelandaba","2017-06-26","14936"
"1322","Phelandaba","2017-07-04","14982"
"1323","Phelandaba","2017-07-12","14909"
"1324","Phelandaba","2017-07-20","15013"
"1325","Phelandaba","2017-07-28","14998"
"1326","Phelandaba","2017-08-05","15077"
"1327","Phelandaba","2017-08-13","15003"
"1328","Phelandaba","2017-08-21","15147"
"1329","Phelandaba","2017-08-29","14953"
"1330","Phelandaba","2017-09-06","15340"
"1331","Phelandaba","2017-09-14","15055"
"1332","Phelandaba","2017-09-22","15031"
"1333","Phelandaba","2017-09-30","15295"
"1334","Phelandaba","2017-10-08","15293"
"1335","Phelandaba","2017-10-16","15370"
"1336","Phelandaba","2017-10-24","15383"
"1337","Phelandaba","2017-11-01","15510"
"1338","Phelandaba","2017-11-09","15468"
"1339","Phelandaba","2017-11-17","15439"
"1340","Phelandaba","2017-11-25","15655"
"1341","Phelandaba","2017-12-03","15410"
"1342","Phelandaba","2017-12-11","15473"
"1343","Phelandaba","2017-12-19","15526"
"1344","Phelandaba","2017-12-27","15200"
"1345","Phelandaba","2018-01-01","15475"
"1346","Phelandaba","2018-01-09","15643"
"1347","Phelandaba","2018-01-17","15611"
"1348","Phelandaba","2018-01-25",NA
"1349","Phelandaba","2018-02-02","15267"
"1350","Phelandaba","2018-02-10","15390"
"1351","Phelandaba","2018-02-18","15318"
"1352","Phelandaba","2018-02-26","15438"
"1353","Phelandaba","2018-03-06","15245"
"1354","Phelandaba","2018-03-14","15237"
"1355","Phelandaba","2018-03-22","15075"
"1356","Phelandaba","2018-03-30","15281"
"1357","Phelandaba","2018-04-07","14970"
"1358","Phelandaba","2018-04-15","15027"
"1359","Phelandaba","2018-04-23","15025"
"1360","Phelandaba","2018-05-01","15004"
"1361","Phelandaba","2018-05-09","15008"
"1362","Phelandaba","2018-05-17","14865"
"1363","Phelandaba","2018-05-25","14891"
"1364","Phelandaba","2018-06-02","14823"
"1365","Phelandaba","2018-06-10","14856"
"1366","Phelandaba","2018-06-18","14903"
"1367","Phelandaba","2018-06-26","14899"
"1368","Phelandaba","2018-07-04","14782"
"1369","Phelandaba","2018-07-12","14839"
"1370","Phelandaba","2018-07-20","14847"
"1371","Phelandaba","2018-07-28","14870"
"1372","Phelandaba","2018-08-05","14759"
"1373","Phelandaba","2018-08-13","15052"
"1374","Phelandaba","2018-08-21","14905"
"1375","Phelandaba","2018-08-29","15082"
"1376","Phelandaba","2018-09-06","15119"
"1377","Phelandaba","2018-09-14","15376"
"1378","Phelandaba","2018-09-22","15070"
"1379","Phelandaba","2018-09-30","15145"
"1380","Phelandaba","2018-10-08","15365"
"1381","Phelandaba","2018-10-16","14993"
"1382","Phelandaba","2018-10-24","15508"
"1383","Phelandaba","2018-11-01","15165"
"1384","Phelandaba","2018-11-09","15215"
"1385","Phelandaba","2018-11-17","15343"
"1386","Phelandaba","2018-11-25","15571"
"1387","Phelandaba","2018-12-03","15425"
"1388","Phelandaba","2018-12-11","15531"
"1389","Phelandaba","2018-12-19","15717"
"1390","Phelandaba","2018-12-27","15473"
"1391","Phelandaba","2019-01-01","15167"
"1392","Phelandaba","2019-01-09","15379"
"1393","Phelandaba","2019-01-17","15227"
"1394","Phelandaba","2019-01-25","15290"
"1395","Phelandaba","2019-02-02","15110"
"1396","Phelandaba","2019-02-10","15429"
"1397","Phelandaba","2019-02-18","15193"
"1398","Phelandaba","2019-02-26","15003"
"1399","Phelandaba","2019-03-06","15198"
"1400","Phelandaba","2019-03-14","15189"
"1401","Phelandaba","2019-03-22","15157"
"1402","Phelandaba","2019-03-30","15058"
"1403","Phelandaba","2019-04-07","15003"
"1404","Phelandaba","2019-04-15","14896"
"1405","Phelandaba","2019-04-23","15003"
"1406","Phelandaba","2019-05-01","15079"
"1407","Phelandaba","2019-05-09","15004"
"1408","Phelandaba","2019-05-17","15013"
"1409","Phelandaba","2019-05-25","14871"
"1410","Phelandaba","2019-06-02","14912"
"1411","Phelandaba","2019-06-10","14837"
"1412","Phelandaba","2019-06-18","14875"
"1413","Phelandaba","2019-06-26","14954"
"1414","Phelandaba","2019-07-04","14968"
"1415","Phelandaba","2019-07-12","14986"
"1416","Phelandaba","2019-07-20","14934"
"1417","Phelandaba","2019-07-28","15009"
"1418","Phelandaba","2019-08-05","15023"
"1419","Phelandaba","2019-08-13","15033"
"1420","Phelandaba","2019-08-21","15210"
"1421","Phelandaba","2019-08-29","15179"
"1422","Phelandaba","2019-09-06","15240"
"1423","Phelandaba","2019-09-14","15412"
"1424","Phelandaba","2019-09-22","15485"
"1425","Phelandaba","2019-09-30","15256"
"1426","Phelandaba","2019-10-08","15351"
"1427","Phelandaba","2019-10-16","15516"
"1428","Phelandaba","2019-10-24","15310"
"1429","Phelandaba","2019-11-01","15714"
"1430","Phelandaba","2019-11-09","15128"
"1431","Phelandaba","2019-11-17","15395"
"1432","Phelandaba","2019-11-25","15542"
"1433","Phelandaba","2019-12-03","15722"
"1434","Phelandaba","2019-12-11","15202"
"1435","Phelandaba","2019-12-19","15866"
"1436","Phelandaba","2019-12-27",NA
"1437","Phelandaba","2020-01-01","15677"
"1438","Phelandaba","2020-01-09","15630"
"1439","Phelandaba","2020-01-17",NA
"1440","Phelandaba","2020-01-25","15486"
"1441","Phelandaba","2020-02-02","15459"
"1442","Phelandaba","2020-02-10","15418"
"1443","Phelandaba","2020-02-18","15092"
"1444","Phelandaba","2020-02-26","15253"
"1445","Phelandaba","2020-03-05","15332"
"1446","Phelandaba","2020-03-13","15095"
"1447","Phelandaba","2020-03-21","15295"
"1448","Phelandaba","2020-03-29","15213"
"1449","Shemula","2016-04-30","14969"
"1450","Shemula","2016-05-08","14875"
"1451","Shemula","2016-05-16","14866"
"1452","Shemula","2016-05-24","14856"
"1453","Shemula","2016-06-01","14927"
"1454","Shemula","2016-06-09","14876"
"1455","Shemula","2016-06-17","14914"
"1456","Shemula","2016-06-25","14874"
"1457","Shemula","2016-07-03","14734"
"1458","Shemula","2016-07-11","14725"
"1459","Shemula","2016-07-19","14929"
"1460","Shemula","2016-07-27","14873"
"1461","Shemula","2016-08-04","14925"
"1462","Shemula","2016-08-12","15023"
"1463","Shemula","2016-08-20","14987"
"1464","Shemula","2016-08-28","15207"
"1465","Shemula","2016-09-05","15205"
"1466","Shemula","2016-09-13","15062"
"1467","Shemula","2016-09-21","15247"
"1468","Shemula","2016-09-29","15031"
"1469","Shemula","2016-10-07","15027"
"1470","Shemula","2016-10-15","15357"
"1471","Shemula","2016-10-23","14994"
"1472","Shemula","2016-10-31","15329"
"1473","Shemula","2016-11-08","15127"
"1474","Shemula","2016-11-16","14725"
"1475","Shemula","2016-11-24","15288"
"1476","Shemula","2016-12-02","15221"
"1477","Shemula","2016-12-10","15353"
"1478","Shemula","2016-12-18","15551"
"1479","Shemula","2016-12-26","15206"
"1480","Shemula","2017-01-01","15279"
"1481","Shemula","2017-01-09","15208"
"1482","Shemula","2017-01-17","15275"
"1483","Shemula","2017-01-25","15289"
"1484","Shemula","2017-02-02","15204"
"1485","Shemula","2017-02-10","15381"
"1486","Shemula","2017-02-18","15068"
"1487","Shemula","2017-02-26","15070"
"1488","Shemula","2017-03-06","15052"
"1489","Shemula","2017-03-14","15033"
"1490","Shemula","2017-03-22","15161"
"1491","Shemula","2017-03-30","15125"
"1492","Shemula","2017-04-07","15069"
"1493","Shemula","2017-04-15","15002"
"1494","Shemula","2017-04-23","14995"
"1495","Shemula","2017-05-01","14877"
"1496","Shemula","2017-05-09","14843"
"1497","Shemula","2017-05-17","14858"
"1498","Shemula","2017-05-25","14754"
"1499","Shemula","2017-06-02","14827"
"1500","Shemula","2017-06-10","14828"
"1501","Shemula","2017-06-18","14795"
"1502","Shemula","2017-06-26","14809"
"1503","Shemula","2017-07-04","14902"
"1504","Shemula","2017-07-12","14878"
"1505","Shemula","2017-07-20","14853"
"1506","Shemula","2017-07-28","14898"
"1507","Shemula","2017-08-05","14952"
"1508","Shemula","2017-08-13","14904"
"1509","Shemula","2017-08-21","14963"
"1510","Shemula","2017-08-29","14866"
"1511","Shemula","2017-09-06","15136"
"1512","Shemula","2017-09-14","14987"
"1513","Shemula","2017-09-22","14915"
"1514","Shemula","2017-09-30","15147"
"1515","Shemula","2017-10-08","15153"
"1516","Shemula","2017-10-16","15224"
"1517","Shemula","2017-10-24","15341"
"1518","Shemula","2017-11-01","15392"
"1519","Shemula","2017-11-09","15066"
"1520","Shemula","2017-11-17","15343"
"1521","Shemula","2017-11-25","15472"
"1522","Shemula","2017-12-03","15392"
"1523","Shemula","2017-12-11","15133"
"1524","Shemula","2017-12-19","15244"
"1525","Shemula","2017-12-27","15079"
"1526","Shemula","2018-01-01","15241"
"1527","Shemula","2018-01-09","15326"
"1528","Shemula","2018-01-17","15316"
"1529","Shemula","2018-01-25","14995"
"1530","Shemula","2018-02-02","15109"
"1531","Shemula","2018-02-10","15080"
"1532","Shemula","2018-02-18","14951"
"1533","Shemula","2018-02-26","15074"
"1534","Shemula","2018-03-06","15085"
"1535","Shemula","2018-03-14","15090"
"1536","Shemula","2018-03-22","14997"
"1537","Shemula","2018-03-30","15064"
"1538","Shemula","2018-04-07","14969"
