"","Diptank","approx.date","ras.0"
"1539","Shemula","2018-04-15","14890"
"1540","Shemula","2018-04-23","14951"
"1541","Shemula","2018-05-01","14938"
"1542","Shemula","2018-05-09","14907"
"1543","Shemula","2018-05-17","14807"
"1544","Shemula","2018-05-25","14754"
"1545","Shemula","2018-06-02","14663"
"1546","Shemula","2018-06-10","14789"
"1547","Shemula","2018-06-18","14790"
"1548","Shemula","2018-06-26","14753"
"1549","Shemula","2018-07-04","14682"
"1550","Shemula","2018-07-12","14656"
"1551","Shemula","2018-07-20","14795"
"1552","Shemula","2018-07-28","14759"
"1553","Shemula","2018-08-05","14733"
"1554","Shemula","2018-08-13","14852"
"1555","Shemula","2018-08-21","14775"
"1556","Shemula","2018-08-29","15039"
"1557","Shemula","2018-09-06","14921"
"1558","Shemula","2018-09-14","15055"
"1559","Shemula","2018-09-22","15110"
"1560","Shemula","2018-09-30","14911"
"1561","Shemula","2018-10-08","15103"
"1562","Shemula","2018-10-16","14705"
"1563","Shemula","2018-10-24","15207"
"1564","Shemula","2018-11-01","15001"
"1565","Shemula","2018-11-09","15019"
"1566","Shemula","2018-11-17","15087"
"1567","Shemula","2018-11-25","15335"
"1568","Shemula","2018-12-03","15303"
"1569","Shemula","2018-12-11","15284"
"1570","Shemula","2018-12-19","15179"
"1571","Shemula","2018-12-27","14920"
"1572","Shemula","2019-01-01","15078"
"1573","Shemula","2019-01-09","15287"
"1574","Shemula","2019-01-17","15307"
"1575","Shemula","2019-01-25","15216"
"1576","Shemula","2019-02-02","15078"
"1577","Shemula","2019-02-10","15332"
"1578","Shemula","2019-02-18","15088"
"1579","Shemula","2019-02-26","14930"
"1580","Shemula","2019-03-06","14921"
"1581","Shemula","2019-03-14","15055"
"1582","Shemula","2019-03-22","14707"
"1583","Shemula","2019-03-30","14850"
"1584","Shemula","2019-04-07","14892"
"1585","Shemula","2019-04-15","14868"
"1586","Shemula","2019-04-23","14914"
"1587","Shemula","2019-05-01","14936"
"1588","Shemula","2019-05-09","14857"
"1589","Shemula","2019-05-17","14890"
"1590","Shemula","2019-05-25","14829"
"1591","Shemula","2019-06-02","14820"
"1592","Shemula","2019-06-10","14720"
"1593","Shemula","2019-06-18","14812"
"1594","Shemula","2019-06-26","14788"
"1595","Shemula","2019-07-04","14806"
"1596","Shemula","2019-07-12","14841"
"1597","Shemula","2019-07-20","14812"
"1598","Shemula","2019-07-28","14870"
"1599","Shemula","2019-08-05","14940"
"1600","Shemula","2019-08-13","14914"
"1601","Shemula","2019-08-21","14994"
"1602","Shemula","2019-08-29","15089"
"1603","Shemula","2019-09-06","15059"
"1604","Shemula","2019-09-14","15261"
"1605","Shemula","2019-09-22","15316"
"1606","Shemula","2019-09-30","15136"
"1607","Shemula","2019-10-08","15192"
"1608","Shemula","2019-10-16","15301"
"1609","Shemula","2019-10-24","15234"
"1610","Shemula","2019-11-01","15462"
"1611","Shemula","2019-11-09","15076"
"1612","Shemula","2019-11-17","15086"
"1613","Shemula","2019-11-25","15271"
"1614","Shemula","2019-12-03","15481"
"1615","Shemula","2019-12-11","15044"
"1616","Shemula","2019-12-19","15410"
"1617","Shemula","2019-12-27",NA
"1618","Shemula","2020-01-01","15351"
"1619","Shemula","2020-01-09","15439"
"1620","Shemula","2020-01-17","15054"
"1621","Shemula","2020-01-25","15401"
"1622","Shemula","2020-02-02","15394"
"1623","Shemula","2020-02-10","15297"
"1624","Shemula","2020-02-18","15144"
"1625","Shemula","2020-02-26","15256"
"1626","Shemula","2020-03-05","15295"
"1627","Shemula","2020-03-13","15176"
"1628","Shemula","2020-03-21","15150"
"1629","Shemula","2020-03-29","15073"
