"","Diptank","date","approx.date","ras.0","ras.med.1k","ras.var.1k","ras.med.2k","ras.var.2k","ras.med.3k","ras.var.3k","ras.med.4k","ras.var.4k"
"428","Mpala","22","2019-01-17","5457","5373","495868.902432575","5689","554870.503283078","5775","641104.428279738","5861","751751.044228639"
"429","Mpala","40","2019-02-02","6362","5030","1138788.47488102","5112","1680656.84054143","5034","1878925.65736899","4990","2142175.69305176"
"430","Mpala","49","2019-02-18","6838","6093","328743.962982549","6315.5","592659.283096732","6710","627667.922821625","6845","704409.273357904"
"431","Mpala","79","2019-03-06","6690","7046.5","281135.145425701","7414.5","327692.044110634","7553","350591.818406794","7537","510023.647862166"
"432","Mpala","84","2019-03-22","7154","7158","138683.240613432","7534","213606.225743736","7602","209914.897446627","7578","300243.280912113"
"433","Mpala","104","2019-04-07","6790","6780","318896.212850344","7209.5","455236.460878178","7429","454039.306238772","7429","540707.610333054"
"434","Mpala","120","2019-04-23","6368","6112.5","462547.612109995","6579.5","546127.080884781","6812","609496.928059682","6787","759688.316826825"
"435","Mpala","136","2019-05-09","5607","5213","456559.20280275","5742.5","560351.579931037","5894","709243.479073023","5929","889896.783948719"
"436","Mpala","152","2019-05-25","5032","4832.5","422408.9056055","5124","486404.032885808","5361","634331.838089191","5470","857220.278510864"
"437","Mpala","168","2019-06-10","4724","4143","373127.128503437","4428","436619.475734566","4685","672175.553199472","4810","910052.959775703"
"438","Mpala","184","2019-06-26","4374","3729","404576.519301957","3903","413437.611899784","4153","640201.688097488","4337","882043.680014471"
"439","Mpala","200","2019-07-12","3801","3395","395002.57985193","3538","357662.092971644","3801","596978.250272365","3918","793388.413781174"
"440","Mpala","209","2019-07-28","3708","3348","249383.323109466","3407","319578.99563479","3654","507702.058008239","3752","735640.646568838"
"441","Mpala","234","2019-08-13","3497","3130","46750.3651507139","3194","346097.517479183","3345","695713.423387999","3450","955100.289547109"
"442","Mpala","255","2019-08-29","3321","3045","43682.6422527763","3088.5","342313.642126114","3207","724614.661972136","3337","968951.287084812"
"443","Mpala","271","2019-09-14","3247","2925","39082.7924378636","2993","357328.538131397","3126","743864.029942064","3213","963873.220724897"
"444","Mpala","285","2019-09-30","3158","3069.5","31514.5880486515","3158","315444.776420527","3265","616110.326765319","3354","844936.199378208"
"445","Mpala","291","2019-10-16","3575","3197","58750.6218931782","3347","349599.717930377","3469","660708.984062164","3592","848339.90019219"
"446","Mpala","307","2019-11-01","4358","4088","99468.7448439979","4269","444397.338102051","4366","825050.565688559","4387","1063390.53041581"
"447","Mpala","333","2019-11-17","6678","5733","349633.874405077","5768.5","877601.33327831","6072","1076447.99549065","6109","1194898.50047482"
"448","Mpala","349","2019-12-03","6328","6926","341387.750396616","7092","397007.195774183","7208","463516.410639173","7235","818497.342302214"
"449","Mpala","360","2019-12-19","5731","5028.5","494494.7244844","5315","596199.550493379","5442","671931.620377919","5491","782684.829264929"
"450","Mpala","4","2020-01-01","4932","4853","583308.817821259","4948.5","644495.934136679","5070","813076.963066645","5154","1000424.7682366"
"451","Mpala","29","2020-01-17","4709","4364.5","369419.896351137","4709","635670.93730971","4833","925310.32497601","4976","1159151.05137586"
"452","Mpala","45","2020-02-02","6255","6119","406008.048915918","6342","479314.708576354","6454","540592.297422096","6483","697754.695197504"
"453","Mpala","57","2020-02-18","5803","6123","371127.619249075","6285","520793.803987381","6457","667610.56231196","6449","893365.450921383"
"454","Mpala","79","2020-03-05","5200","4618.5","211758.457165521","4997.5","375691.086258758","5127","651635.735896566","5156","918452.654410202"
"455","Mpala","91","2020-03-21","5653","4967","207333.839238498","5181.5","403979.873097098","5323","688812.965642384","5351","927057.227313632"
"456","Namaneni","114","2016-04-22","3246","3316","221565.256830601","3679","523627.553426077","3816","645457.416779353","4000","950780.84808375"
"457","Namaneni","137","2016-05-08","3694","3558","242796.519125683","3859","615591.878200385","4037","639754.881010542","4163","882932.700818505"
"458","Namaneni","153","2016-05-24","3434","3611","257327.175956284","4023","599116.087575847","4145","690879.53912759","4324","897727.056359238"
"459","Namaneni","162","2016-06-09","3365","3563","206558.139344262","3796","598468.921044842","3943","695413.880225373","4061","841163.026151446"
"460","Namaneni","185","2016-06-25","2965","3060","173647.530054645","3433","513602.719143111","3582","811078.342333697","3668","875281.613123205"
"461","Namaneni","201","2016-07-11","3148","3004","114082.416939891","3231","490706.958302501","3315","965314.638698655","3441","987744.208356886"
"462","Namaneni","217","2016-07-27","3049","3010","167014.849726776","3207","507981.621651621","3317","962533.591217739","3417","973387.241182988"
"463","Namaneni","226","2016-08-12","2851","2901","114868.249180328","3072","414710.656985349","3202","879446.304980007","3222","867844.349542135"
"464","Namaneni","249","2016-08-28","2639","2698","82109.393989071","2882","399075.923486754","2981","695799.529080334","3050","674127.439498496"
"465","Namaneni","265","2016-09-13","2651","2672","80101.8387978142","2860","519001.283261803","2983","623217.873682297","3010","643392.210380537"
"466","Namaneni","279","2016-09-29","2654","2601","75596.8234972678","2816","526305.74112032","2880","730756.76083606","2924","700403.945243856"
"467","Namaneni","290","2016-10-15","2481","2504","50134.787431694","2739","305747.364806867","2825","397067.61131952","2847","402489.389617202"
"468","Namaneni","311","2016-10-31","3881","3773","226058.084153005","4101","564098.136969069","4257","611970.212300982","4360","686392.892495534"
"469","Namaneni","334","2016-11-16","4938","4957","403448.703278689","5207","554160.335244931","5448","701997.251086878","5772","817236.749704931"
"470","Namaneni","339","2016-12-02","4974","5111","164693.816939891","5353","338548.150251591","5652","467975.558545983","5909","588468.654134352"
"471","Namaneni","354","2016-12-18","4085","3991","251546.403278689","4270","512345.947720882","4541","825026.01128317","4716","1110169.57321772"
"472","Namaneni","9","2017-01-01","4674","4982","272999.413114754","5241","547704.636747077","5320","860424.348796801","5541","1024413.97196283"
"473","Namaneni","20","2017-01-17","5235","5248","172800.824043716","5331","446608.951901732","5444","795108.614140313","5812","1046893.61878717"
"474","Namaneni","43","2017-02-02","4743","4661","159936.73715847","4822","412359.432255439","4908","600135.278211559","5170","735509.541623895"
"475","Namaneni","59","2017-02-18","6503","6503","1186176.30601093","6605","699273.337131863","6511","744297.676168666","6672","839633.517046148"
"476","Namaneni","75","2017-03-06","6442","6377","415799.853551913","6635","491338.664496078","6611","604437.920988731","6715","667129.489110724"
"477","Namaneni","91","2017-03-22","5300","5493","288594.265573771","5717","523659.268425337","5644","668011.330883315","5746","719135.623006308"
"478","Namaneni","107","2017-04-07","4310","4828","218797.183060109","5022","426039.753958858","5066","578785.238407852","5213","685094.597103579"
"479","Namaneni","123","2017-04-23","4655","4968","293420.829508197","5096","401057.557532929","5115","502932.943889495","5223","595500.174843421"
"480","Namaneni","139","2017-05-09","5201","4996","407496.876502732","5105","413716.471474027","5078","561418.722515449","5198","676086.22396726"
"481","Namaneni","155","2017-05-25","4449","4433","304873.65136612","4611","359382.773827142","4738","505384.684274809","4845","599885.619298166"
"482","Namaneni","171","2017-06-10","3951","4010","263628.849726776","4359","416835.882048246","4306","538990.551893857","4422","622166.784556945"
"483","Namaneni","187","2017-06-26","3801","3801","216993.396721311","4038","502240.691986089","4035","675681.914576518","4155","702208.959644561"
"484","Namaneni","203","2017-07-12","3482","3482","191262.690710383","3790","459996.081767056","3783","678941.201621229","3815","673044.740104461"
"485","Namaneni","210","2017-07-28","3157","3418","168980.906010929","3635","484495.36443688","3652","675462.054140313","3729","666276.020078233"
"486","Namaneni","235","2017-08-13","3218","3121","216515.704371585","3371","476911.644849785","3327","672785.490367139","3410","663065.848400299"
"487","Namaneni","248","2017-08-29","3841","3824","141405.921857924","3908","315730.663719106","3846","479422.278393312","3866","506897.557580211"
"488","Namaneni","272","2017-09-14","4168","3876","362050.849726776","4040","335247.401435548","4046","494851.026812068","4067","586320.240258213"
"489","Namaneni","281","2017-09-30","3673","4096","728901.306010929","4369","502258.956045582","4416","694182.948440567","4492","788986.40813078"
"490","Namaneni","290","2017-10-16","3637","3721","843485.490163934","3937","535471.759804647","4029","645756.718087968","4145","678510.340045673"
"491","Namaneni","306","2017-11-01","3178","3362","610630.38579235","3606","560155.926298653","3694","660976.678865867","3822","667560.24352997"
"492","Namaneni","324","2017-11-17","3192","3571","341977.729508197","3753","464658.340387746","3908","478842.48612868","4029","491070.456304972"
"493","Namaneni","351","2017-12-03","5434","5331","258571.137704918","5363","299522.27305017","5395","391044.326790258","5620","423184.76777308"
"494","Namaneni","365","2017-12-19","5551","5853","475943.242622951","6001","352259.704602634","6057","450701.219178481","6313","557476.545114975"
"495","Namaneni","5","2018-01-01","5557","5968","658999.449180328","5994","679969.494191209","6007","744712.519898219","6264","809818.960974066"
"496","Namaneni","19","2018-01-17","4144","4690","890221.120218579","5008","675677.379643333","5077","728045.60868775","5332","860673.298003482"
"497","Namaneni","46","2018-02-02","6521","6317","435232.693989071","6353","436596.180516501","6352","634685.311523083","6566","695593.72811857"
"498","Namaneni","55","2018-02-18","6926","6966","322245.336612022","6966","463146.52416013","6965","652441.860683388","7144","677993.804800235"
"499","Namaneni","78","2018-03-06","6131","6653","503544.209289617","6574","575392.839906763","6496","701808.929843693","6799","737792.709200262"
"500","Namaneni","94","2018-03-22","6939","6992","304443.047540984","6992","392440.344568596","6979","513274.636474009","7144","568273.417516449"
"501","Namaneni","103","2018-04-07","6153","6820","235798.003278689","6836","314378.04554536","6812","430452.093587786","6984","541115.256519773"
"502","Namaneni","117","2018-04-23","5251","6005","318960.737704918","5972","397028.013282522","5946","567621.87479462","6189","682198.812628033"
"503","Namaneni","142","2018-05-09","5202","5768","296730.896174863","5911","388302.099415421","5947","545480.869080334","6182","630425.485054379"
"504","Namaneni","158","2018-05-25","6214","6268","192505.08852459","6282","271172.088278822","6340","390897.149233006","6586","463521.319528795"
"505","Namaneni","165","2018-06-10","5517","6120","187073.776502732","6150","248942.790291549","6195","380801.039462014","6403","472014.112076333"
"506","Namaneni","192","2018-06-26","4741","5063","190331.584699454","5203","311954.522162202","5335","451271.046870229","5566","498141.005184616"
"507","Namaneni","199","2018-07-12","4970","4854","321895.439344262","4984","397479.870430665","5114","576172.519934569","5275","648898.750946255"
"508","Namaneni","211","2018-07-28","3999","4320","248448.563387978","4541","297953.674707711","4616","461134.833202472","4784","517082.033029597"
"509","Namaneni","238","2018-08-13","4552","4337","337761.403278689","4520","323836.293436436","4626","454257.73047619","4769","530585.044893391"
"510","Namaneni","254","2018-08-29","3952","4238","396437.017486339","4385","431118.610663016","4440","588623.551523083","4580","655894.781594953"
"511","Namaneni","261","2018-09-14","5004","5056","262214.863387978","5077","269299.926187657","5148","425928.330883315","5249","527147.217927963"
"512","Namaneni","279","2018-09-30","5761","5633","454542.272677596","5686","315764.565117656","5763","404437.311435841","5932","505540.467395482"
"513","Namaneni","300","2018-10-16","3925","4765","811076.724043716","4818","560051.855816191","4962","574324.251086878","5132","678715.564661858"
"514","Namaneni","309","2018-11-01","5208","5302","510249.420218579","5356","354223.279746929","5426","422846.181548528","5569","509566.788097768"
"515","Namaneni","334","2018-11-17","4191","4375","797608.870491803","4548","579520.112660944","4671","599355.170301709","4852","711776.689106202"
"516","Namaneni","352","2018-12-03","4414","4200","465274.684153005","4348","416093.666420009","4488","586510.686354053","4763","680094.332923327"
"517","Namaneni","6","2018-12-19","5009","5106","432317.944808743","5362","531832.231352671","5443","835450.834118502","5671","920024.170787076"
"518","Namaneni","6","2019-01-01","5009","5106","432317.944808743","5362","531832.231352671","5468","839797.965263541","5746","977029.52486264"
"519","Namaneni","31","2019-01-17","5534","5842","482832.193989071","5567","436361.009693651","5594","680922.067989822","5799","820456.986331879"
"520","Namaneni","42","2019-02-02","4004","4388","679742.743169399","4722","727202.769609294","5103","765929.64083606","5289","938127.080701834"
"521","Namaneni","55","2019-02-18","6656","6752","138989.396174863","6669","385690.2750111","6557","659218.774351145","6589","662555.191014539"
"522","Namaneni","79","2019-03-06","6618","6753","182042.249180328","6852","380386.260951606","6789","573915.14868775","6972","620097.338008456"
"523","Namaneni","84","2019-03-22","6461","6879","120849.452459016","6954","256261.622909575","6918","332274.024173028","7065","358169.782273272"
"524","Namaneni","97","2019-04-07","6877","7042","246674.495628415","7033","329310.513948498","6994","442275.191079607","7090","493556.854303932"
"525","Namaneni","120","2019-04-23","6139","6493","361812.237704918","6621","423791.904469439","6593","497749.88085787","6753","532196.367234947"
"526","Namaneni","136","2019-05-09","5070","5818","520671.127868852","6001","539612.964185289","6037","600992.496641221","6236","609139.646670586"
"527","Namaneni","145","2019-05-25","5431","5331","664708.542622951","5553","519671.809012876","5568","648234.28176663","5781","634111.005225315"
"528","Namaneni","168","2019-06-10","4154","4700","807809.884699454","4986","550497.915865029","5042","672502.337600872","5278","647626.340113505"
"529","Namaneni","177","2019-06-26","4751","4702","828364.793989071","4827","553884.225987864","4876","630952.494271174","4965","606538.219644109"
"530","Namaneni","193","2019-07-12","4062","4139","600774.81420765","4356","525612.720401066","4476","651626.876168666","4639","636979.183901237"
"531","Namaneni","209","2019-07-28","3435","3849","585190.612568306","4095","471692.929665532","4156","573804.714445656","4300","546794.593474574"
"532","Namaneni","234","2019-08-13","3638","3638","466691.050273224","3899","632927.569520497","3983","853891.826703017","4156","817202.486969498"
"533","Namaneni","255","2019-08-29","3287","3438","341877.049726776","3754","548350.362734942","3804","887958.920697928","3935","892800.996269247"
"534","Namaneni","271","2019-09-14","3113","3257","409758.786885246","3443","555269.740195353","3592","830053.007175573","3712","838245.234659823"
"535","Namaneni","287","2019-09-30","3419","3419","475674.701092896","3662","562305.869320704","3662","723981.07215558","3797","741598.060874579"
"536","Namaneni","291","2019-10-16","4295","3994","412130.095628415","4100","415820.945611958","4100","609025.288644129","4176","649566.941610329"
"537","Namaneni","307","2019-11-01","4918","4912","399420.387431694","5004","368548.896255735","5104","530380.614881861","5285","561469.207963461"
"538","Namaneni","333","2019-11-17","6003","6114","601648.279781421","6114","550440.95304869","6214","675348.31479462","6525","666896.010021028"
"539","Namaneni","337","2019-12-03","5292","6839","460390.555191257","6854","445632.409242267","6875","540891.296255907","7099","527111.691835304"
"540","Namaneni","360","2019-12-19","5016","5062","806396.882513661","5181","586881.316227616","5415","709173.995405307","5679","804647.779903679"
"541","Namaneni","6","2020-01-01","4220","4615","627263.684699454","4695","475504.293584431","4829","669030.281294075","5073","845283.021588622"
"542","Namaneni","29","2020-01-17","4425","4218","584247.895628415","4419","542416.146810715","4761","792768.256255907","5087","850101.458172609"
"543","Namaneni","45","2020-02-02","4970","4943","269887.813114754","5248","490729.965036259","5400","773672.624478371","5801","845956.540572501"
"544","Namaneni","57","2020-02-18","4624","5104","430843.660655738","5306","458205.361476987","5432","631961.851850236","5775","776717.03150338"
"545","Namaneni","68","2020-03-05","4320","4469","194722.015846995","4730","352416.54639633","4835","527745.858873137","4987","633821.893338911"
"546","Namaneni","86","2020-03-21","4061","4224","104261.876502732","4500","378173.383750185","4597","600977.074903671","4795","733555.743758338"
"547","Ndumo","114","2016-04-22","6194","4703","1173636.54567453","4477","2034410.37686852","4366","1954223.72596157","4460","1554003.98085133"
"548","Ndumo","137","2016-05-08","5746","5353","885672.183908046","4952","1679851.19356247","4719","1522657.78817613","4744","1228120.53981839"
"549","Ndumo","153","2016-05-24","6602","5721","945112.815486993","5344","1734674.60120022","5012","1462400.36316477","4981","1136081.88084585"
"550","Ndumo","162","2016-06-09","6367","5443.5","1407467.19570478","4890","2314987.57072195","4583","1827800.35865542","4591","1366727.87820969"
"551","Ndumo","185","2016-06-25","5039","4432","1095137.04537205","4290","1872355.26248409","4179","1624796.70671929","4162","1288042.3822027"
"552","Ndumo","201","2016-07-11","4699","4137","808539.052934059","3926","1803866.59010729","3776","1655089.554996","3790","1359481.29963787"
"553","Ndumo","217","2016-07-27","5250","4132.5","872103.98215366","3895","1631409.10212766","3784","1534002.69799641","3771","1286330.94693238"
"554","Ndumo","226","2016-08-12","4420","3745","746884.45493043","3603","1402265.3803237","3501","1405208.97896119","3554","1190303.83286813"
"555","Ndumo","249","2016-08-28","3337","3424","689636.691167574","3237","1434376.60327332","3141","1285456.84583084","3172","1072521.84865318"
"556","Ndumo","265","2016-09-13","3473","3473.5","622670.686327889","3291","1370489.04353519","3134","1240472.66395625","3169","1042040.85829936"
"557","Ndumo","279","2016-09-29","3328","3346.5","683328.982758621","3196","1562457.02862339","3034","1417244.07824619","3034","1169254.11326611"
"558","Ndumo","290","2016-10-15","3846","3113.5","458068.913490623","2923","901463.969630842","2833","869992.249240626","2852","723615.578362021"
"559","Ndumo","311","2016-10-31","5153","4630","935159.226860254","4615","1498867.02564103","4628","1273798.87633567","4621","1003899.15246194"
"560","Ndumo","334","2016-11-16","6782","6380.5","775458.773139746","6057","1329278.70638298","6284","1126624.7702614","6349","869057.102817229"
"561","Ndumo","339","2016-12-02","7166","6903","714267.328493648","6422","1421668.95970176","6210","1439714.60310532","6175","1206268.59333297"
"562","Ndumo","2","2016-12-18","7170","6252.5","853552.272232305","5947","1382507.9621022","5812","1385754.92481295","5850","1192651.21049859"
"563","Ndumo","2","2017-01-01","7170","6252.5","853552.272232305","5993","1409866.10227314","5985","1329564.52950556","6117","1166960.76267913"
"564","Ndumo","20","2017-01-17","7911","7471.5","355163.431336963","7308","600055.534933624","7088","658578.278764223","6979","622130.17643826"
"565","Ndumo","43","2017-02-02","6243","5817","1017446.58802178","5582","1664844.77203128","5665","1555622.34418222","5743","1388075.77419068"
"566","Ndumo","59","2017-02-18","8116","7489","671611.361464005","7290","1024838.79570831","7039","1158215.77367407","7048","1070436.27556349"
"567","Ndumo","77","2017-03-06","7759","7164","1050196.83363581","6813","2000926.9144208","6805","1870011.19949351","6960","1610024.24435368"
"568","Ndumo","91","2017-03-22","6506","5649","992488.754083485","5347","1499962.22465903","5546","1551964.74006681","5747","1465854.76535406"
"569","Ndumo","107","2017-04-07","4781","5201","1425671.75831821","4806","2041144.51507547","4992","1859847.78057878","5199","1551093.05983134"
"570","Ndumo","123","2017-04-23","6089","5130.5","1454049.10133091","4770","2233632.92933261","4815","1990085.43220467","5029","1636986.73792974"
"571","Ndumo","139","2017-05-09","6162","5297.5","1534744.8169994","4799","2324796.12049464","4983","1945244.59064509","5112","1627765.50915588"
"572","Ndumo","155","2017-05-25","4897","4721.5","1001913.94706594","4480","1677523.39527187","4599","1434386.37383569","4687","1223242.28228845"
"573","Ndumo","171","2017-06-10","4336","4493","1037733.7292801","4231","1739908.8185852","4217","1537248.65608473","4322","1325360.71786662"
"574","Ndumo","187","2017-06-26","4450","4182.5","1098349.44706594","4043","1781000.10227314","3979","1557038.39933334","3993","1324197.19122449"
"575","Ndumo","203","2017-07-12","3879","4142","955047.822444041","3803","1695063.81658483","3719","1414329.96930758","3691","1181045.77162977"
"576","Ndumo","210","2017-07-28","5133","3782","1048512.02450091","3634","1662007.48183306","3432","1403386.03935758","3471","1179717.77404017"
"577","Ndumo","235","2017-08-13","3354","3635.5","857316.33061101","3531","1588503.63531551","3307","1380951.46924625","3301","1114454.84870791"
"578","Ndumo","246","2017-08-29","4582","4150","1074494.0015124","3838","1647819.35031824","3769","1434529.57470004","3779","1126574.74569001"
"579","Ndumo","265","2017-09-14","3741","3684.5","641816.631881428","3565","1131139.86372068","3545","1100703.79909236","3667","942504.345809503"
"580","Ndumo","281","2017-09-30","4189","3717.5","972530.524198427","3581","1907060.88114203","3632","1735696.99650075","3835","1470429.3661896"
"581","Ndumo","290","2017-10-16","4519","3657.5","923756.38384755","3384","1564993.25961084","3519","1445565.85381058","3659","1222918.12037189"
"582","Ndumo","313","2017-11-01","3837","3731.5","687511.324863884","3220","1405421.95981087","3320","1354791.60520487","3489","1182232.11052732"
"583","Ndumo","324","2017-11-17","3835","3887.5","704678.532365396","3609","1090825.3877796","3757","1049892.22733602","3779","890714.619856516"
"584","Ndumo","351","2017-12-03","6196","5962.5","508366.647610405","5894","1635076.55701037","5689","1600306.04888132","5625","1187685.79926388"
"585","Ndumo","365","2017-12-19","6569","6808","638105.117967332","6762","858037.746572104","6655","802329.666734006","6503","647087.132601775"
"586","Ndumo","5","2018-01-01","7578","6878.5","1179547.12431942","6762","1568963.10572831","6609","1370092.52398612","6552","1157154.96142672"
"587","Ndumo","19","2018-01-17","5611","5611","1250955.45462795","5611","1935108.54344426","5611","1590461.46180763","5575","1221467.76942917"
"588","Ndumo","46","2018-02-02","7895","7487","565343.719600726","7176","827035.224113475","6878","831657.929812916","6829","764259.066481041"
"589","Ndumo","60","2018-02-18","8374","8113","1575770.28826376","7780","1308854.40069103","7540","1307694.70206564","7388","1137181.91703381"
"590","Ndumo","78","2018-03-06","7980","7919.5","472503.656382335","7688","727634.416512093","7419","660806.917684577","7377","626955.755525454"
"591","Ndumo","94","2018-03-22","8474","8267","395978.47338173","7950","605317.694489907","7790","598344.19221362","7753","530356.043311989"
"592","Ndumo","103","2018-04-07","8038","7978.5","393130.340290381","7672","645064.085360975","7476","662892.013095144","7425","553758.16810105"
"593","Ndumo","117","2018-04-23","6991","7322","767697.011494253","6861","1037864.08627023","6730","856072.72487933","6701","731429.576405422"
"594","Ndumo","142","2018-05-09","7624","7109.5","860173.853599516","6693","1104034.78876159","6548","840626.410617528","6592","723423.054157659"
"595","Ndumo","158","2018-05-25","7635","7545","380957.13369631","7295","553546.657464994","7096","475126.846775997","7057","446440.140275383"
"596","Ndumo","165","2018-06-10","7432","7227","396195.65184513","7008","606910.924640844","6852","519175.865910058","6840","461878.934572513"
"597","Ndumo","192","2018-06-26","6609","5959","820223.087719298","5631","1183063.90223677","5631","844811.606885953","5701","693230.051881801"
"598","Ndumo","206","2018-07-12","5514","5788.5","872994.08953418","5406","1292832.20792871","5406","988751.546785377","5471","901614.697454597"
"599","Ndumo","211","2018-07-28","5755","5230","841929.021476104","4949","1180946.73693399","4838","877268.13922699","4923","714699.027996698"
"600","Ndumo","238","2018-08-13","5370","4941.5","559166.58953418","4809","960152.818148754","4589","814778.75222401","4635","677659.077853488"
"601","Ndumo","254","2018-08-29","4757","4864","726534.601330913","4557","1068288.7682124","4421","969158.644309926","4476","829788.017586587"
"602","Ndumo","261","2018-09-14","5693","5762.5","330762.859346642","5690","655674.172831424","5497","662083.280293793","5342","547459.941637249"
"603","Ndumo","279","2018-09-30","6582","6026.5","553719.618874773","5880","928349.873176941","5741","876648.867353049","5736","746192.146551095"
"604","Ndumo","300","2018-10-16","4993","4937.5","710956.019661222","4857","1301697.69565376","4794","1169205.19507796","4868","942979.405499457"
"605","Ndumo","309","2018-11-01","6041","5571","542076.396854204","5562","840751.993344244","5459","733984.550991696","5498","608448.801968457"
"606","Ndumo","334","2018-11-17","4634","4660","842128.84815487","4605","1414493.91278414","4554","1241083.36087763","4632","1006336.5918735"
"607","Ndumo","339","2018-12-03","5448","4930.5","850139.502722323","4888","1332705.70958356","5022","1095711.80214428","5059","901700.461670726"
"608","Ndumo","6","2018-12-19","4568","5110.5","1852961.79340593","5648","1765785.40450991","5621","1514001.91432962","5756","1306557.22022458"
"609","Ndumo","6","2019-01-01","4568","5876.5","1677560.98850575","6161","1266273.42669576","6127","935822.070309738","6186","764055.955189776"
"610","Ndumo","22","2019-01-17","7091","6308","1012607.15910466","6047","1438086.85808329","5957","1123522.95694115","6012","916395.122403744"
"611","Ndumo","42","2019-02-02","6068","5696","1062527.22202057","5379","1379686.55126387","5336","1206524.20452233","5353","1048985.01821826"
"612","Ndumo","49","2019-02-18","6861","7042","432178.858136721","6963","619052.765521004","6920","691725.935101478","6809","723864.437217798"
"613","Ndumo","79","2019-03-06","7948","7802","544028.176950998","7545","834181.40145481","7311","725383.978174761","7322","625524.506355526"
"614","Ndumo","84","2019-03-22","7898","7892","337185.159104658","7635","468863.687106747","7433","421203.599591634","7461","362611.275864507"
"615","Ndumo","97","2019-04-07","8168","8058","466406.11615245","7626","728247.35762866","7488","617288.78769273","7388","557465.362214834"
"616","Ndumo","120","2019-04-23","7256","7256.5","923885.653962492","6709","1189124.81367521","6749","927722.499015159","6867","783178.295546799"
"617","Ndumo","136","2019-05-09","6502","6657","1181503.12673926","6123","1527306.71522095","6200","1160849.97966826","6314","997780.274473451"
"618","Ndumo","154","2019-05-25","6532","6408.5","1122015.04204477","5936","1460590.94951809","5970","1121789.26825925","6058","975020.493959171"
"619","Ndumo","170","2019-06-10","5445","5436.5","1051208.7722323","5026","1494452.05939262","5289","1206481.85137192","5462","1077828.71795556"
"620","Ndumo","184","2019-06-26","6120","4961","1025889.11554749","4611","1425972.27179487","4701","1170346.94554873","4913","1057350.78036149"
"621","Ndumo","202","2019-07-12","4995","4841","994269.945856019","4250","1426282.62658665","4544","1216016.35615905","4668","1054878.782236"
"622","Ndumo","223","2019-07-28","4654","4643","1013156.75287356","4138","1349307.37035825","4042","1084464.87083066","4222","905105.097852758"
"623","Ndumo","234","2019-08-13","4950","4040","1121570.21657592","3791","1600810.09230769","3780","1430575.96699158","3894","1206747.53633391"
"624","Ndumo","248","2019-08-29","4517","4203","946686.585904416","3996","1465748.8842335","3744","1394046.1400062","3798","1212456.95377136"
"625","Ndumo","271","2019-09-14","4921","3913","745394.087416818","3696","1352634.92325877","3557","1307204.67548575","3588","1129764.79347618"
"626","Ndumo","280","2019-09-30","3915","3903.5","924380.317301875","3817","1300574.75148209","3590","1163476.67956941","3697","1000198.77463764"
"627","Ndumo","291","2019-10-16","4733","4371","666100.159709619","4147","1150603.54689944","4142","1096015.02502146","4148","932523.094055861"
"628","Ndumo","307","2019-11-01","5727","5433.5","869911.082879613","5481","1546160.70074559","5378","1476694.66011068","5391","1303137.37059537"
"629","Ndumo","333","2019-11-17","7613","7161","545627.593768905","6987","1576951.00138207","6916","1471057.2582016","6771","1427762.73849757"
"630","Ndumo","349","2019-12-03","7756","7787.5","303435.177555959","7652","575472.220512821","7359","554457.098678942","7287","457015.178447309"
"631","Ndumo","360","2019-12-19","6200","6200","955158.086206897","6037","1264292.67292235","5924","1050031.231665","5933","939142.01040783"
"632","Ndumo","6","2020-01-01","5880","5558.5","613871.473684211","5372","1075025.98745226","5387","1009486.75613452","5387","930446.440029554"
"633","Ndumo","29","2020-01-17","5385","5295.5","1034716.79612825","5206","1666675.31507547","5322","1421512.76861639","5418","1193983.65197621"
"634","Ndumo","45","2020-02-02","7367","6692","752916.866606171","6438","904548.106673941","6359","752600.182942403","6365","655233.994570323"
"635","Ndumo","57","2020-02-18","6496","6487","1098101.06836056","6075","1393135.29216221","5960","1137399.80433763","6100","895735.102365706"
"636","Ndumo","79","2020-03-05","5400","5196","1131362.27858439","4760","1569537.67386798","4906","1175659.70519693","5031","943975.345998778"
"637","Ndumo","86","2020-03-21","5690","5086.5","1230921.71960073","4776","1493860.69448991","4960","1219698.41270265","5064","1045546.29390262"
"638","Phelandaba","114","2016-04-22","4799","4993","1070264.17900582","5743.5","987608.849712043","5674","952191.483683379","5627","1245414.49401555"
"639","Phelandaba","137","2016-05-08","4465","5359.5","1141443.93892121","6117","998207.010894685","6055","945819.875635818","5977","1195403.41114828"
"640","Phelandaba","151","2016-05-24","4633","5112.5","938998.450555262","5854","1016650.96130003","5789","963398.278360185","5777","1193458.00990711"
"641","Phelandaba","162","2016-06-09","4409","5201.5","1018943.42781597","5868.5","948692.624995415","5816","913101.202733025","5790","1121203.35916492"
"642","Phelandaba","185","2016-06-25","4005","5115","963115.447117927","5569","872192.95249624","5517","868808.850231961","5494","1095089.42577846"
"643","Phelandaba","201","2016-07-11","4670","4755","836640.155473295","5215","733014.008583691","5116","710775.998650803","5101","931425.721617835"
"644","Phelandaba","217","2016-07-27","3956","4409.5","876662.179799048","4845","892771.347951286","4801","757229.70721712","4792","876048.653251315"
"645","Phelandaba","226","2016-08-12","4515","4506.5","766504.694077208","4814.5","734915.971699497","4733","643269.242307054","4724","781179.083845946"
