"","Diptank","date","approx.date","ras.0","ras.med.1k","ras.var.1k","ras.med.2k","ras.var.2k","ras.med.3k","ras.var.3k","ras.med.4k","ras.var.4k"
"214","Masondo","248","2017-08-29","4638","4432","102892.435064935","4468","140984.388994626","4554","244642.916159939","4589","520550.66652568"
"215","Masondo","265","2017-09-14","4533","4270","111391.965909091","4200","143421.454470817","4266","244990.731150451","4354","408114.42511859"
"216","Masondo","281","2017-09-30","5607","5236.5","238418.66461039","5212","291578.571130019","5228","404464.883546087","5321","537360.122996409"
"217","Masondo","292","2017-10-16","5750","5535.5","240273.690584416","5462","303955.865334378","5412","404448.095390576","5437.5","492319.348165017"
"218","Masondo","306","2017-11-01","5964","5711","293008.331168831","5457.5","419363.291759964","5567.5","564458.876484245","5635","627528.2308976"
"219","Masondo","333","2017-11-17","6077","5940","134313.602272727","5761","236337.571801761","5678","368674.085892128","5699","432776.040982284"
"220","Masondo","337","2017-12-03","6953","6778","35324.0727272727","6692","165899.897895208","6668","199947.381544333","6665","238948.625364761"
"221","Masondo","365","2017-12-19","6712","6651","86701.5113636364","6517.5","151781.303011644","6537","192633.488873555","6580","245084.406829843"
"222","Masondo","5","2018-01-01","6862","6671","510696.907792208","6461","307497.975201523","6564","403769.250183284","6647.5","418230.181726926"
"223","Masondo","17","2018-01-17","6446","5765.5","1423332.42824675","5511","1710554.75218316","5440.5","2001850.58711043","5640","2190817.39016149"
"224","Masondo","46","2018-02-02","6788","6746","104609.755519481","6571","154136.869514107","6629.5","207883.104360733","6691.5","267313.12026272"
"225","Masondo","60","2018-02-18","7229","7253.5","114894.773701299","7040.5","177436.631568145","7065.5","247631.529321919","7094.5","324160.535014729"
"226","Masondo","78","2018-03-06","6909","6945","123737.706168831","6918","142931.683534856","6960","203558.056922402","6995","273665.249515957"
"227","Masondo","83","2018-03-22","7150","7158.5","115235.547727273","7009","143289.181799522","7089","185533.895287074","7117","272536.005204612"
"228","Masondo","103","2018-04-07","6820","6944","111986.191883117","6863","181561.043364681","6921","241040.769273619","6973.5","322864.527969602"
"229","Masondo","126","2018-04-23","6758","6882","142411.742532468","6753","259733.668831169","6817","324905.570032632","6856.5","443103.533100455"
"230","Masondo","142","2018-05-09","6470","6778.5","126289.610064935","6733","251176.758004926","6813.5","315643.833617245","6860","426813.431678522"
"231","Masondo","158","2018-05-25","6436","6892","180608.087987013","6786.5","307802.411330049","6837.5","374386.049677276","6901","479326.19426709"
"232","Masondo","165","2018-06-10","6179","6439.5","152595.482792208","6428","249059.902970593","6553.5","334971.927031223","6603.5","468601.180589426"
"233","Masondo","188","2018-06-26","5942","6011","153866.181818182","5965","287209.695458277","6024","447263.202978552","6054.5","720923.006655587"
"234","Masondo","199","2018-07-12","5454","5844.5","202041.916883117","5799","368716.768472906","5908","544829.139781352","5954","806915.50497181"
"235","Masondo","213","2018-07-28","5066","5259.5","147227.853246753","5161.5","258419.360482908","5191.5","400151.618908487","5208.5","645134.817870857"
"236","Masondo","238","2018-08-13","5137","5103.5","107120.722077922","5025.5","226000.633825944","5032.5","356069.018055316","5050","536387.802265089"
"237","Masondo","254","2018-08-29","5532","5372","386786.767532468","5119.5","339274.390132856","5182","502995.707776292","5214.5","671268.880832139"
"238","Masondo","261","2018-09-14","5151","5169","110434.144155844","5079.5","193283.831542021","5121","338406.713785147","5167","479030.282970224"
"239","Masondo","284","2018-09-30","5831","5675.5","151497.525974026","5582","244056.063871473","5676","374217.775961704","5702","474462.856547024"
"240","Masondo","300","2018-10-16","5892","5911","155239.77012987","5710","248191.911162114","5778","377667.251764562","5789","508121.957711953"
"241","Masondo","309","2018-11-01","5762","5763.5","240085.833441558","5620","241217.421835349","5655.5","324398.331719711","5669","414811.213245022"
"242","Masondo","330","2018-11-17","6027","5859","110463.26461039","5824","122462.083575907","5927","229242.58455523","5932","318431.445723828"
"243","Masondo","337","2018-12-03","5930","5949.5","90991.812987013","5910","109882.532840723","5938","219789.950373038","5934","308327.168423819"
"244","Masondo","364","2018-12-19","6243","6226","196649.308766234","6127","225042.759497686","6226","332687.778761285","6246","405362.190722053"
"245","Masondo","12","2019-01-01","6392","6377.5","101618.098701299","6369","117767.783978952","6393.5","235955.170601892","6430","312692.45025539"
"246","Masondo","22","2019-01-17","7175","6200","1616360.75844156","6595.5","1190654.82512315","6830","1238688.59870048","6809","1254253.90389562"
"247","Masondo","42","2019-02-02","6922","6799","115493.490584416","6685","261150.961169578","6740","278898.817304928","6760.5","524712.882510153"
"248","Masondo","56","2019-02-18","7060","7102","129268.591883117","7008","222930.354008061","7083","317994.343277414","7098","395957.434887034"
"249","Masondo","79","2019-03-06","7478","7277","79610.1788961039","7142","135567.846842812","7209","213694.033864499","7253","276878.468078535"
"250","Masondo","91","2019-03-22","7523","7358","15927.8792207792","7331","31756.31549485","7345","91258.6005980105","7365","138652.644961576"
"251","Masondo","97","2019-04-07","7479","7378.5","99917.3441558442","7208.5","191624.113878937","7287","277291.519748002","7342","340432.22819618"
"252","Masondo","120","2019-04-23","7373","7322","107653.749350649","7187","174510.489606658","7210","271003.778847536","7291","352127.949000337"
"253","Masondo","136","2019-05-09","7083","7045","138383.433766234","6910","285579.450664278","6964.5","388960.116407193","7032","510565.179418503"
"254","Masondo","147","2019-05-25","6637","6597","179572.161038961","6560.5","312287.632706374","6638","480113.854349951","6706","627584.200117092"
"255","Masondo","168","2019-06-10","5933","5991","217279.378896104","5973","388890.312210778","6084","643649.049278362","6139.5","881039.430871784"
"256","Masondo","186","2019-06-26","4853","5420","355224.137337662","5402","478171.900862069","5513","741556.653211431","5579.5","1011383.76810666"
"257","Masondo","202","2019-07-12","4879","5142","336856.062337662","5145","533718.686800269","5186.5","841629.465355644","5255.5","1195803.57613531"
"258","Masondo","209","2019-07-28","4465","4587","262504.656818182","4536.5","454127.960871026","4635.5","792828.568020097","4659.5","1132732.18816239"
"259","Masondo","236","2019-08-13","4418","4521","186212.363636364","4467","497655.655396328","4515","826694.072447674","4572","1233088.61040093"
"260","Masondo","255","2019-08-29","4469","4437","196566.253246753","4333.5","447763.786162114","4436.5","703126.921496751","4461","1001383.81917432"
"261","Masondo","271","2019-09-14","5232","5131","213781.958441558","4962.5","353043.324675325","5042","534645.806103013","5119","661864.997417286"
"262","Masondo","285","2019-09-30","6102","5667","148658.781493506","5413.5","219821.641364383","5519","327116.362931976","5616","428301.767760911"
"263","Masondo","291","2019-10-16","5939","5777","195965.818181818","5619.5","319902.286012838","5721","419404.78172618","5764","493656.318361815"
"264","Masondo","307","2019-11-01","6204","6013","130261.842857143","5912","198084.776757725","5991.5","283882.56537505","6024","332358.859506599"
"265","Masondo","333","2019-11-17","6984","6984","108269.272402597","6780","185580.773175101","6858","267323.205393594","6852.5","314340.716645999"
"266","Masondo","349","2019-12-03","7212","7035","90292.1701298701","6962","192211.401384535","7031","254826.030231154","7053.5","305063.770310202"
"267","Masondo","2","2019-12-19","6784","6684","124168.869805195","6553","222825.175623227","6655.5","339998.794775315","6724","420792.209524808"
"268","Masondo","4","2020-01-01","6575","6436.5","248546.233766234","6227.5","389273.652466786","6317","502844.719625093","6330","578459.962816299"
"269","Masondo","31","2020-01-17","7020","6820","94114.475","6672.5","151516.096432303","6702","256324.036653298","6729","380298.097955265"
"270","Masondo","45","2020-02-02","6801","6833.5","622865.9","6659","494841.903791611","6727","764456.504567736","6839","1095391.34966209"
"271","Masondo","63","2020-02-18","7000","7010.5","1638216.43636364","6996","2416923.44857441","6789","2610495.40210454","6794","2581965.87088227"
"272","Masondo","77","2020-03-05","6048","6956.5","146324.051948052","6908.5","199418.543961785","6982.5","318575.795580329","7069","389670.932195987"
"273","Masondo","82","2020-03-21","6868","6794","209064.246428571","6764.5","296060.502593671","6882","408760.034500604","6954","497438.100971312"
"274","Mbangwini","114","2016-04-22","6605","6514.5","311417.16920904","6535.5","298742.629250578","6380","732480.870309614","6218","851144.847890446"
"275","Mbangwini","137","2016-05-08","6782","6667","299295.744632768","6701","351909.775815267","6588.5","784008.556958175","6333","917553.887547701"
"276","Mbangwini","153","2016-05-24","6351","7021.5","307192.470056497","7122","278658.741590551","6891","711104.045554952","6670.5","875914.699698261"
"277","Mbangwini","162","2016-06-09","6367","6810.5","351003.520903955","6844","329464.753530685","6605","596080.097457903","6390","723110.391800716"
"278","Mbangwini","185","2016-06-25","6538","6144","386570.579378531","6252","435431.118667694","6017.5","790219.692399058","5793","871640.484174644"
"279","Mbangwini","201","2016-07-11","5662","5768.5","385127.44039548","5829.5","431865.443545725","5610.5","745767.952909651","5349.5","848863.113785775"
"280","Mbangwini","217","2016-07-27","4656","5779","434480.305084746","5909.5","457342.592586479","5545","804286.471714648","5328","894791.215706799"
"281","Mbangwini","226","2016-08-12","5568","5512","308040.253954802","5534.5","365780.285242654","5342.5","651530.125598407","5098","764197.954011009"
"282","Mbangwini","249","2016-08-28","4981","4939","214408.129661017","4997","227832.814276806","4906","515277.485703422","4727.5","587357.049018894"
"283","Mbangwini","265","2016-09-13","5283","4949.5","287843.925423729","4981.5","228895.535692014","4851.5","542921.953753395","4741.5","618214.467423137"
"284","Mbangwini","279","2016-09-29","4566","4941.5","231919.596327684","4941.5","204592.866292506","4831","545742.095064277","4679.5","606695.325016555"
"285","Mbangwini","290","2016-10-15","4482","4289","137882.590677966","4272","112363.72744947","4206.5","313934.385634619","4088","344845.748051555"
"286","Mbangwini","311","2016-10-31","5840","5935","406602.863276836","5813","275881.408037123","5665","615607.048216549","5511","760960.180971571"
"287","Mbangwini","333","2016-11-16","7298","7099","78142.5310734463","7087","71068.7508345255","7021","430187.252265073","6861","627762.418065186"
"288","Mbangwini","348","2016-12-02","7266","7133","127824.796327684","7050","98263.4057444701","7000","512928.599098316","6866.5","735054.396907064"
"289","Mbangwini","359","2016-12-18","6992","6694.5","450231.463276836","6644.5","435263.328637981","6383.5","875582.554340033","6049","1145167.2632079"
"290","Mbangwini","9","2017-01-01","7588","7631","156801.41779661","7498","149388.609973955","7427.5","693934.443135977","7284","924875.255789584"
"291","Mbangwini","20","2017-01-17","7934","7648.5","103216.477683616","7577","511858.91370456","7485.5","674516.094745609","7331","830852.537113184"
"292","Mbangwini","43","2017-02-02","7057","7317.5","309036.016666667","7388.5","230863.354389054","7188","564248.729491219","6921","732977.237738734"
"293","Mbangwini","59","2017-02-18","8015","8063","164463.30480226","8029","184677.527896996","7950.5","431012.200822017","7735.5","549474.67416197"
"294","Mbangwini","77","2017-03-06","7851","7946","112361.881073446","7937","94176.1307362166","7866.5","301922.107101213","7687.5","428174.142109623"
"295","Mbangwini","89","2017-03-22","7714","7865","188752.891525424","7874","132889.217270093","7790","477145.144044903","7579","616065.941610366"
"296","Mbangwini","107","2017-04-07","7202","7228","291110.473446328","7315.5","251532.035820403","7189.5","592586.179728408","7009","719779.842781822"
"297","Mbangwini","123","2017-04-23","7392","7314.5","240507.325141243","7328","258303.458218701","7252","524655.749121854","7035","645185.098953699"
"298","Mbangwini","139","2017-05-09","6825","7149.5","210633.878813559","7266","227756.249238839","7170","496666.234282093","6968.5","597823.41356186"
"299","Mbangwini","150","2017-05-25","7070","7033","101414.400847458","7021","126797.284619053","6967.5","387338.212942242","6898","528070.24977984"
"300","Mbangwini","162","2017-06-10","6490","6421.5","214285.741242938","6448","207243.587249184","6331.5","619041.051718269","6228","739493.924811072"
"301","Mbangwini","187","2017-06-26","6078","6078","249363.75819209","6113","262810.02525586","6011.5","699687.847763896","5862","829972.039764207"
"302","Mbangwini","203","2017-07-12","5300","5514.5","171191.413559322","5603","205637.51006933","5567","630898.708180337","5448","736938.428269917"
"303","Mbangwini","210","2017-07-28","5133","5461","190997.542090395","5561","245516.810700268","5467.5","683467.625395618","5308","817103.042377683"
"304","Mbangwini","235","2017-08-13","5003","5090.5","225177.41779661","5194.5","280479.000421848","5082.5","715945.563718993","4869","835052.977515229"
"305","Mbangwini","248","2017-08-29","5345","5447.5","91556.4474576271","5539","127305.722167199","5472","354306.506217635","5322.5","425707.346387441"
"306","Mbangwini","263","2017-09-14","5351","5669","336334.111581921","5568","262525.637155644","5489.5","348909.826427666","5362.5","438745.633626349"
"307","Mbangwini","281","2017-09-30","5694","5951.5","334920.876836158","5945","314968.801089468","5896.5","585899.241502806","5767.5","692515.245507483"
"308","Mbangwini","290","2017-10-16","5904","5833.5","370640.796327684","5848","314447.759363193","5822","580265.891207677","5611","703892.515605764"
"309","Mbangwini","313","2017-11-01","5667","5580.5","338727.438135593","5512","289373.968306372","5448.5","715100.541169654","5286.5","847654.938302845"
"310","Mbangwini","324","2017-11-17","5407","5520","225992.400847458","5552","248999.575584168","5486","561283.519507514","5325","674299.569278171"
"311","Mbangwini","351","2017-12-03","7099","6845","54177.8471751412","6787","79462.111514618","6712","348062.743132356","6561.5","475508.574232057"
"312","Mbangwini","359","2017-12-19","7837","7622","37691.0268361582","7601","70777.4562928726","7539","412200.487434365","7378","565524.380560606"
"313","Mbangwini","5","2018-01-01","7811","7617.5","132041.90819209","7572","161703.876233447","7509","646770.503682781","7357","774107.531887369"
"314","Mbangwini","19","2018-01-17","7095","7290","281672.785310734","7338.5","201498.419940574","7152.5","686604.014151729","6912","914700.602577523"
"315","Mbangwini","46","2018-02-02","7718","7809","115141.813276836","7723.5","84953.5009720847","7672.5","344712.201749049","7514","440017.456647241"
"316","Mbangwini","60","2018-02-18","8360","8117","117170.592937853","8062.5","263368.465206706","7963.5","410802.196892993","7775.5","502170.124500231"
"317","Mbangwini","78","2018-03-06","7914","8051.5","134494.579378531","8009","92011.8095447709","7936.5","353338.915766793","7803","458963.092749395"
"318","Mbangwini","87","2018-03-22","8056","8156","287941.223446328","8160","384749.450148564","8083.5","425123.628969763","7940.5","466580.449009337"
"319","Mbangwini","103","2018-04-07","8182","8274","89652.4234463277","8179.5","105803.778016214","8079.5","256645.920840123","7928","333402.859765436"
"320","Mbangwini","126","2018-04-23","8068","8006.5","154157.994067797","7982.5","132951.318238509","7902","355434.227908745","7691","453707.006514917"
"321","Mbangwini","142","2018-05-09","7895","8023.5","158637.524293785","8014.5","117985.971607791","7951.5","317207.982882491","7761","419403.204908147"
"322","Mbangwini","158","2018-05-25","7978","8033","98725.4607344633","8027","86674.5703569201","7949.5","287243.137135615","7808","375680.316936055"
"323","Mbangwini","165","2018-06-10","7720","7962","94808.0844632768","7926.5","81197.4613550493","7861","294074.670621039","7685","378247.714446141"
"324","Mbangwini","192","2018-06-26","7162","7316.5","132016.525141243","7407","120265.727963024","7308","352831.422013398","7094.5","497116.181099003"
"325","Mbangwini","199","2018-07-12","6774","7254","191283.325141243","7366.5","144739.167308609","7259.5","455358.566720985","7102.5","618584.449214137"
"326","Mbangwini","211","2018-07-28","6286","6605","208128.277966102","6778","181640.218480613","6638","456928.907524896","6353","579323.582453641"
"327","Mbangwini","238","2018-08-13","5922","6199.5","130820.423446328","6329","110638.722277246","6267","393522.223718993","6095","553063.389724271"
"328","Mbangwini","254","2018-08-29","5757","6226","228599.86440678","6366.5","189505.263288214","6298.5","636977.285272497","6083.5","848798.243616496"
"329","Mbangwini","261","2018-09-14","6435","6152","166597.981920904","6142","127501.422251568","6092","470350.004218722","5845","660719.438398418"
"330","Mbangwini","284","2018-09-30","5861","6495","248009.423728814","6524.5","161154.190968783","6497","540385.540832881","6306.5","724098.88149586"
"331","Mbangwini","300","2018-10-16","6538","6601.5","427842.796327684","6694","236053.409871245","6578.5","726971.744196994","6310","914593.786472046"
"332","Mbangwini","309","2018-11-01","6307","6771","281946.659887006","6713","177752.357873886","6604.5","513857.515918885","6414","706836.424683641"
"333","Mbangwini","329","2018-11-17","6336","6810.5","198630.029378531","6681.5","211325.404130443","6513","568365.44548977","6224","700572.451653533"
"334","Mbangwini","352","2018-12-03","7032","6742","284188.541242938","6773.5","179085.339055794","6701.5","590727.478891907","6513","778579.65473896"
"335","Mbangwini","364","2018-12-19","6393","6818","387950.999717514","6830.5","814988.051208686","6871","775905.546811515","6823","776871.970736347"
"336","Mbangwini","12","2019-01-01","7530","7562","93718.8234463277","7523","65269.4189501486","7485.5","371677.94940793","7307","518630.944055451"
"337","Mbangwini","22","2019-01-17","7765","7831","233097.698022599","7909.5","129232.159440226","7832.5","489895.507459714","7627.5","643791.619828514"
"338","Mbangwini","42","2019-02-02","7134","7133.5","154171.677683616","7211","135996.813836616","7133","569157.447101213","6916","797004.147985109"
"339","Mbangwini","55","2019-02-18","8381","8143.5","39621.9805084746","8071","116548.805197902","8000","215206.165113163","7851","329845.998030506"
"340","Mbangwini","79","2019-03-06","8044","8062","154267.261016949","8111.5","122079.037452771","8053","435543.196625023","7940","551110.604942963"
"341","Mbangwini","84","2019-03-22","8314","8149","90408.5073446328","8123","60059.7675066945","8025","213280.637135615","7894","281531.971701183"
"342","Mbangwini","97","2019-04-07","8418","8339","469735.141242938","8270.5","275980.855214409","8232","414509.926228499","8119.5","511276.586521198"
"343","Mbangwini","117","2019-04-23","8489","8403.5","54347.8937853107","8250.5","44038.9427570522","8193.5","217143.598421148","8100","433434.542688297"
"344","Mbangwini","136","2019-05-09","7949","8025","164588.537853107","8025","125308.439749092","7957.5","382827.083878327","7812.5","500902.607773755"
"345","Mbangwini","145","2019-05-25","7687","7706.5","205160.786440678","7696.5","139699.644198672","7661","375042.649751946","7540.5","465029.072379754"
"346","Mbangwini","168","2019-06-10","7234","7465.5","198105.745480226","7523","217082.471809545","7334","473971.070896252","7179","590389.280848009"
"347","Mbangwini","177","2019-06-26","7453","7050","270596.556779661","7150.5","297310.256336892","6981","453722.977776571","6817","547404.292003923"
"348","Mbangwini","202","2019-07-12","6315","6939.5","234180.470056497","6973","261742.934962034","6862","477783.321922868","6624","594977.875136818"
"349","Mbangwini","209","2019-07-28","5865","6224","162131.303954802","6322","177102.259363193","6220","490524.046717364","6017.5","622023.59031455"
"350","Mbangwini","234","2019-08-13","5935","6120.5","222455.912711864","6234","258151.699882616","6098","803260.47088901","5917","964206.821448483"
"351","Mbangwini","255","2019-08-29","5553","6051.5","274176.598870057","6073.5","270979.480283188","5930","802573.193543364","5679","982286.822582847"
"352","Mbangwini","271","2019-09-14","5397","5930","269275.643785311","5955","311760.555610579","5775","857388.764671374","5591","1028247.86693571"
"353","Mbangwini","285","2019-09-30","6414","6224","175843.072033898","6094","239222.078738858","5927","650905.398301648","5714.5","786398.937570116"
"354","Mbangwini","291","2019-10-16","6154","6160","141224.101694915","6042","221637.16791387","5937","626300.96305631","5792.5","745611.06850562"
"355","Mbangwini","307","2019-11-01","7364","7010.5","135880.491525424","6823.5","166417.703459154","6764.5","421273.248035488","6503","492085.646433179"
"356","Mbangwini","321","2019-11-17","7649","7705","164123.671186441","7504","163724.400884047","7413","434754.129813507","7322.5","540470.516115489"
"357","Mbangwini","349","2019-12-03","8268","7979","127374.802259887","7842.5","148600.607552914","7796","332118.099264892","7736.5","365151.635856394"
"358","Mbangwini","360","2019-12-19","7349","7739","203831.637288136","7741","132411.186530208","7681.5","460788.284863299","7474.5","556570.529482106"
"359","Mbangwini","7","2020-01-01","7474","7515","128664.473446328","7485","156265.597813727","7278","522359.415143944","7034","650909.262646972"
"360","Mbangwini","29","2020-01-17","7081","7099.5","187922.717514124","7114","179419.694160156","7028.5","419579.158370451","6910","520641.650685056"
"361","Mbangwini","45","2020-02-02","7785","7715.5","240894.813559322","7680","167933.476321485","7622.5","444660.246692015","7491","504232.333423597"
"362","Mbangwini","57","2020-02-18","8058","8053","212101.185310734","7970","140970.377388944","7932","426784.513083469","7747","489381.451276928"
"363","Mbangwini","79","2020-03-05","7226","7199","143521.799717514","7194","190378.322530355","7119","463200.735908021","7011","534835.74188366"
"364","Mbangwini","91","2020-03-21","6756","7007","245457.063276836","6928","197588.003833315","6871","601382.809520188","6814.5","682834.533217432"
"365","Mpala","114","2016-04-22","5313","3684","886327.491538868","4063.5","698960.586864018","4145","990584.272645941","4181","1234472.20262509"
"366","Mpala","137","2016-05-08","4193","4262","760677.015335801","4535.5","595828.763214849","4716","829898.770160388","4793","987791.607689873"
"367","Mpala","153","2016-05-24","5197","4802","784860.540719196","5051.5","648169.779391805","5076","821187.421375026","5089","911430.219693852"
"368","Mpala","176","2016-06-09","4261","4217.5","715692.83342147","4500","608216.888393676","4619","902088.527297783","4714","1066211.0238723"
"369","Mpala","185","2016-06-25","3688","3680","651131.336858805","3969.5","592302.647665163","4162","848840.177350813","4213","1049514.50450856"
"370","Mpala","201","2016-07-11","3723","3442","811197.233474352","3640.5","550593.278309673","3727","834375.180886141","3821","1052434.09710358"
"371","Mpala","217","2016-07-27","3857","3539","700213.258593337","3579","600942.964014526","3607","796745.796624844","3667","992149.823695932"
"372","Mpala","226","2016-08-12","3871","3168","776024.261237441","3189","626311.926800191","3201","788812.656084732","3232","1016830.46840392"
"373","Mpala","249","2016-08-28","3070","2790.5","651269.819407721","2873","593308.573273174","2931","741439.203577175","3000","880450.886119339"
"374","Mpala","265","2016-09-13","3105","2812","698103.792702274","2872.5","723949.184714427","2902","797149.056976501","2963","841554.608702829"
"375","Mpala","279","2016-09-29","2953","2688.5","913013.888154416","2780","892822.10793808","2832","952772.720290618","2883","944617.07973636"
"376","Mpala","290","2016-10-15","2730","2554.5","399424.417768377","2631.5","520022.849125124","2642","550901.765982929","2707","591289.071953784"
"377","Mpala","311","2016-10-31","4418","4235","555269.4132734","4610.5","713921.880800411","4798","764568.795232358","4912","905471.258762747"
"378","Mpala","334","2016-11-16","5380","5450","766744.069011105","5996.5","722414.973790397","6065","587259.995649382","6069","635793.626807154"
"379","Mpala","343","2016-12-02","5671","4845","663752.804865151","5167","728912.302410036","5401","841579.866371815","5477","956709.194718159"
"380","Mpala","2","2016-12-18","5912","4473","1123509.96536224","5153.5","1153567.49834929","5298","1070944.18543878","5321","1026602.37107423"
"381","Mpala","2","2017-01-01","5912","5093.5","1050077.8265468","5435.5","1010112.99851436","5616","949430.249247841","5740","1019487.02716214"
"382","Mpala","20","2017-01-17","5896","5913.5","708362.581702803","6125","668649.411833755","6191","632124.983333454","6232","628356.660589685"
"383","Mpala","43","2017-02-02","4554","4288.5","815078.093072448","4544","845875.069311471","4611","1003929.42732015","4688","1150847.57578176"
"384","Mpala","50","2017-02-18","5823","5325.5","698827.136964569","5922","996186.755529878","6136","1111388.12725016","6252","1196493.84243562"
"385","Mpala","66","2017-03-06","5802","5489","880029.70280275","5542","1382850.5382231","5521","1643850.09616814","5662","1893419.89241188"
"386","Mpala","82","2017-03-22","4637","4342.5","821506.314383924","4632","1102894.31313965","4827","1110308.07995613","4862","1341143.27717684"
"387","Mpala","107","2017-04-07","5062","4118","682469.432046536","4253","1087362.72601885","4409","1359633.82802433","4484","1687311.29037918"
"388","Mpala","123","2017-04-23","4391","4094.5","746515.421470122","4201","1134708.5056491","4357","1481497.31522861","4455","1748908.45385398"
"389","Mpala","130","2017-05-09","5242","3991","709416.770227393","4116","1132121.48969223","4229","1470964.92585191","4370","1789197.0215321"
"390","Mpala","155","2017-05-25","4312","3790.5","631234.593336859","3839","851730.122079161","3911","1062039.76635811","4035","1319948.13956407"
"391","Mpala","162","2017-06-10","4027","3410","520843.358276044","3410","986627.039653718","3543","1224535.457255","3683","1420738.81706198"
"392","Mpala","178","2017-06-26","3539","3188","379348.213907985","3260.5","699070.929184549","3338","1016559.91227336","3461","1301253.64792321"
"393","Mpala","203","2017-07-12","3408","2998.5","105325.929402433","3005","345555.680422582","3085","817853.237206081","3239","1131556.92336582"
"394","Mpala","210","2017-07-28","3109","2876","81813.5441565309","2872.5","328002.99563479","2984","766308.868644526","3093","1129842.56930608"
"395","Mpala","235","2017-08-13","3207","2811.5","70594.0193019566","2811.5","295719.35477422","2855","717508.06278454","2944","997192.285447803"
"396","Mpala","248","2017-08-29","2848","2916.5","64850.7435219461","2919","345713.297622978","3004","762899.821401","3140","1034839.62530355"
"397","Mpala","265","2017-09-14","2826","2695","37177.4598096245","2693","206698.047632148","2793","516069.661344435","2914","758882.210665431"
"398","Mpala","281","2017-09-30","3028","2714","55802.7720782655","2758","324160.146894831","2864","849764.521511389","2984","1257186.68738779"
"399","Mpala","290","2017-10-16","2932","2590","56767.5441565309","2643.5","283540.214298815","2746","752557.150013348","2873","1079841.37662062"
"400","Mpala","306","2017-11-01","2757","2630.5","39348.6422527763","2671","321999.382634533","2738","729518.093982006","2796","928034.723309291"
"401","Mpala","333","2017-11-17","3961","3672.5","171964.86964569","3892","472909.933971608","4050","718110.623321621","4102","909132.203803107"
"402","Mpala","351","2017-12-03","5555","5230","413333.003966155","5756","768047.813799934","5994","891545.262018312","6051","1005673.24047754"
"403","Mpala","365","2017-12-19","6634","6081.5","324443.396351137","6239.5","384401.531785334","6412","492983.619411115","6432","632174.445427002"
"404","Mpala","5","2018-01-01","5763","5430","560684.626123744","5604","660832.950900554","5816","841288.706351325","5925","1021984.80575214"
"405","Mpala","19","2018-01-17","4954","4584","382716.388418826","4797","671889.765305748","4966","834353.745239933","5035","1128874.13054469"
"406","Mpala","46","2018-02-02","6516","6471.5","544871.591750397","6518","521083.081710135","6577","518980.410797902","6538","582122.759402627"
"407","Mpala","60","2018-02-18","7290","7263.5","581112.555526177","7341.5","793431.750779502","7456","730666.65810492","7422","668653.263174079"
"408","Mpala","78","2018-03-06","7269","7019.5","365208.494976203","7204.5","376731.076849712","7339","406791.40874164","7331","478000.890087503"
"409","Mpala","94","2018-03-22","7220","7349","224129.175304072","7631","272552.008088478","7772","281025.916963081","7749","376640.639597983"
"410","Mpala","103","2018-04-07","7202","7075.5","159660.320465362","7317.5","251586.73225487","7480","281405.527521446","7495","420369.190582676"
"411","Mpala","117","2018-04-23","6427","6140.5","243815.165520888","6434.5","334825.897967793","6622","434325.475681994","6637","557683.184624777"
"412","Mpala","142","2018-05-09","6406","5934","213589.744050767","6276.5","328656.114981109","6491","425853.692859359","6553","578943.031137088"
"413","Mpala","151","2018-05-25","6730","6477.5","129916.014013749","6712","269033.516672169","6896","322985.651553741","6952","396709.098641102"
"414","Mpala","165","2018-06-10","6388","6374.5","170497.200687467","6514","268735.673159459","6725","335116.126088556","6769","416044.746738418"
"415","Mpala","192","2018-06-26","5059","4970.5","154961.65203596","5119","250322.528318844","5236","413299.575977085","5410","556180.105408461"
"416","Mpala","206","2018-07-12","4968","4416","323196.91274458","4638","329705.118686035","4810","503360.078361628","4942","635174.844884347"
"417","Mpala","211","2018-07-28","4384","4223","215067.815970386","4306","258779.733410366","4434","428826.796653704","4548","573538.757200353"
"418","Mpala","238","2018-08-13","4714","4036","368863.57271285","4057.5","357455.491948204","4130","479998.770485061","4248","572130.188192733"
"419","Mpala","254","2018-08-29","3999","4066.5","452115.244050767","4053.5","490602.372932027","4245","596474.82866646","4305","693892.125389468"
"420","Mpala","261","2018-09-14","5583","4983.5","202886.64516129","5156.5","316991.712428011","5397","457657.004184674","5431","513863.036305877"
"421","Mpala","279","2018-09-30","6044","5773","244125.655473295","5964.5","309689.745662301","6012","432725.712318093","6005","574524.366323739"
"422","Mpala","300","2018-10-16","4900","4652.5","419574.83342147","4842.5","548327.27104655","4900","724371.959704475","4974","854327.684486852"
"423","Mpala","309","2018-11-01","5743","5313","207692.261237441","5494","304161.943967573","5552","430526.560298988","5590","529871.440619983"
"424","Mpala","334","2018-11-17","4520","4055","463200.093336859","4327.5","516328.86726459","4477","727328.731250135","4548","956034.565408009"
"425","Mpala","339","2018-12-03","5142","4106.5","451390.974087784","4192","515375.718810755","4394","643523.248252177","4477","850841.473452868"
"426","Mpala","353","2018-12-19","4501","4577","339066.608143839","4784.5","547161.735592972","5097","725629.325827375","5295","997231.492074977"
"427","Mpala","13","2019-01-01","5442","5740","336714.030671602","5945","378827.675672206","5997","450646.112849114","6064","567046.38807968"
