"","Diptank","date","approx.date","ras.0","ras.med.1k","ras.var.1k","ras.med.2k","ras.var.2k","ras.med.3k","ras.var.3k","ras.med.4k","ras.var.4k"
"56","Hlanjwana","261","2018-09-14","2543","2838","62656.8901227352","2940","107622.38212793","2942","110623.943059574","2894","134526.994423138"
"57","Hlanjwana","279","2018-09-30","2932","3413","213690.043249562","3556.5","273904.147615316","3595","250058.553690089","3521","292535.636765965"
"58","Hlanjwana","300","2018-10-16","2294","2858","126288.974868498","3108.5","203926.301164353","3132","231683.58721077","3075","273172.721556526"
"59","Hlanjwana","309","2018-11-01","3019","3295","150909.587960257","3540","217525.666648007","3514","233215.110937151","3403","253707.159303891"
"60","Hlanjwana","329","2018-11-17","3360","3587","290164.119228521","3792","508265.161367368","3552","510388.694648668","3411","521767.415814583"
"61","Hlanjwana","352","2018-12-03","3526","3810","403948.931034483","3770","638215.715461263","3978","542292.528610905","4034","489894.3827417"
"62","Hlanjwana","353","2018-12-19","2707","2989","109366.839859731","3376","182478.506922675","3371","216840.351866148","3294","260909.67096739"
"63","Hlanjwana","12","2019-01-01","4336","4720","266955.133255406","5149.5","391834.480500821","5103","474632.491410596","4907","497957.073934299"
"64","Hlanjwana","22","2019-01-17","3516","3696","207548.355932203","4075","264461.181202418","3999","313958.031017092","3880","331274.385682269"
"65","Hlanjwana","42","2019-02-02","3177","3830","197548.020455874","4255","300125.483337065","4323","399534.655327162","4248","481325.443326498"
"66","Hlanjwana","49","2019-02-18","3544","4748","484334.890122735","4977.5","505434.378694581","5035","485498.966695767","5073","492930.619088492"
"67","Hlanjwana","79","2019-03-06","3906","4337","250419.779661017","4462","292387.904090163","4461","409543.535169299","4394","429332.363000152"
"68","Hlanjwana","84","2019-03-22","4094","4351","184140.810052601","4451","217274.57484326","4393","335130.041796235","4321","339229.142680028"
"69","Hlanjwana","97","2019-04-07","3995","4887","353896.486849795","5030","350950.371324078","4943","432299.196585883","4833","424515.618175667"
"70","Hlanjwana","120","2019-04-23","3766","4314","277083.443600234","4735","337150.214658904","4689","470089.517860622","4534","486170.527354101"
"71","Hlanjwana","136","2019-05-09","3158","3839","226973.243132671","4254","260957.815718764","4252","276310.247011205","4191","262908.56508648"
"72","Hlanjwana","145","2019-05-25","3096","3709","197397.752776154","4172","240453.651813704","4216","237269.45376296","4138","219448.668878338"
"73","Hlanjwana","168","2019-06-10","2558","3173","141849.622443016","3645","222494.018640842","3768","205670.212184616","3726","186257.709285612"
"74","Hlanjwana","186","2019-06-26","2962","3136","109004.310929281","3450","200174.186595014","3695","202923.033982439","3636","193691.35643099"
"75","Hlanjwana","202","2019-07-12","2592","3005","123562.530099357","3314.5","211944.045977011","3573","204789.460076046","3520","187692.952385494"
"76","Hlanjwana","223","2019-07-28","2232","2692","83599.5435417884","2972.5","171815.304672339","3214","170931.597391072","3165","164922.648598632"
"77","Hlanjwana","234","2019-08-13","2168","2728","105202.965517241","3041","233392.794129721","3293","243022.22206189","3226","266833.508902316"
"78","Hlanjwana","255","2019-08-29","2064","2421","73517.36528346","2735","185106.31848037","2897","194066.595515184","2808","214247.91002768"
"79","Hlanjwana","271","2019-09-14","2076","2411","73514.7825832846","2685.5","189239.719286461","2831","209350.365617853","2749","246209.672025541"
"80","Hlanjwana","285","2019-09-30","2405","2475","85785.1303331385","2700","135995.934542469","2828","147531.186463301","2768","182446.68527513"
"81","Hlanjwana","291","2019-10-16","3271","3362","205463.899473992","3663.5","379521.81698761","3703","333144.856155439","3535","377761.890388314"
"82","Hlanjwana","307","2019-11-01","3762","4172","217914.920514319","4365.5","319880.973858038","4396","274833.198512276","4313","261880.665395069"
"83","Hlanjwana","333","2019-11-17","3818","4287","201471.137931034","4605.5","353919.843689357","4625","359560.776891942","4567","364502.196961337"
"84","Hlanjwana","349","2019-12-03","4691","4285","210568.867329047","4452","240224.818629646","4333","287417.52527038","4266","356278.604449228"
"85","Hlanjwana","360","2019-12-19","3841","3986","190527.839859731","4432.5","274708.10143305","4467","299855.900022366","4388","335456.160257589"
"86","Hlanjwana","6","2020-01-01","3563","4209","299972.179427236","4777","630732.562098821","5055","591019.854791812","4944","648462.703515739"
"87","Hlanjwana","29","2020-01-17","3518","3913","205238.924605494","4304.5","427280.457381699","4671","414156.506619721","4682","400492.679260021"
"88","Hlanjwana","45","2020-02-02","4354","4323","366892.365867914","4736","528068.02505971","4928","462122.725283367","4845","407624.430617338"
"89","Hlanjwana","57","2020-02-18","3199","3442","130236.037405026","3959.5","291793.540211226","4009","370709.69188534","3965","402550.740637297"
"90","Hlanjwana","68","2020-03-05","3182","3743","372036.049094097","4203","523436.235091058","4511","527189.763832873","4471","503014.851436564"
"91","Hlanjwana","91","2020-03-21","2645","3283","141803.118644068","3562","282057.993058665","3601","385912.644764468","3567","358187.521416196"
"92","Madlakude","114","2016-04-22","3486","2411","181227.965517241","2411","206221.289406111","2441","343327.032013948","2592","364991.045418581"
"93","Madlakude","137","2016-05-08","3380","2415","314144.219170076","2451","218896.262059352","2466","336410.361303415","2522","343603.795049428"
"94","Madlakude","153","2016-05-24","3358","2451","323191.104032729","2452","239286.822585378","2487","349720.066306235","2553","333828.127846855"
"95","Madlakude","162","2016-06-09","3250","2467","272344.245470485","2455.5","213577.508895492","2514","338052.143821015","2553","334397.695396271"
"96","Madlakude","185","2016-06-25","2530","2087","229800.923436587","2143.5","173154.440336011","2195","260987.759895387","2230","253621.297719756"
"97","Madlakude","201","2016-07-11","2599","1954","189002.381063705","1964","139330.920362423","1997","209876.389778979","2048","211198.953675209"
"98","Madlakude","217","2016-07-27","2493","1941","170474.870835769","1950.5","156519.354609149","1987","229295.573547834","2059","231962.158648782"
"99","Madlakude","240","2016-08-12","2215","1889","142738.629456458","1956.5","156230.128095081","2019","223720.904068042","2060","227575.159152487"
"100","Madlakude","249","2016-08-28","2194","1773","104985.550555231","1816.5","98053.3735556289","1861","151650.479000462","1882","171081.168543487"
"101","Madlakude","265","2016-09-13","2190","1793","119071.813559322","1813.5","93899.0013572503","1840","146818.497805909","1870","163838.736005502"
"102","Madlakude","279","2016-09-29","2105","1697","113936.143191116","1675","91525.3382671215","1712","133457.616697069","1735","147720.380023828"
"103","Madlakude","290","2016-10-15","2179","1741","71707.6072472238","1760","67462.6049668024","1821","101729.130334132","1850","108445.464197821"
"104","Madlakude","313","2016-10-31","3640","2711","367802.637638808","2587","283192.299695536","2555","300188.4890735","2550","267829.095814416"
"105","Madlakude","334","2016-11-16","3623","3611","409018.497369959","3468","321068.296559187","3338","420446.32213944","3446","470842.030728326"
"106","Madlakude","339","2016-12-02","3627","3517","205521.026300409","3271","184197.717765306","3273","286135.81952045","3360","279168.969221074"
"107","Madlakude","354","2016-12-18","4668","3457","439783.058445354","3449","419087.292340707","3378","548220.228969327","3353","586320.537552498"
"108","Madlakude","9","2017-01-01","4551","3730","426555.779076563","3655.5","357936.931587249","3542","519824.443763141","3584","537441.899827038"
"109","Madlakude","20","2017-01-17","5937","4684","718712.763880771","4620.5","624557.90574447","4414","863526.591591394","4389","941392.797015948"
"110","Madlakude","43","2017-02-02","4844","3858","378391.696668615","3772.5","365714.244396757","3705","486828.211196824","3719","464723.157634471"
"111","Madlakude","59","2017-02-18","5397","4800","666161.511396844","4670","547594.542900114","4513","707652.0486949","4484","551301.201026731"
"112","Madlakude","71","2017-03-06","4628","4709","543815.568088837","4645","537547.333113239","4552","639480.716834062","4542","522628.301188193"
"113","Madlakude","91","2017-03-22","4249","3807","407415.447106955","3787.5","416114.559920766","3733","459292.54027384","3726","402216.172559329"
"114","Madlakude","107","2017-04-07","3763","3291","310837.049094097","3204.5","276679.846025458","3150","318893.991458063","3154","289382.10847835"
"115","Madlakude","125","2017-04-23","3349","3270","176414.974284044","3306","173906.845750339","3152","258451.521944573","3079","257227.025567071"
"116","Madlakude","139","2017-05-09","3764","3033","242481.704850964","3108","197503.963684384","3064","249932.539511952","2996","230132.141295098"
"117","Madlakude","150","2017-05-25","3714","3239","188958.5949737","3239","242589.580811416","3239","307626.736152319","3222","345986.72454908"
"118","Madlakude","171","2017-06-10","2303","2499","163122.922852133","2558","146052.479072668","2593","187298.899386827","2600","189083.439516259"
"119","Madlakude","187","2017-06-26","2928","2321","141989.86440678","2337","125287.395491728","2390","154921.611957246","2401","163341.821157004"
"120","Madlakude","203","2017-07-12","2525","2177","119077.589129164","2242.5","106148.330948975","2270","134414.346138913","2270","149831.625353629"
"121","Madlakude","210","2017-07-28","2389","2105","118292.026884863","2146","93672.5619933238","2150","111927.168633656","2148","131202.986043452"
"122","Madlakude","235","2017-08-13","2511","1949","116273.728229106","2001","95836.8571952606","2054","120071.149542501","2070","132401.160081697"
"123","Madlakude","248","2017-08-29","2755","2619","82812.5336060783","2587","99472.669692968","2559","133461.977897922","2553","141386.618228153"
"124","Madlakude","265","2017-09-14","2502","2336","95579.5300993571","2390","83451.0677708081","2408","111326.475103111","2348","133770.683804148"
"125","Madlakude","281","2017-09-30","3195","2682","202060.174167154","2765","191704.783023367","2782","227955.251796664","2682","279554.204318066"
"126","Madlakude","290","2017-10-16","3018","2621","192824.004091175","2695.5","220705.796063974","2785","291454.206947833","2717","337850.593456891"
"127","Madlakude","313","2017-11-01","3114","2376","162643.538281707","2392","144366.221561938","2432","210997.551504363","2375","241125.535514676"
"128","Madlakude","333","2017-11-17","3518","2895","174834.288720047","2901","237181.077088148","2950","275606.052072116","2941","327058.002645028"
"129","Madlakude","351","2017-12-03","4187","4045","193641.647574518","4086.5","176500.2303107","4048","241653.405712695","4006","272281.029796816"
"130","Madlakude","365","2017-12-19","5565","4782","485069.414377557","4554","487489.160210557","4565","549423.525028754","4578","624851.090073555"
"131","Madlakude","5","2018-01-01","4713","4453","279926.011104617","4144.5","398987.131158065","4132","535950.298345091","4076","538474.054982083"
"132","Madlakude","19","2018-01-17","3479","3418","603092.176504968","3296","569878.973130113","3313","466080.924763558","3296","386143.129440772"
"133","Madlakude","46","2018-02-02","5338","4578","325429.802454705","4487","374606.09847401","4452","430270.844948463","4450","537017.746735115"
"134","Madlakude","55","2018-02-18","5765","5025","451019.635300994","4854.5","513720.681504714","4652","583283.859101998","4563","741141.36413066"
"135","Madlakude","78","2018-03-06","5463","5026","474871.026884863","4880.5","549175.508895492","4685","663832.135073954","4553","587179.426744223"
"136","Madlakude","87","2018-03-22","5065","4993","352365.021040327","4764","390843.637595833","4620","413304.953781236","4496","399443.415529305"
"137","Madlakude","103","2018-04-07","4996","5246","365268.837521917","5029","445046.918766736","4738","443410.108532413","4552","382546.089820552"
"138","Madlakude","117","2018-04-23","4533","4533","234490.994155465","4217.5","275085.849546972","4022","303456.384145403","3889","304570.007095575"
"139","Madlakude","142","2018-05-09","4336","4110","128989.681472823","3934","175928.013517479","3827","218257.759492465","3785","257891.253103883"
"140","Madlakude","158","2018-05-25","4214","4107","78281.8649912332","4002.5","124480.119162907","3916","136671.080174062","3879","161145.634608927"
"141","Madlakude","165","2018-06-10","4000","3832","85256.2431326709","3785","110588.952954771","3722","117474.980066372","3722","136201.817527566"
"142","Madlakude","192","2018-06-26","3820","3646","106858.309175921","3509","124422.280620667","3538","161624.871592566","3538","195812.775646422"
"143","Madlakude","199","2018-07-12","3777","3295","92704.0976037405","3271.5","142698.028318844","3318","180425.518149784","3326","231506.534571666"
"144","Madlakude","211","2018-07-28","2952","2952","85216.3921683226","2940.5","153761.358369099","2985","214105.834626345","2962","262624.489755691"
"145","Madlakude","238","2018-08-13","2893","2785","77132.7387492694","2752","117686.328252815","2782","150493.729339282","2778","197087.483800928"
"146","Madlakude","254","2018-08-29","3012","2830","75078.5330216248","2788","111189.76774513","2814","187592.130590536","2830","212897.46604474"
"147","Madlakude","261","2018-09-14","3266","3075","81112.9590882525","2968","98687.0538131396","2957","173191.148040702","2951","145608.263900197"
"148","Madlakude","284","2018-09-30","3622","4065","375188.430157802","3837","279499.659825392","3808","394443.96597877","3756","336927.158538381"
"149","Madlakude","300","2018-10-16","3611","3125","379574.038573933","3007.5","237923.569366494","3096","395666.067368483","3064","346050.247252621"
"150","Madlakude","309","2018-11-01","3814","3536","284955.097603741","3427.5","187630.870125821","3466","301979.653633986","3464","253027.335235454"
"151","Madlakude","334","2018-11-17","4128","3493","843387.926358855","3426","482133.438410183","3440","531118.673728783","3383","477037.233595076"
"152","Madlakude","352","2018-12-03","3817","3868","648597.7106955","3741","429879.403268405","3820","482928.270067325","3800","495866.24996895"
"153","Madlakude","6","2018-12-19","3499","3383","233362.253652835","3163","268212.099409413","3138","348462.066782415","3116","300279.330936708"
"154","Madlakude","6","2019-01-01","3499","4042","1511473.58503799","4179","853983.724661605","4242","902130.927972279","4230","966000.689395508"
"155","Madlakude","22","2019-01-17","3348","3576","629250.464640561","3291","370959.85688346","3297","396936.419038409","3332","356554.60664753"
"156","Madlakude","37","2019-02-02","5328","4323","636564.705435418","3684.5","572673.848299769","3703","527323.193219197","3673","508297.291385489"
"157","Madlakude","55","2019-02-18","5711","4453","918777.426066628","4471.5","798673.856865119","4470","546835.316007707","4531","495859.515762067"
"158","Madlakude","79","2019-03-06","4446","4886","681161.528345997","4534","538853.487546312","4347","548918.079778466","4267","456913.459567871"
"159","Madlakude","84","2019-03-22","4811","4811","377806.52893045","4559","372233.481823851","4310","355518.2631444","4200","292746.471297996"
"160","Madlakude","97","2019-04-07","4998","5049","463278.292226768","4859","407408.253860827","4606","419151.949788649","4521","363748.454314616"
"161","Madlakude","120","2019-04-23","4367","4579","209854.767387493","4398.5","214113.366879425","4240","239300.829417668","4169","282318.924253297"
"162","Madlakude","136","2019-05-09","3537","4071","167904.27761543","3857.5","160211.48330949","3820","193452.667641004","3812","222803.962189899"
"163","Madlakude","154","2019-05-25","3907","3790","130014.058445354","3636","164081.732291552","3667","218353.888097697","3701","242278.265418213"
"164","Madlakude","168","2019-06-10","3032","3231","78990.7177089421","3194.5","121950.62462859","3233","201518.445455411","3249","230347.689112605"
"165","Madlakude","177","2019-06-26","3244","3244","76142.4926943308","3232.5","117354.702028539","3257","215263.474341223","3237","225643.29531853"
"166","Madlakude","193","2019-07-12","3220","2983","56874.9620105202","2982.5","126205.587322549","3002","215473.39956631","2995","237655.254930102"
"167","Madlakude","209","2019-07-28","2567","2632","46171.2524839275","2665","111648.675470452","2730","167954.25033882","2720","195708.45849836"
"168","Madlakude","234","2019-08-13","3022","2706","80669.016364699","2670.5","156093.268552144","2743","234850.341377113","2737","253928.924527"
"169","Madlakude","255","2019-08-29","2663","2338","66666.4815897136","2304","121604.946847144","2380","192685.66574361","2383","192882.915556905"
"170","Madlakude","271","2019-09-14","2740","2315","81271.6791350088","2272","117777.828032721","2303","167367.583811345","2304","185764.853628748"
"171","Madlakude","285","2019-09-30","2490","2271","49557.722969024","2280","85657.8300135725","2311","164266.74685538","2318","169495.744768595"
"172","Madlakude","291","2019-10-16","3642","3083","137670.620689655","2940","167432.753750779","2961","253054.421324073","2968","245485.590269057"
"173","Madlakude","307","2019-11-01","4242","4138","172245.969608416","4038.5","204679.995543084","3973","355838.830736321","3974","335538.627163748"
"174","Madlakude","333","2019-11-17","4658","4551","309917.493863238","4398.5","318510.012417006","4122","357681.785902141","4053","353365.645918147"
"175","Madlakude","349","2019-12-03","4740","4968","563574.516072472","4738.5","465268.908422288","4409","481969.245708886","4296","433857.860593222"
"176","Madlakude","360","2019-12-19","4259","4259","1008362.94038574","4030.5","549289.154102931","3972","545798.221511615","3939","482817.022514939"
"177","Madlakude","6","2020-01-01","5359","4526","854170.255990649","4200.5","657995.940886248","4204","654343.560537131","4124","625126.612112388"
"178","Madlakude","29","2020-01-17","4162","4203","502658.153126826","3738","425260.145262463","3789","510432.337172077","3818","520142.267331834"
"179","Madlakude","45","2020-02-02","3871","4189","410160.262419638","4036.5","337422.126774513","4039","468063.340805697","4055","459085.144011427"
"180","Madlakude","57","2020-02-18","3381","3346","375004.373465809","2970.5","246048.403965372","3049","271870.397441814","3072","235722.113016298"
"181","Madlakude","79","2020-03-05","3869","3709","259841.842197545","3568","247619.082517149","3566","331491.879277378","3531","370227.128357461"
"182","Madlakude","91","2020-03-21","3385","2978","255039.441846873","3013","276733.158137999","3023","365548.392218486","3029","325509.929580154"
"183","Masondo","114","2016-04-22","3794","3828.5","65810.4246753247","3819.5","72865.6896365129","3901.5","113734.646138807","3933.5","160020.659122131"
"184","Masondo","137","2016-05-08","3438","3600","47897.8724025974","3585.5","87728.651421854","3649","129442.838695302","3668","177023.084166962"
"185","Masondo","160","2016-05-24","3508","3602.5","47012.3243506494","3600","66478.828705777","3648.5","113520.085730407","3689.5","164824.716180396"
"186","Masondo","162","2016-06-09","3668","3680","49089.0272727273","3692","71486.6730668756","3713","119189.062388592","3745.5","165216.718655929"
"187","Masondo","178","2016-06-25","3656","3661","53298.4516233766","3684.5","78021.6102216749","3704","132887.516096688","3753.5","205185.551956224"
"188","Masondo","201","2016-07-11","3194","3126.5","84171.9168831169","3154","118094.058348261","3159","173185.976162239","3200","263282.809221475"
"189","Masondo","217","2016-07-27","2879","3007.5","47553.6464285714","2981","103447.245540379","3000","139853.647619458","3027","214783.186098293"
"190","Masondo","226","2016-08-12","2983","3058.5","48812.6896103896","3025","89136.3019667115","3036","132523.041627135","3070","241387.408665748"
"191","Masondo","249","2016-08-28","2577","2608","35185.2623376623","2577.5","58637.9097626511","2586","96264.7281783681","2588.5","168532.81085339"
"192","Masondo","265","2016-09-13","2653","2682.5","22767.3555194805","2631.5","58661.9566912972","2636","109371.822192513","2630.5","153045.972243607"
"193","Masondo","279","2016-09-29","2840","2695","15688.6064935065","2646.5","43922.9054336468","2663","103558.640557616","2687","138937.503430941"
"194","Masondo","290","2016-10-15","2882","2731","16394.3788961039","2676.5","34995.7354082699","2678","76131.0949916624","2682.5","101424.037491414"
"195","Masondo","309","2016-10-31","3839","3446","141721.635064935","3446","284480.320271682","3312","410169.926596372","3291.5","686704.398697925"
"196","Masondo","322","2016-11-16","4828","4730","193809.588311688","4711.5","151361.324656665","4742.5","196039.517796561","4743.5","253423.906412644"
"197","Masondo","343","2016-12-02","3987","4038","91453.7337662338","4058","79113.5721003135","4059.5","134570.340865965","4045.5","187876.748923581"
"198","Masondo","354","2016-12-18","4333","4311","306410.216883117","4266","266675.929672339","4153","372365.019316744","4052.5","445203.008582539"
"199","Masondo","9","2017-01-01","4043","4010.5","209386.010064935","3965.5","163398.956542021","3970","187223.650968892","3970","245391.618228588"
"200","Masondo","25","2017-01-17","4080","4221","220640.098701299","4301","269725.437751903","4281","312353.529397389","4306.5","254905.135568842"
"201","Masondo","43","2017-02-02","4164","4168.5","167545.385714286","4247","152288.013360203","4249.5","213568.443846674","4261","275313.827915896"
"202","Masondo","64","2017-02-18","4305","4305","31085.0178571429","4352","190468.641868189","4387","330479.79394155","4401.5","416847.236497513"
"203","Masondo","71","2017-03-06","4419","4267.5","25251.5636363636","4271","43390.1547805643","4312.5","58046.2082111437","4343.5","166359.842740281"
"204","Masondo","91","2017-03-22","4107","4579.5","177542.381493506","4609","233758.336169578","4636.5","238515.507848887","4650.5","298146.935496697"
"205","Masondo","107","2017-04-07","3801","3938.5","109103.645454545","3947.5","157578.998787132","3937.5","213221.10022066","3956.5","304488.555896562"
"206","Masondo","123","2017-04-23","3748","3761.5","119089.036038961","3743","152049.566035976","3778","190842.929618768","3795","318375.718179953"
"207","Masondo","137","2017-05-09","3525","3661.5","77134.612987013","3635.5","131825.505299298","3681.5","152874.335216491","3720","269375.10044578"
"208","Masondo","155","2017-05-25","3348","3595","101683.531168831","3618","138534.310494104","3647","176243.393249382","3732.5","434553.114988959"
"209","Masondo","162","2017-06-10","3009","3344.5","129249.453246753","3360","140005.38735259","3429.5","169369.965671899","3488.5","299692.223714175"
"210","Masondo","187","2017-06-26","2880","2999","64154.8646103896","3006","135989.896402448","3058","212706.940012075","3094","376613.333490455"
"211","Masondo","203","2017-07-12","2566","2790.5","64896.1918831169","2737","119762.694133453","2734.5","188292.128396153","2751.5","375993.315788321"
"212","Masondo","210","2017-07-28","2497","2557.5","52915.761038961","2535","111321.166741305","2540","179609.3167982","2571","390033.830280791"
"213","Masondo","235","2017-08-13","2560","2445","68335.925974026","2357","97939.4649201373","2382","161829.367474556","2422","327525.379976996"
"214","Masondo","248","2017-08-29","2967","2865","61202.7061688312","2869","86614.0626959248","2919","169311.088461704","2967","413174.024446463"
"215","Masondo","265","2017-09-14","2370","2217","32745.3996753247","2208","42212.1552283923","2253","93434.4468654764","2321.5","150413.368184794"
"216","Masondo","281","2017-09-30","3120","2815","73891.7909090909","2858","90862.2845014181","2897","130500.8396261","2969.5","184125.179957865"
"217","Masondo","292","2017-10-16","3764","3681.5","126151.947727273","3606","165125.068648306","3581","232810.46480579","3609","288327.344938066"
"218","Masondo","306","2017-11-01","3278","3390.5","203374.607792208","3394.5","224022.050753844","3423.5","292204.728767753","3467","309278.822350558"
"219","Masondo","333","2017-11-17","4422","4290.5","106348.854220779","4091.5","165890.640319451","4029.5","266625.831978466","4044","314814.212716033"
"220","Masondo","337","2017-12-03","5206","4952.5","28457.487987013","4842","96883.2087625019","4808","137724.76229084","4840","161669.225822066"
"221","Masondo","365","2017-12-19","5049","5033","100603.74512987","4915","150665.25750112","4932","216457.291411506","4943.5","282017.29925711"
"222","Masondo","5","2018-01-01","3915","4182.5","292057.34512987","4191","172731.177470518","4198","211187.528017365","4165","226556.922497845"
"223","Masondo","17","2018-01-17","3982","4022","594656.160714286","3896","941627.507818331","3766","1080528.97167716","3847","1164507.24868617"
"224","Masondo","46","2018-02-02","4368","4379.5","72831.5061688312","4325","98221.0723988655","4380.5","147344.785143896","4443","183449.335063594"
"225","Masondo","60","2018-02-18","4311","4492.5","245950.642857143","4451","250348.39819376","4410","269491.160815939","4442","312713.278066411"
"226","Masondo","78","2018-03-06","4295","4462","252436.160714286","4584","272389.861453202","4581.5","389577.354231355","4629.5","465069.62791751"
"227","Masondo","83","2018-03-22","4123","4196","156969.506168831","4132.5","153028.342364532","4197.5","168699.699381145","4279","215399.360330624"
"228","Masondo","103","2018-04-07","4270","4381","74438.4386363636","4329","113274.207493656","4389.5","172280.283767466","4452","254355.794861541"
"229","Masondo","126","2018-04-23","3824","3995","82386.0698051948","3942","150698.864308106","3997","207690.055531597","4045","310688.540366858"
"230","Masondo","142","2018-05-09","3662","4008.5","74355.6766233766","3941.5","143011.010300045","4023.5","212057.75734216","4071","324610.604383814"
"231","Masondo","158","2018-05-25","3438","3800.5","82651.8792207792","3765","131670.143304971","3808","213594.134606262","3841.5","309825.068604989"
"232","Masondo","165","2018-06-10","3354","3746.5","71337.6","3666","123901.437210778","3713.5","236662.975472227","3740","372831.722522508"
"233","Masondo","188","2018-06-26","3205","3257","54950.7896103896","3292","128134.809654426","3346.5","263451.216261285","3373","451661.290950015"
"234","Masondo","199","2018-07-12","2952","3197.5","100773.124350649","3154","194272.981769667","3211","326226.065777557","3253.5","529481.712482079"
"235","Masondo","213","2018-07-28","2736","2898.5","54384.9918831169","2819.5","111986.707493656","2856","206929.147950089","2907","352299.867348091"
"236","Masondo","238","2018-08-13","2644","2604","34453.2350649351","2584","78289.5144797731","2600.5","145600.613129636","2631","232365.83617574"
"237","Masondo","254","2018-08-29","2969","2955","101304.287987013","2853","118474.294801463","2900.5","206066.310588092","2950.5","285933.362496139"
"238","Masondo","261","2018-09-14","2763","2762.5","31206.7987012987","2754.5","66257.6894872369","2773","129550.92881016","2800.5","190249.433387654"
"239","Masondo","284","2018-09-30","3554","3272","92918.0350649351","3408","193790.821447231","3484","310298.791497757","3569.5","371458.616766087"
"240","Masondo","300","2018-10-16","3193","3230","44744.6441558442","3232","81360.7167487685","3284","145923.025843109","3327","200059.378778414"
"241","Masondo","309","2018-11-01","3317","3317","107360.737337662","3313.5","100910.420044036","3352","140792.500244379","3426","177482.98788395"
"242","Masondo","330","2018-11-17","3331","3265","45484.5243506493","3279.5","50020.3964770861","3314","120471.882122937","3329","172881.382296944"
"243","Masondo","337","2018-12-03","3111","3171","34904.6542207792","3171","39520.6238990894","3203.5","82061.4661858145","3213","129239.167293233"
"244","Masondo","364","2018-12-19","3601","3584.5","98338.0818181818","3642","104872.120913569","3721","149947.942383992","3770.5","163594.112227611"
"245","Masondo","12","2019-01-01","4637","4651","124588.171428571","4721.5","125399.742181669","4801","239287.811335605","4890","294770.266453995"
"246","Masondo","22","2019-01-17","4903","3342","730440.84025974","3808","550634.789800717","3968","741750.78487436","4045.5","720131.04124044"
"247","Masondo","42","2019-02-02","4833","4630.5","102208.772727273","4592","187069.955198537","4696","255684.82029498","4746","364137.591255883"
"248","Masondo","56","2019-02-18","4742","4676.5","96706.825974026","4652","208084.006400209","4718","399979.02085849","4872","415675.813089207"
"249","Masondo","79","2019-03-06","4525","4329.5","36900.1181818182","4253.5","60929.7739214808","4307.5","132684.658904031","4380.5","164723.318504723"
"250","Masondo","91","2019-03-22","4630","4442","7726.49318181818","4417","23044.6075533662","4456","81529.4010120177","4517.5","125236.612063958"
"251","Masondo","97","2019-04-07","4764","4602","69088.3948051948","4534.5","128557.880280639","4566","190568.843018659","4661","236343.721804511"
"252","Masondo","120","2019-04-23","4389","4362.5","59915.1970779221","4313","93118.2586766682","4331","172827.162655971","4389.5","225897.137592602"
"253","Masondo","136","2019-05-09","4064","4065","110109.761038961","3999","153987.082176444","4064","270597.937841412","4148.5","337007.08980606"
"254","Masondo","147","2019-05-25","3993","3905","303615.324675325","3887","289401.88250112","3967","428613.205091714","4087.5","543245.043808172"
"255","Masondo","168","2019-06-10","3073","3229","108195.363311688","3233","192328.846077773","3282.5","377522.028290495","3325","531870.421378784"
"256","Masondo","186","2019-06-26","2633","2977","230938.708766234","2954.5","270645.667991491","3021","485601.355298718","3073","677401.860111653"
"257","Masondo","202","2019-07-12","2655","2748.5","171218.137337662","2754.5","257899.888938648","2794","484609.64255937","2823","705957.290831309"
"258","Masondo","209","2019-07-28","2425","2421.5","149312.794805195","2417.5","217458.595611285","2481","401883.892699528","2500.5","604725.600193387"
"259","Masondo","236","2019-08-13","2535","2732","105241.044155844","2623.5","291918.720536647","2665.5","552158.328733253","2715","848023.203339434"
"260","Masondo","255","2019-08-29","2288","2298","83950.7918831169","2439","271620.141345723","2526.5","392544.794534529","2565","517662.669743411"
"261","Masondo","271","2019-09-14","2824","2785.5","56038.6792207792","2737","116067.135374683","2800","197486.012157869","2850","247347.01380098"
"262","Masondo","285","2019-09-30","3427","3148","37480.9350649351","3062","68992.4081019555","3165","119179.375654074","3219.5","148204.814993108"
"263","Masondo","291","2019-10-16","3999","3938.5","122082.685714286","3895.5","175738.708762502","3967.5","249331.383901875","4035","288462.0233032"
"264","Masondo","307","2019-11-01","4274","4294","76556.2724025974","4213","136719.716375578","4255","192754.0157409","4300.5","229056.925059814"
"265","Masondo","333","2019-11-17","4064","4162","36358.7519480519","4088","77272.8330907598","4130.5","128975.309438071","4153","144611.556497006"
"266","Masondo","349","2019-12-03","4135","4139","34102.8282467532","4163","171875.544838782","4211","188995.086754643","4243","173960.823844175"
"267","Masondo","2","2019-12-19","4084","4112.5","81136.9996753247","4112.5","132920.093073593","4181","198211.936734518","4229","232300.550845231"
"268","Masondo","4","2020-01-01","4255","4164","265744.765909091","4136.5","302412.887277952","4204","359270.713123886","4233.5","402816.587280971"
"269","Masondo","31","2020-01-17","5212","5133.5","124203.451623377","5108","150320.900358262","5125","276777.247412455","5173.5","367531.182920898"
"270","Masondo","45","2020-02-02","4418","4746.5","518852.218181818","4570","484304.015226153","4618.5","646969.402589702","4666.5","859739.994619058"
"271","Masondo","63","2020-02-18","4569","5113.5","1257474.47272727","5143.5","1682767.53209434","4983","2057301.20585001","4822","2107958.4442558"
