"","Diptank","approx.date","ras.0","ras.med.1k","ras.var.1k","ras.med.2k","ras.var.2k","ras.med.3k","ras.var.3k","ras.med.4k","ras.var.4k"
"261","Madlakude","2018-01-17","15383","15383",NA,"15383",NA,"15383",NA,"15386.5","24.5"
"262","Madlakude","2018-01-25","15036","15036",NA,"15036",NA,"15036",NA,"15122.5","14964.5"
"263","Madlakude","2018-02-02","15038","15038",NA,"15038",NA,"15038",NA,"14934.5","21424.5"
"264","Madlakude","2018-02-10","15021","15021",NA,"15021",NA,"15021",NA,"15093","10368"
"265","Madlakude","2018-02-18","14920","14920",NA,"14920",NA,"14920",NA,"14947","1458"
"266","Madlakude","2018-02-26","15083","15083",NA,"15083",NA,"15083",NA,"15072","242"
"267","Madlakude","2018-03-06","15096","15096",NA,"15096",NA,"15096",NA,"15086","200"
"268","Madlakude","2018-03-14","15118","15118",NA,"15118",NA,"15118",NA,"15119.5","4.5"
"269","Madlakude","2018-03-22","15014","15014",NA,"15014",NA,"15014",NA,"15004.5","180.5"
"270","Madlakude","2018-03-30","14975","14975",NA,"14975",NA,"14975",NA,"15012","2738"
"271","Madlakude","2018-04-07","14888","14888",NA,"14888",NA,"14888",NA,"14879.5","144.5"
"272","Madlakude","2018-04-15","14861","14861",NA,"14861",NA,"14861",NA,"14847.5","364.5"
"273","Madlakude","2018-04-23","14962","14962",NA,"14962",NA,"14962",NA,"14950","288"
"274","Madlakude","2018-05-01","14926","14926",NA,"14926",NA,"14926",NA,"14927","2"
"275","Madlakude","2018-05-09","14931","14931",NA,"14931",NA,"14931",NA,"14945","392"
"276","Madlakude","2018-05-17","14811","14811",NA,"14811",NA,"14811",NA,"14810.5","0.5"
"277","Madlakude","2018-05-25","14756","14756",NA,"14756",NA,"14756",NA,"14763","98"
"278","Madlakude","2018-06-02","14684","14684",NA,"14684",NA,"14684",NA,"14672.5","264.5"
"279","Madlakude","2018-06-10","14799","14799",NA,"14799",NA,"14799",NA,"14797","8"
"280","Madlakude","2018-06-18","14791","14791",NA,"14791",NA,"14791",NA,"14789","8"
"281","Madlakude","2018-06-26","14735","14735",NA,"14735",NA,"14735",NA,"14735","0"
"282","Madlakude","2018-07-04","14670","14670",NA,"14670",NA,"14670",NA,"14669.5","0.5"
"283","Madlakude","2018-07-12","14721","14721",NA,"14721",NA,"14721",NA,"14690","1922"
"284","Madlakude","2018-07-20","14816","14816",NA,"14816",NA,"14816",NA,"14807.5","144.5"
"285","Madlakude","2018-07-28","14770","14770",NA,"14770",NA,"14770",NA,"14773","18"
"286","Madlakude","2018-08-05","14720","14720",NA,"14720",NA,"14720",NA,"14706.5","364.5"
"287","Madlakude","2018-08-13","14865","14865",NA,"14865",NA,"14865",NA,"14881","512"
"288","Madlakude","2018-08-21","14815","14815",NA,"14815",NA,"14815",NA,"14774","3362"
"289","Madlakude","2018-08-29","15082","15082",NA,"15082",NA,"15082",NA,"15045","2738"
"290","Madlakude","2018-09-06","14959","14959",NA,"14959",NA,"14959",NA,"14947","288"
"291","Madlakude","2018-09-14","15126","15126",NA,"15126",NA,"15126",NA,"15141","450"
"292","Madlakude","2018-09-22","15189","15189",NA,"15189",NA,"15189",NA,"15135.5","5724.5"
"293","Madlakude","2018-09-30","15002","15002",NA,"15002",NA,"15002",NA,"15002.5","0.5"
"294","Madlakude","2018-10-08","15267","15267",NA,"15267",NA,"15267",NA,"15213","5832"
"295","Madlakude","2018-10-16","14750","14750",NA,"14750",NA,"14750",NA,"14767.5","612.5"
"296","Madlakude","2018-10-24","15332","15332",NA,"15332",NA,"15332",NA,"15314","648"
"297","Madlakude","2018-11-01","15027","15027",NA,"15027",NA,"15027",NA,"15015","288"
"298","Madlakude","2018-11-09","15064","15064",NA,"15064",NA,"15064",NA,"15026.5","2812.5"
"299","Madlakude","2018-11-17","15251","15251",NA,"15251",NA,"15251",NA,"15195.5","6160.5"
"300","Madlakude","2018-11-25","15440","15440",NA,"15440",NA,"15440",NA,"15391","4802"
"301","Madlakude","2018-12-03","15381","15381",NA,"15381",NA,"15381",NA,"15365","512"
"302","Madlakude","2018-12-11","15385","15385",NA,"15385",NA,"15385",NA,"15341","3872"
"303","Madlakude","2018-12-19","15627","15627",NA,"15627",NA,"15627",NA,"15427","80000"
"304","Madlakude","2018-12-27","15356","15356",NA,"15356",NA,"15356",NA,"15356",NA
"305","Madlakude","2019-01-01","15008","15008",NA,"15008",NA,"15008",NA,"15026","648"
"306","Madlakude","2019-01-09","15118","15118",NA,"15118",NA,"15118",NA,"15146","1568"
"307","Madlakude","2019-01-17","15042","15042",NA,"15042",NA,"15042",NA,"15084.5","3612.5"
"308","Madlakude","2019-01-25","15243","15243",NA,"15243",NA,"15243",NA,"15203.5","3120.5"
"309","Madlakude","2019-02-02","15333","15333",NA,"15333",NA,"15333",NA,"15176","49298"
"310","Madlakude","2019-02-10","15394","15394",NA,"15394",NA,"15394",NA,"15381","338"
"311","Madlakude","2019-02-18","15067","15067",NA,"15067",NA,"15067",NA,"15048.5","684.5"
"312","Madlakude","2019-02-26","14996","14996",NA,"14996",NA,"14996",NA,"14967.5","1624.5"
"313","Madlakude","2019-03-06","15023","15023",NA,"15023",NA,"15023",NA,"15010.5","312.5"
"314","Madlakude","2019-03-14","15053","15053",NA,"15053",NA,"15053",NA,"15041.5","264.5"
"315","Madlakude","2019-03-22","14852","14852",NA,"14852",NA,"14852",NA,"14849","18"
"316","Madlakude","2019-03-30","15061","15061",NA,"15061",NA,"15061",NA,"15054.5","84.5"
"317","Madlakude","2019-04-07","14918","14918",NA,"14918",NA,"14918",NA,"14915","18"
"318","Madlakude","2019-04-15","14933","14933",NA,"14933",NA,"14933",NA,"14931.5","4.5"
"319","Madlakude","2019-04-23","14937","14937",NA,"14937",NA,"14937",NA,"14934","18"
"320","Madlakude","2019-05-01","14936","14936",NA,"14936",NA,"14936",NA,"14930.5","60.5"
"321","Madlakude","2019-05-09","14886","14886",NA,"14886",NA,"14886",NA,"14878.5","112.5"
"322","Madlakude","2019-05-17","14905","14905",NA,"14905",NA,"14905",NA,"14903.5","4.5"
"323","Madlakude","2019-05-25","14848","14848",NA,"14848",NA,"14848",NA,"14841","98"
"324","Madlakude","2019-06-02","14805","14805",NA,"14805",NA,"14805",NA,"14793.5","264.5"
"325","Madlakude","2019-06-10","14734","14734",NA,"14734",NA,"14734",NA,"14732.5","4.5"
"326","Madlakude","2019-06-18","14820","14820",NA,"14820",NA,"14820",NA,"14827.5","112.5"
"327","Madlakude","2019-06-26","14803","14803",NA,"14803",NA,"14803",NA,"14804.5","4.5"
"328","Madlakude","2019-07-04","14814","14814",NA,"14814",NA,"14814",NA,"14806","128"
"329","Madlakude","2019-07-12","14838","14838",NA,"14838",NA,"14838",NA,"14849","242"
"330","Madlakude","2019-07-20","14813","14813",NA,"14813",NA,"14813",NA,"14829","512"
"331","Madlakude","2019-07-28","14892","14892",NA,"14892",NA,"14892",NA,"14892.5","0.5"
"332","Madlakude","2019-08-05","14931","14931",NA,"14931",NA,"14931",NA,"14928","18"
"333","Madlakude","2019-08-13","14921","14921",NA,"14921",NA,"14921",NA,"14928","98"
"334","Madlakude","2019-08-21","15014","15014",NA,"15014",NA,"15014",NA,"15013.5","0.5"
"335","Madlakude","2019-08-29","15073","15073",NA,"15073",NA,"15073",NA,"15073","0"
"336","Madlakude","2019-09-06","15009","15009",NA,"15009",NA,"15009",NA,"15048","3042"
"337","Madlakude","2019-09-14","15158","15158",NA,"15158",NA,"15158",NA,"15147.5","220.5"
"338","Madlakude","2019-09-22","15336","15336",NA,"15336",NA,"15336",NA,"15338.5","12.5"
"339","Madlakude","2019-09-30","15173","15173",NA,"15173",NA,"15173",NA,"15167","72"
"340","Madlakude","2019-10-08","15072","15072",NA,"15072",NA,"15072",NA,"15064.5","112.5"
"341","Madlakude","2019-10-16","15302","15302",NA,"15302",NA,"15302",NA,"15300.5","4.5"
"342","Madlakude","2019-10-24","15235","15235",NA,"15235",NA,"15235",NA,"15236.5","4.5"
"343","Madlakude","2019-11-01","15433","15433",NA,"15433",NA,"15433",NA,"15455.5","1012.5"
"344","Madlakude","2019-11-09","14902","14902",NA,"14902",NA,"14902",NA,"15017.5","26680.5"
"345","Madlakude","2019-11-17","15045","15045",NA,"15045",NA,"15045",NA,"15071.5","1404.5"
"346","Madlakude","2019-11-25","15211","15211",NA,"15211",NA,"15211",NA,"15216.5","60.5"
"347","Madlakude","2019-12-03","15468","15468",NA,"15468",NA,"15468",NA,"15470","8"
"348","Madlakude","2019-12-11","14962","14962",NA,"14962",NA,"14962",NA,"14991","1682"
"349","Madlakude","2019-12-19","15314","15314",NA,"15314",NA,"15314",NA,"15323.5","180.5"
"350","Madlakude","2019-12-27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Madlakude","2020-01-01","15408","15408",NA,"15408",NA,"15408",NA,"15399","162"
"352","Madlakude","2020-01-09","15294","15294",NA,"15294",NA,"15294",NA,"15290","32"
"353","Madlakude","2020-01-17","15084","15084",NA,"15084",NA,"15084",NA,"15076","128"
"354","Madlakude","2020-01-25","15385","15385",NA,"15385",NA,"15385",NA,"15408.5","1104.5"
"355","Madlakude","2020-02-02","15446","15446",NA,"15446",NA,"15446",NA,"15441.5","40.5"
"356","Madlakude","2020-02-10","15287","15287",NA,"15287",NA,"15287",NA,"15286.5","0.5"
"357","Madlakude","2020-02-18","15007","15007",NA,"15007",NA,"15007",NA,"15067","7200"
"358","Madlakude","2020-02-26","15135","15135",NA,"15135",NA,"15135",NA,"15215","12800"
"359","Madlakude","2020-03-05","15267","15267",NA,"15267",NA,"15267",NA,"15233.5","2244.5"
"360","Madlakude","2020-03-13","15103","15103",NA,"15103",NA,"15103",NA,"15129","1352"
"361","Madlakude","2020-03-21","15143","15143",NA,"15143",NA,"15143",NA,"15151.5","144.5"
"362","Madlakude","2020-03-29","15166","15166",NA,"15166",NA,"15166",NA,"15166.5","0.5"
"363","Masondo","2016-04-30","14965","14965",NA,"14965",NA,"14965",NA,"14965",NA
"364","Masondo","2016-05-08","14911","14911",NA,"14911",NA,"14911",NA,"14911",NA
"365","Masondo","2016-05-16","14884","14884",NA,"14884",NA,"14884",NA,"14884",NA
"366","Masondo","2016-05-24","14825","14825",NA,"14825",NA,"14825",NA,"14825",NA
"367","Masondo","2016-06-01","14780","14780",NA,"14780",NA,"14780",NA,"14780",NA
"368","Masondo","2016-06-09","14726","14726",NA,"14726",NA,"14726",NA,"14726",NA
"369","Masondo","2016-06-17","14851","14851",NA,"14851",NA,"14851",NA,"14851",NA
"370","Masondo","2016-06-25","14866","14866",NA,"14866",NA,"14866",NA,"14866",NA
"371","Masondo","2016-07-03","14746","14746",NA,"14746",NA,"14746",NA,"14746",NA
"372","Masondo","2016-07-11","14722","14722",NA,"14722",NA,"14722",NA,"14722",NA
"373","Masondo","2016-07-19","14825","14825",NA,"14825",NA,"14825",NA,"14825",NA
"374","Masondo","2016-07-27","14783","14783",NA,"14783",NA,"14783",NA,"14783",NA
"375","Masondo","2016-08-04","14910","14910",NA,"14910",NA,"14910",NA,"14910",NA
"376","Masondo","2016-08-12","15068","15068",NA,"15068",NA,"15068",NA,"15068",NA
"377","Masondo","2016-08-20","14973","14973",NA,"14973",NA,"14973",NA,"14973",NA
"378","Masondo","2016-08-28","15219","15219",NA,"15219",NA,"15219",NA,"15219",NA
"379","Masondo","2016-09-05","15187","15187",NA,"15187",NA,"15187",NA,"15187",NA
"380","Masondo","2016-09-13","15001","15001",NA,"15001",NA,"15001",NA,"15001",NA
"381","Masondo","2016-09-21","15161","15161",NA,"15161",NA,"15161",NA,"15161",NA
"382","Masondo","2016-09-29","15039","15039",NA,"15039",NA,"15039",NA,"15039",NA
"383","Masondo","2016-10-07","15236","15236",NA,"15236",NA,"15236",NA,"15236",NA
"384","Masondo","2016-10-15","15345","15345",NA,"15345",NA,"15345",NA,"15345",NA
"385","Masondo","2016-10-23","15118","15118",NA,"15118",NA,"15118",NA,"15118",NA
"386","Masondo","2016-10-31","15147","15147",NA,"15147",NA,"15147",NA,"15147",NA
"387","Masondo","2016-11-08","15049","15049",NA,"15049",NA,"15049",NA,"15049",NA
"388","Masondo","2016-11-16","15266","15266",NA,"15266",NA,"15266",NA,"15266",NA
"389","Masondo","2016-11-24","15160","15160",NA,"15160",NA,"15160",NA,"15160",NA
"390","Masondo","2016-12-02","15264","15264",NA,"15264",NA,"15264",NA,"15264",NA
"391","Masondo","2016-12-10","15148","15148",NA,"15148",NA,"15148",NA,"15148",NA
"392","Masondo","2016-12-18","15517","15517",NA,"15517",NA,"15517",NA,"15517",NA
"393","Masondo","2016-12-26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Masondo","2017-01-01","15191","15191",NA,"15191",NA,"15191",NA,"15191",NA
"395","Masondo","2017-01-09","15132","15132",NA,"15132",NA,"15132",NA,"15132",NA
"396","Masondo","2017-01-17","15127","15127",NA,"15127",NA,"15127",NA,"15127",NA
"397","Masondo","2017-01-25","15246","15246",NA,"15246",NA,"15246",NA,"15246",NA
"398","Masondo","2017-02-02","15211","15211",NA,"15211",NA,"15211",NA,"15211",NA
"399","Masondo","2017-02-10","15141","15141",NA,"15141",NA,"15141",NA,"15141",NA
"400","Masondo","2017-02-18","15027","15027",NA,"15027",NA,"15027",NA,"15027",NA
"401","Masondo","2017-02-26","15120","15120",NA,"15120",NA,"15120",NA,"15120",NA
"402","Masondo","2017-03-06","14947","14947",NA,"14947",NA,"14947",NA,"14947",NA
"403","Masondo","2017-03-14","14994","14994",NA,"14994",NA,"14994",NA,"14994",NA
"404","Masondo","2017-03-22","15070","15070",NA,"15070",NA,"15070",NA,"15070",NA
"405","Masondo","2017-03-30","15061","15061",NA,"15061",NA,"15061",NA,"15061",NA
"406","Masondo","2017-04-07","15139","15139",NA,"15139",NA,"15139",NA,"15139",NA
"407","Masondo","2017-04-15","15066","15066",NA,"15066",NA,"15066",NA,"15066",NA
"408","Masondo","2017-04-23","15001","15001",NA,"15001",NA,"15001",NA,"15001",NA
"409","Masondo","2017-05-01","14978","14978",NA,"14978",NA,"14978",NA,"14978",NA
"410","Masondo","2017-05-09","14920","14920",NA,"14920",NA,"14920",NA,"14920",NA
"411","Masondo","2017-05-17","14904","14904",NA,"14904",NA,"14904",NA,"14904",NA
"412","Masondo","2017-05-25","14810","14810",NA,"14810",NA,"14810",NA,"14810",NA
"413","Masondo","2017-06-02","14874","14874",NA,"14874",NA,"14874",NA,"14874",NA
"414","Masondo","2017-06-10","14813","14813",NA,"14813",NA,"14813",NA,"14813",NA
"415","Masondo","2017-06-18","14822","14822",NA,"14822",NA,"14822",NA,"14822",NA
"416","Masondo","2017-06-26","14828","14828",NA,"14828",NA,"14828",NA,"14828",NA
"417","Masondo","2017-07-04","14862","14862",NA,"14862",NA,"14862",NA,"14862",NA
"418","Masondo","2017-07-12","14946","14946",NA,"14946",NA,"14946",NA,"14946",NA
"419","Masondo","2017-07-20","14931","14931",NA,"14931",NA,"14931",NA,"14931",NA
"420","Masondo","2017-07-28","14878","14878",NA,"14878",NA,"14878",NA,"14878",NA
"421","Masondo","2017-08-05","14922","14922",NA,"14922",NA,"14922",NA,"14922",NA
"422","Masondo","2017-08-13","14892","14892",NA,"14892",NA,"14892",NA,"14892",NA
"423","Masondo","2017-08-21","15040","15040",NA,"15040",NA,"15040",NA,"15040",NA
"424","Masondo","2017-08-29","14865","14865",NA,"14865",NA,"14865",NA,"14865",NA
"425","Masondo","2017-09-06","15315","15315",NA,"15315",NA,"15315",NA,"15315",NA
"426","Masondo","2017-09-14","14926","14926",NA,"14926",NA,"14926",NA,"14926",NA
"427","Masondo","2017-09-22","15055","15055",NA,"15055",NA,"15055",NA,"15055",NA
"428","Masondo","2017-09-30","15077","15077",NA,"15077",NA,"15077",NA,"15077",NA
"429","Masondo","2017-10-08","15222","15222",NA,"15222",NA,"15222",NA,"15222",NA
"430","Masondo","2017-10-16","15262","15262",NA,"15262",NA,"15262",NA,"15262",NA
"431","Masondo","2017-10-24","15190","15190",NA,"15190",NA,"15190",NA,"15190",NA
"432","Masondo","2017-11-01","15260","15260",NA,"15260",NA,"15260",NA,"15260",NA
"433","Masondo","2017-11-09","15179","15179",NA,"15179",NA,"15179",NA,"15179",NA
"434","Masondo","2017-11-17","15270","15270",NA,"15270",NA,"15270",NA,"15270",NA
"435","Masondo","2017-11-25","15403","15403",NA,"15403",NA,"15403",NA,"15403",NA
"436","Masondo","2017-12-03","15203","15203",NA,"15203",NA,"15203",NA,"15203",NA
"437","Masondo","2017-12-11","14992","14992",NA,"14992",NA,"14992",NA,"14992",NA
"438","Masondo","2017-12-19","15298","15298",NA,"15298",NA,"15298",NA,"15298",NA
"439","Masondo","2017-12-27","15165","15165",NA,"15165",NA,"15165",NA,"15165",NA
"440","Masondo","2018-01-01","15319","15319",NA,"15319",NA,"15319",NA,"15319",NA
"441","Masondo","2018-01-09","15184","15184",NA,"15184",NA,"15184",NA,"15184",NA
"442","Masondo","2018-01-17","15323","15323",NA,"15323",NA,"15323",NA,"15323",NA
"443","Masondo","2018-01-25","15024","15024",NA,"15024",NA,"15024",NA,"15024",NA
"444","Masondo","2018-02-02","15100","15100",NA,"15100",NA,"15100",NA,"15100",NA
"445","Masondo","2018-02-10","15043","15043",NA,"15043",NA,"15043",NA,"15043",NA
"446","Masondo","2018-02-18","15253","15253",NA,"15253",NA,"15253",NA,"15253",NA
"447","Masondo","2018-02-26","15016","15016",NA,"15016",NA,"15016",NA,"15016",NA
"448","Masondo","2018-03-06","15129","15129",NA,"15129",NA,"15129",NA,"15129",NA
"449","Masondo","2018-03-14","15094","15094",NA,"15094",NA,"15094",NA,"15094",NA
"450","Masondo","2018-03-22","15092","15092",NA,"15092",NA,"15092",NA,"15092",NA
"451","Masondo","2018-03-30","15108","15108",NA,"15108",NA,"15108",NA,"15108",NA
"452","Masondo","2018-04-07","15015","15015",NA,"15015",NA,"15015",NA,"15015",NA
"453","Masondo","2018-04-15","14891","14891",NA,"14891",NA,"14891",NA,"14891",NA
"454","Masondo","2018-04-23","15015","15015",NA,"15015",NA,"15015",NA,"15015",NA
"455","Masondo","2018-05-01","14854","14854",NA,"14854",NA,"14854",NA,"14854",NA
"456","Masondo","2018-05-09","14922","14922",NA,"14922",NA,"14922",NA,"14922",NA
"457","Masondo","2018-05-17","14827","14827",NA,"14827",NA,"14827",NA,"14827",NA
"458","Masondo","2018-05-25","14796","14796",NA,"14796",NA,"14796",NA,"14796",NA
"459","Masondo","2018-06-02","14759","14759",NA,"14759",NA,"14759",NA,"14759",NA
"460","Masondo","2018-06-10","14795","14795",NA,"14795",NA,"14795",NA,"14795",NA
"461","Masondo","2018-06-18","14845","14845",NA,"14845",NA,"14845",NA,"14845",NA
"462","Masondo","2018-06-26","14827","14827",NA,"14827",NA,"14827",NA,"14827",NA
"463","Masondo","2018-07-04","14782","14782",NA,"14782",NA,"14782",NA,"14782",NA
"464","Masondo","2018-07-12","14747","14747",NA,"14747",NA,"14747",NA,"14747",NA
"465","Masondo","2018-07-20","14819","14819",NA,"14819",NA,"14819",NA,"14819",NA
"466","Masondo","2018-07-28","14826","14826",NA,"14826",NA,"14826",NA,"14826",NA
"467","Masondo","2018-08-05","14746","14746",NA,"14746",NA,"14746",NA,"14746",NA
"468","Masondo","2018-08-13","14984","14984",NA,"14984",NA,"14984",NA,"14984",NA
"469","Masondo","2018-08-21","14942","14942",NA,"14942",NA,"14942",NA,"14942",NA
"470","Masondo","2018-08-29","15063","15063",NA,"15063",NA,"15063",NA,"15063",NA
"471","Masondo","2018-09-06","14992","14992",NA,"14992",NA,"14992",NA,"14992",NA
"472","Masondo","2018-09-14","15239","15239",NA,"15239",NA,"15239",NA,"15239",NA
"473","Masondo","2018-09-22","15254","15254",NA,"15254",NA,"15254",NA,"15254",NA
"474","Masondo","2018-09-30","15190","15190",NA,"15190",NA,"15190",NA,"15190",NA
"475","Masondo","2018-10-08","15134","15134",NA,"15134",NA,"15134",NA,"15134",NA
"476","Masondo","2018-10-16","14764","14764",NA,"14764",NA,"14764",NA,"14764",NA
"477","Masondo","2018-10-24","15366","15366",NA,"15366",NA,"15366",NA,"15366",NA
"478","Masondo","2018-11-01","15083","15083",NA,"15083",NA,"15083",NA,"15083",NA
"479","Masondo","2018-11-09","15088","15088",NA,"15088",NA,"15088",NA,"15088",NA
"480","Masondo","2018-11-17","15186","15186",NA,"15186",NA,"15186",NA,"15186",NA
"481","Masondo","2018-11-25","15427","15427",NA,"15427",NA,"15427",NA,"15427",NA
"482","Masondo","2018-12-03","15252","15252",NA,"15252",NA,"15252",NA,"15252",NA
"483","Masondo","2018-12-11","15345","15345",NA,"15345",NA,"15345",NA,"15345",NA
"484","Masondo","2018-12-19","15334","15334",NA,"15334",NA,"15334",NA,"15334",NA
"485","Masondo","2018-12-27","15472","15472",NA,"15472",NA,"15472",NA,"15472",NA
"486","Masondo","2019-01-01","15078","15078",NA,"15078",NA,"15078",NA,"15078",NA
"487","Masondo","2019-01-09","15429","15429",NA,"15429",NA,"15429",NA,"15429",NA
"488","Masondo","2019-01-17","15152","15152",NA,"15152",NA,"15152",NA,"15152",NA
"489","Masondo","2019-01-25","15156","15156",NA,"15156",NA,"15156",NA,"15156",NA
"490","Masondo","2019-02-02","15114","15114",NA,"15114",NA,"15114",NA,"15114",NA
"491","Masondo","2019-02-10","15300","15300",NA,"15300",NA,"15300",NA,"15300",NA
"492","Masondo","2019-02-18","15068","15068",NA,"15068",NA,"15068",NA,"15068",NA
"493","Masondo","2019-02-26","14942","14942",NA,"14942",NA,"14942",NA,"14942",NA
"494","Masondo","2019-03-06","14985","14985",NA,"14985",NA,"14985",NA,"14985",NA
"495","Masondo","2019-03-14","15118","15118",NA,"15118",NA,"15118",NA,"15118",NA
"496","Masondo","2019-03-22","14846","14846",NA,"14846",NA,"14846",NA,"14846",NA
"497","Masondo","2019-03-30","15038","15038",NA,"15038",NA,"15038",NA,"15038",NA
"498","Masondo","2019-04-07","15002","15002",NA,"15002",NA,"15002",NA,"15002",NA
"499","Masondo","2019-04-15","14861","14861",NA,"14861",NA,"14861",NA,"14861",NA
"500","Masondo","2019-04-23","14951","14951",NA,"14951",NA,"14951",NA,"14951",NA
"501","Masondo","2019-05-01","14953","14953",NA,"14953",NA,"14953",NA,"14953",NA
"502","Masondo","2019-05-09","14916","14916",NA,"14916",NA,"14916",NA,"14916",NA
"503","Masondo","2019-05-17","14886","14886",NA,"14886",NA,"14886",NA,"14886",NA
"504","Masondo","2019-05-25","14809","14809",NA,"14809",NA,"14809",NA,"14809",NA
"505","Masondo","2019-06-02","14868","14868",NA,"14868",NA,"14868",NA,"14868",NA
"506","Masondo","2019-06-10","14804","14804",NA,"14804",NA,"14804",NA,"14804",NA
"507","Masondo","2019-06-18","14812","14812",NA,"14812",NA,"14812",NA,"14812",NA
"508","Masondo","2019-06-26","14867","14867",NA,"14867",NA,"14867",NA,"14867",NA
"509","Masondo","2019-07-04","14870","14870",NA,"14870",NA,"14870",NA,"14870",NA
"510","Masondo","2019-07-12","14909","14909",NA,"14909",NA,"14909",NA,"14909",NA
"511","Masondo","2019-07-20","14887","14887",NA,"14887",NA,"14887",NA,"14887",NA
"512","Masondo","2019-07-28","14947","14947",NA,"14947",NA,"14947",NA,"14947",NA
"513","Masondo","2019-08-05","14951","14951",NA,"14951",NA,"14951",NA,"14951",NA
"514","Masondo","2019-08-13","14937","14937",NA,"14937",NA,"14937",NA,"14937",NA
"515","Masondo","2019-08-21","15110","15110",NA,"15110",NA,"15110",NA,"15110",NA
"516","Masondo","2019-08-29","15033","15033",NA,"15033",NA,"15033",NA,"15033",NA
"517","Masondo","2019-09-06","15031","15031",NA,"15031",NA,"15031",NA,"15031",NA
"518","Masondo","2019-09-14","15299","15299",NA,"15299",NA,"15299",NA,"15299",NA
"519","Masondo","2019-09-22","15179","15179",NA,"15179",NA,"15179",NA,"15179",NA
"520","Masondo","2019-09-30","15118","15118",NA,"15118",NA,"15118",NA,"15118",NA
"521","Masondo","2019-10-08","15135","15135",NA,"15135",NA,"15135",NA,"15135",NA
"522","Masondo","2019-10-16","15358","15358",NA,"15358",NA,"15358",NA,"15358",NA
"523","Masondo","2019-10-24","15187","15187",NA,"15187",NA,"15187",NA,"15187",NA
"524","Masondo","2019-11-01","15524","15524",NA,"15524",NA,"15524",NA,"15524",NA
"525","Masondo","2019-11-09","14965","14965",NA,"14965",NA,"14965",NA,"14965",NA
"526","Masondo","2019-11-17","15225","15225",NA,"15225",NA,"15225",NA,"15225",NA
"527","Masondo","2019-11-25","15479","15479",NA,"15479",NA,"15479",NA,"15479",NA
"528","Masondo","2019-12-03","15542","15542",NA,"15542",NA,"15542",NA,"15542",NA
"529","Masondo","2019-12-11","15063","15063",NA,"15063",NA,"15063",NA,"15063",NA
"530","Masondo","2019-12-19","15489","15489",NA,"15489",NA,"15489",NA,"15489",NA
"531","Masondo","2019-12-27","15012","15012",NA,"15012",NA,"15012",NA,"15012",NA
"532","Masondo","2020-01-01","15400","15400",NA,"15400",NA,"15400",NA,"15400",NA
"533","Masondo","2020-01-09","15132","15132",NA,"15132",NA,"15132",NA,"15132",NA
"534","Masondo","2020-01-17","14913","14913",NA,"14913",NA,"14913",NA,"14913",NA
"535","Masondo","2020-01-25","15226","15226",NA,"15226",NA,"15226",NA,"15226",NA
"536","Masondo","2020-02-02","15190","15190",NA,"15190",NA,"15190",NA,"15190",NA
"537","Masondo","2020-02-10","15229","15229",NA,"15229",NA,"15229",NA,"15229",NA
"538","Masondo","2020-02-18","14939","14939",NA,"14939",NA,"14939",NA,"14939",NA
"539","Masondo","2020-02-26","15039","15039",NA,"15039",NA,"15039",NA,"15039",NA
"540","Masondo","2020-03-05","15023","15023",NA,"15023",NA,"15023",NA,"15023",NA
"541","Masondo","2020-03-13","14975","14975",NA,"14975",NA,"14975",NA,"14975",NA
"542","Masondo","2020-03-21","15095","15095",NA,"15095",NA,"15095",NA,"15095",NA
"543","Masondo","2020-03-29","15039","15039",NA,"15039",NA,"15039",NA,"15039",NA
"544","Mbangwini","2016-04-30","14980","14980",NA,"14980",NA,"14980",NA,"14980",NA
"545","Mbangwini","2016-05-08","14873","14873",NA,"14873",NA,"14873",NA,"14873",NA
"546","Mbangwini","2016-05-16","14853","14853",NA,"14853",NA,"14853",NA,"14853",NA
"547","Mbangwini","2016-05-24","14808","14808",NA,"14808",NA,"14808",NA,"14808",NA
"548","Mbangwini","2016-06-01","14866","14866",NA,"14866",NA,"14866",NA,"14866",NA
"549","Mbangwini","2016-06-09","14770","14770",NA,"14770",NA,"14770",NA,"14770",NA
"550","Mbangwini","2016-06-17","14915","14915",NA,"14915",NA,"14915",NA,"14915",NA
"551","Mbangwini","2016-06-25","14873","14873",NA,"14873",NA,"14873",NA,"14873",NA
"552","Mbangwini","2016-07-03","14800","14800",NA,"14800",NA,"14800",NA,"14800",NA
"553","Mbangwini","2016-07-11","14773","14773",NA,"14773",NA,"14773",NA,"14773",NA
"554","Mbangwini","2016-07-19","14928","14928",NA,"14928",NA,"14928",NA,"14928",NA
"555","Mbangwini","2016-07-27","14821","14821",NA,"14821",NA,"14821",NA,"14821",NA
"556","Mbangwini","2016-08-04","14877","14877",NA,"14877",NA,"14877",NA,"14877",NA
"557","Mbangwini","2016-08-12","14985","14985",NA,"14985",NA,"14985",NA,"14985",NA
"558","Mbangwini","2016-08-20","14962","14962",NA,"14962",NA,"14962",NA,"14962",NA
"559","Mbangwini","2016-08-28","15192","15192",NA,"15192",NA,"15192",NA,"15192",NA
"560","Mbangwini","2016-09-05","15190","15190",NA,"15190",NA,"15190",NA,"15190",NA
"561","Mbangwini","2016-09-13","14988","14988",NA,"14988",NA,"14988",NA,"14988",NA
