"","Diptank","approx.date","ras.0","ras.med.1k","ras.var.1k","ras.med.2k","ras.var.2k","ras.med.3k","ras.var.3k","ras.med.4k","ras.var.4k"
"856","Mpala","2019-03-06","14976","14976",NA,"14976",NA,"14976",NA,"15049.5","10804.5"
"857","Mpala","2019-03-14","15106","15106",NA,"15106",NA,"15106",NA,"15127.5","924.5"
"858","Mpala","2019-03-22","14899","14899",NA,"14899",NA,"14899",NA,"14902","18"
"859","Mpala","2019-03-30","14948","14948",NA,"14948",NA,"14948",NA,"15028","12800"
"860","Mpala","2019-04-07","14978","14978",NA,"14978",NA,"14978",NA,"14979.5","4.5"
"861","Mpala","2019-04-15","14939","14939",NA,"14939",NA,"14939",NA,"14952","338"
"862","Mpala","2019-04-23","15020","15020",NA,"15020",NA,"15020",NA,"15010","200"
"863","Mpala","2019-05-01","15015","15015",NA,"15015",NA,"15015",NA,"15011.5","24.5"
"864","Mpala","2019-05-09","14966","14966",NA,"14966",NA,"14966",NA,"14971","50"
"865","Mpala","2019-05-17","15000","15000",NA,"15000",NA,"15000",NA,"15001.5","4.5"
"866","Mpala","2019-05-25","14970","14970",NA,"14970",NA,"14970",NA,"14962","128"
"867","Mpala","2019-06-02","14877","14877",NA,"14877",NA,"14877",NA,"14901.5","1200.5"
"868","Mpala","2019-06-10","14840","14840",NA,"14840",NA,"14840",NA,"14841.5","4.5"
"869","Mpala","2019-06-18","14921","14921",NA,"14921",NA,"14921",NA,"14919","8"
"870","Mpala","2019-06-26","14927","14927",NA,"14927",NA,"14927",NA,"14908","722"
"871","Mpala","2019-07-04","14928","14928",NA,"14928",NA,"14928",NA,"14915","338"
"872","Mpala","2019-07-12","14945","14945",NA,"14945",NA,"14945",NA,"14933","288"
"873","Mpala","2019-07-20","14905","14905",NA,"14905",NA,"14905",NA,"14908","18"
"874","Mpala","2019-07-28","14979","14979",NA,"14979",NA,"14979",NA,"14977","8"
"875","Mpala","2019-08-05","15032","15032",NA,"15032",NA,"15032",NA,"15023","162"
"876","Mpala","2019-08-13","15024","15024",NA,"15024",NA,"15024",NA,"15025","2"
"877","Mpala","2019-08-21","15171","15171",NA,"15171",NA,"15171",NA,"15148.5","1012.5"
"878","Mpala","2019-08-29","15235","15235",NA,"15235",NA,"15235",NA,"15211.5","1104.5"
"879","Mpala","2019-09-06","15129","15129",NA,"15129",NA,"15129",NA,"15146.5","612.5"
"880","Mpala","2019-09-14","15329","15329",NA,"15329",NA,"15329",NA,"15296","2178"
"881","Mpala","2019-09-22","15568","15568",NA,"15568",NA,"15568",NA,"15525","3698"
"882","Mpala","2019-09-30","15391","15391",NA,"15391",NA,"15391",NA,"15391.5","0.5"
"883","Mpala","2019-10-08","15308","15308",NA,"15308",NA,"15308",NA,"15323.5","480.5"
"884","Mpala","2019-10-16","15570","15570",NA,"15570",NA,"15570",NA,"15508.5","7564.5"
"885","Mpala","2019-10-24","15363","15363",NA,"15363",NA,"15363",NA,"15345.5","612.5"
"886","Mpala","2019-11-01","15691","15691",NA,"15691",NA,"15691",NA,"15639","5408"
"887","Mpala","2019-11-09","14867","14867",NA,"14867",NA,"14867",NA,"14891.5","1200.5"
"888","Mpala","2019-11-17","15355","15355",NA,"15355",NA,"15355",NA,"15292","7938"
"889","Mpala","2019-11-25","15303","15303",NA,"15303",NA,"15303",NA,"15334","1922"
"890","Mpala","2019-12-03","15647","15647",NA,"15647",NA,"15647",NA,"15632","450"
"891","Mpala","2019-12-11","15022","15022",NA,"15022",NA,"15022",NA,"15063","3362"
"892","Mpala","2019-12-19","15474","15474",NA,"15474",NA,"15474",NA,"15482.5","144.5"
"893","Mpala","2019-12-27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","Mpala","2020-01-01","15516","15516",NA,"15516",NA,"15516",NA,"15509.5","84.5"
"895","Mpala","2020-01-09","15282","15282",NA,"15282",NA,"15282",NA,"15394.5","25312.5"
"896","Mpala","2020-01-17","15226","15226",NA,"15226",NA,"15226",NA,"15248","968"
"897","Mpala","2020-01-25","15552","15552",NA,"15552",NA,"15552",NA,"15537","450"
"898","Mpala","2020-02-02","15478","15478",NA,"15478",NA,"15478",NA,"15539","7442"
"899","Mpala","2020-02-10","15340","15340",NA,"15340",NA,"15340",NA,"15336.5","24.5"
"900","Mpala","2020-02-18","15153","15153",NA,"15153",NA,"15153",NA,"15163.5","220.5"
"901","Mpala","2020-02-26","15277","15277",NA,"15277",NA,"15277",NA,"15224.5","5512.5"
"902","Mpala","2020-03-05","15333","15333",NA,"15333",NA,"15333",NA,"15305","1568"
"903","Mpala","2020-03-13","15324","15324",NA,"15324",NA,"15324",NA,"15307","578"
"904","Mpala","2020-03-21","15224","15224",NA,"15224",NA,"15224",NA,"15246.5","1012.5"
"905","Mpala","2020-03-29","15275","15275",NA,"15275",NA,"15275",NA,"15244.5","1860.5"
"906","Namaneni","2016-04-30","15141","15141",NA,"15141",NA,"15141",NA,"15141",NA
"907","Namaneni","2016-05-08","14947","14947",NA,"14947",NA,"14947",NA,"14947",NA
"908","Namaneni","2016-05-16","14964","14964",NA,"14964",NA,"14964",NA,"14964",NA
"909","Namaneni","2016-05-24","14931","14931",NA,"14931",NA,"14931",NA,"14931",NA
"910","Namaneni","2016-06-01","14959","14959",NA,"14959",NA,"14959",NA,"14959",NA
"911","Namaneni","2016-06-09","14851","14851",NA,"14851",NA,"14851",NA,"14851",NA
"912","Namaneni","2016-06-17","14992","14992",NA,"14992",NA,"14992",NA,"14992",NA
"913","Namaneni","2016-06-25","14925","14925",NA,"14925",NA,"14925",NA,"14925",NA
"914","Namaneni","2016-07-03","14916","14916",NA,"14916",NA,"14916",NA,"14916",NA
"915","Namaneni","2016-07-11","14914","14914",NA,"14914",NA,"14914",NA,"14914",NA
"916","Namaneni","2016-07-19","15055","15055",NA,"15055",NA,"15055",NA,"15055",NA
"917","Namaneni","2016-07-27","14983","14983",NA,"14983",NA,"14983",NA,"14983",NA
"918","Namaneni","2016-08-04","15047","15047",NA,"15047",NA,"15047",NA,"15047",NA
"919","Namaneni","2016-08-12","15067","15067",NA,"15067",NA,"15067",NA,"15067",NA
"920","Namaneni","2016-08-20","15161","15161",NA,"15161",NA,"15161",NA,"15161",NA
"921","Namaneni","2016-08-28","15383","15383",NA,"15383",NA,"15383",NA,"15383",NA
"922","Namaneni","2016-09-05","15344","15344",NA,"15344",NA,"15344",NA,"15344",NA
"923","Namaneni","2016-09-13","15125","15125",NA,"15125",NA,"15125",NA,"15125",NA
"924","Namaneni","2016-09-21","15352","15352",NA,"15352",NA,"15352",NA,"15352",NA
"925","Namaneni","2016-09-29","15281","15281",NA,"15281",NA,"15281",NA,"15281",NA
"926","Namaneni","2016-10-07","15129","15129",NA,"15129",NA,"15129",NA,"15129",NA
"927","Namaneni","2016-10-15","15560","15560",NA,"15560",NA,"15560",NA,"15560",NA
"928","Namaneni","2016-10-23","15353","15353",NA,"15353",NA,"15353",NA,"15353",NA
"929","Namaneni","2016-10-31","15663","15663",NA,"15663",NA,"15663",NA,"15663",NA
"930","Namaneni","2016-11-08","15339","15339",NA,"15339",NA,"15339",NA,"15339",NA
"931","Namaneni","2016-11-16","15136","15136",NA,"15136",NA,"15136",NA,"15136",NA
"932","Namaneni","2016-11-24","15476","15476",NA,"15476",NA,"15476",NA,"15476",NA
"933","Namaneni","2016-12-02","15363","15363",NA,"15363",NA,"15363",NA,"15363",NA
"934","Namaneni","2016-12-10","15465","15465",NA,"15465",NA,"15465",NA,"15465",NA
"935","Namaneni","2016-12-18","15701","15701",NA,"15701",NA,"15701",NA,"15701",NA
"936","Namaneni","2016-12-26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","Namaneni","2017-01-01","15395","15395",NA,"15395",NA,"15395",NA,"15395",NA
"938","Namaneni","2017-01-09","15261","15261",NA,"15261",NA,"15261",NA,"15261",NA
"939","Namaneni","2017-01-17","15261","15261",NA,"15261",NA,"15261",NA,"15261",NA
"940","Namaneni","2017-01-25","15355","15355",NA,"15355",NA,"15355",NA,"15355",NA
"941","Namaneni","2017-02-02","15339","15339",NA,"15339",NA,"15339",NA,"15339",NA
"942","Namaneni","2017-02-10","15469","15469",NA,"15469",NA,"15469",NA,"15469",NA
"943","Namaneni","2017-02-18","15315","15315",NA,"15315",NA,"15315",NA,"15315",NA
"944","Namaneni","2017-02-26","15135","15135",NA,"15135",NA,"15135",NA,"15135",NA
"945","Namaneni","2017-03-06","15109","15109",NA,"15109",NA,"15109",NA,"15109",NA
"946","Namaneni","2017-03-14","15043","15043",NA,"15043",NA,"15043",NA,"15043",NA
"947","Namaneni","2017-03-22","15226","15226",NA,"15226",NA,"15226",NA,"15226",NA
"948","Namaneni","2017-03-30","15256","15256",NA,"15256",NA,"15256",NA,"15256",NA
"949","Namaneni","2017-04-07","15181","15181",NA,"15181",NA,"15181",NA,"15181",NA
"950","Namaneni","2017-04-15","15186","15186",NA,"15186",NA,"15186",NA,"15186",NA
"951","Namaneni","2017-04-23","15120","15120",NA,"15120",NA,"15120",NA,"15120",NA
"952","Namaneni","2017-05-01","14927","14927",NA,"14927",NA,"14927",NA,"14927",NA
"953","Namaneni","2017-05-09","14926","14926",NA,"14926",NA,"14926",NA,"14926",NA
"954","Namaneni","2017-05-17","14956","14956",NA,"14956",NA,"14956",NA,"14956",NA
"955","Namaneni","2017-05-25","14869","14869",NA,"14869",NA,"14869",NA,"14869",NA
"956","Namaneni","2017-06-02","14955","14955",NA,"14955",NA,"14955",NA,"14955",NA
"957","Namaneni","2017-06-10","14874","14874",NA,"14874",NA,"14874",NA,"14874",NA
"958","Namaneni","2017-06-18","14890","14890",NA,"14890",NA,"14890",NA,"14890",NA
"959","Namaneni","2017-06-26","14833","14833",NA,"14833",NA,"14833",NA,"14833",NA
"960","Namaneni","2017-07-04","14990","14990",NA,"14990",NA,"14990",NA,"14990",NA
"961","Namaneni","2017-07-12","14951","14951",NA,"14951",NA,"14951",NA,"14951",NA
"962","Namaneni","2017-07-20","15022","15022",NA,"15022",NA,"15022",NA,"15022",NA
"963","Namaneni","2017-07-28","14932","14932",NA,"14932",NA,"14932",NA,"14932",NA
"964","Namaneni","2017-08-05","15061","15061",NA,"15061",NA,"15061",NA,"15061",NA
"965","Namaneni","2017-08-13","15027","15027",NA,"15027",NA,"15027",NA,"15027",NA
"966","Namaneni","2017-08-21","15142","15142",NA,"15142",NA,"15142",NA,"15142",NA
"967","Namaneni","2017-08-29","14947","14947",NA,"14947",NA,"14947",NA,"14947",NA
"968","Namaneni","2017-09-06","15304","15304",NA,"15304",NA,"15304",NA,"15304",NA
"969","Namaneni","2017-09-14","15079","15079",NA,"15079",NA,"15079",NA,"15079",NA
"970","Namaneni","2017-09-22","15023","15023",NA,"15023",NA,"15023",NA,"15023",NA
"971","Namaneni","2017-09-30","15313","15313",NA,"15313",NA,"15313",NA,"15313",NA
"972","Namaneni","2017-10-08","15387","15387",NA,"15387",NA,"15387",NA,"15387",NA
"973","Namaneni","2017-10-16","15456","15456",NA,"15456",NA,"15456",NA,"15456",NA
"974","Namaneni","2017-10-24","15569","15569",NA,"15569",NA,"15569",NA,"15569",NA
"975","Namaneni","2017-11-01","15629","15629",NA,"15629",NA,"15629",NA,"15629",NA
"976","Namaneni","2017-11-09","15453","15453",NA,"15453",NA,"15453",NA,"15453",NA
"977","Namaneni","2017-11-17","15521","15521",NA,"15521",NA,"15521",NA,"15521",NA
"978","Namaneni","2017-11-25","15686","15686",NA,"15686",NA,"15686",NA,"15686",NA
"979","Namaneni","2017-12-03","15295","15295",NA,"15295",NA,"15295",NA,"15295",NA
"980","Namaneni","2017-12-11","15176","15176",NA,"15176",NA,"15176",NA,"15176",NA
"981","Namaneni","2017-12-19","15308","15308",NA,"15308",NA,"15308",NA,"15308",NA
"982","Namaneni","2017-12-27","15159","15159",NA,"15159",NA,"15159",NA,"15159",NA
"983","Namaneni","2018-01-01","15363","15363",NA,"15363",NA,"15363",NA,"15363",NA
"984","Namaneni","2018-01-09","15499","15499",NA,"15499",NA,"15499",NA,"15499",NA
"985","Namaneni","2018-01-17","15479","15479",NA,"15479",NA,"15479",NA,"15479",NA
"986","Namaneni","2018-01-25","15098","15098",NA,"15098",NA,"15098",NA,"15098",NA
"987","Namaneni","2018-02-02","15049","15049",NA,"15049",NA,"15049",NA,"15049",NA
"988","Namaneni","2018-02-10","15070","15070",NA,"15070",NA,"15070",NA,"15070",NA
"989","Namaneni","2018-02-18","15001","15001",NA,"15001",NA,"15001",NA,"15001",NA
"990","Namaneni","2018-02-26","15032","15032",NA,"15032",NA,"15032",NA,"15032",NA
"991","Namaneni","2018-03-06","15105","15105",NA,"15105",NA,"15105",NA,"15105",NA
"992","Namaneni","2018-03-14","15148","15148",NA,"15148",NA,"15148",NA,"15148",NA
"993","Namaneni","2018-03-22","15049","15049",NA,"15049",NA,"15049",NA,"15049",NA
"994","Namaneni","2018-03-30","15032","15032",NA,"15032",NA,"15032",NA,"15032",NA
"995","Namaneni","2018-04-07","14908","14908",NA,"14908",NA,"14908",NA,"14908",NA
"996","Namaneni","2018-04-15","14937","14937",NA,"14937",NA,"14937",NA,"14937",NA
"997","Namaneni","2018-04-23","14982","14982",NA,"14982",NA,"14982",NA,"14982",NA
"998","Namaneni","2018-05-01","14968","14968",NA,"14968",NA,"14968",NA,"14968",NA
"999","Namaneni","2018-05-09","14961","14961",NA,"14961",NA,"14961",NA,"14961",NA
"1000","Namaneni","2018-05-17","14806","14806",NA,"14806",NA,"14806",NA,"14806",NA
"1001","Namaneni","2018-05-25","14783","14783",NA,"14783",NA,"14783",NA,"14783",NA
"1002","Namaneni","2018-06-02","14722","14722",NA,"14722",NA,"14722",NA,"14722",NA
"1003","Namaneni","2018-06-10","14820","14820",NA,"14820",NA,"14820",NA,"14820",NA
"1004","Namaneni","2018-06-18","14826","14826",NA,"14826",NA,"14826",NA,"14826",NA
"1005","Namaneni","2018-06-26","14764","14764",NA,"14764",NA,"14764",NA,"14764",NA
"1006","Namaneni","2018-07-04","14727","14727",NA,"14727",NA,"14727",NA,"14727",NA
"1007","Namaneni","2018-07-12","14700","14700",NA,"14700",NA,"14700",NA,"14700",NA
"1008","Namaneni","2018-07-20","14886","14886",NA,"14886",NA,"14886",NA,"14886",NA
"1009","Namaneni","2018-07-28","14883","14883",NA,"14883",NA,"14883",NA,"14883",NA
"1010","Namaneni","2018-08-05","14793","14793",NA,"14793",NA,"14793",NA,"14793",NA
"1011","Namaneni","2018-08-13","14961","14961",NA,"14961",NA,"14961",NA,"14961",NA
"1012","Namaneni","2018-08-21","14901","14901",NA,"14901",NA,"14901",NA,"14901",NA
"1013","Namaneni","2018-08-29","15122","15122",NA,"15122",NA,"15122",NA,"15122",NA
"1014","Namaneni","2018-09-06","14997","14997",NA,"14997",NA,"14997",NA,"14997",NA
"1015","Namaneni","2018-09-14","15141","15141",NA,"15141",NA,"15141",NA,"15141",NA
"1016","Namaneni","2018-09-22","15148","15148",NA,"15148",NA,"15148",NA,"15148",NA
"1017","Namaneni","2018-09-30","15050","15050",NA,"15050",NA,"15050",NA,"15050",NA
"1018","Namaneni","2018-10-08","15322","15322",NA,"15322",NA,"15322",NA,"15322",NA
"1019","Namaneni","2018-10-16","14706","14706",NA,"14706",NA,"14706",NA,"14706",NA
"1020","Namaneni","2018-10-24","15407","15407",NA,"15407",NA,"15407",NA,"15407",NA
"1021","Namaneni","2018-11-01","15062","15062",NA,"15062",NA,"15062",NA,"15062",NA
"1022","Namaneni","2018-11-09","15137","15137",NA,"15137",NA,"15137",NA,"15137",NA
"1023","Namaneni","2018-11-17","15277","15277",NA,"15277",NA,"15277",NA,"15277",NA
"1024","Namaneni","2018-11-25","15533","15533",NA,"15533",NA,"15533",NA,"15533",NA
"1025","Namaneni","2018-12-03","15387","15387",NA,"15387",NA,"15387",NA,"15387",NA
"1026","Namaneni","2018-12-11","15473","15473",NA,"15473",NA,"15473",NA,"15473",NA
"1027","Namaneni","2018-12-19","15772","15772",NA,"15772",NA,"15772",NA,"15772",NA
"1028","Namaneni","2018-12-27","15190","15190",NA,"15190",NA,"15190",NA,"15190",NA
"1029","Namaneni","2019-01-01","15013","15013",NA,"15013",NA,"15013",NA,"15013",NA
"1030","Namaneni","2019-01-09","15270","15270",NA,"15270",NA,"15270",NA,"15270",NA
"1031","Namaneni","2019-01-17","15151","15151",NA,"15151",NA,"15151",NA,"15151",NA
"1032","Namaneni","2019-01-25","15233","15233",NA,"15233",NA,"15233",NA,"15233",NA
"1033","Namaneni","2019-02-02","15297","15297",NA,"15297",NA,"15297",NA,"15297",NA
"1034","Namaneni","2019-02-10","15492","15492",NA,"15492",NA,"15492",NA,"15492",NA
"1035","Namaneni","2019-02-18","15085","15085",NA,"15085",NA,"15085",NA,"15085",NA
"1036","Namaneni","2019-02-26","15031","15031",NA,"15031",NA,"15031",NA,"15031",NA
"1037","Namaneni","2019-03-06","15094","15094",NA,"15094",NA,"15094",NA,"15094",NA
"1038","Namaneni","2019-03-14","15100","15100",NA,"15100",NA,"15100",NA,"15100",NA
"1039","Namaneni","2019-03-22","14855","14855",NA,"14855",NA,"14855",NA,"14855",NA
"1040","Namaneni","2019-03-30","15071","15071",NA,"15071",NA,"15071",NA,"15071",NA
"1041","Namaneni","2019-04-07","14966","14966",NA,"14966",NA,"14966",NA,"14966",NA
"1042","Namaneni","2019-04-15","14951","14951",NA,"14951",NA,"14951",NA,"14951",NA
"1043","Namaneni","2019-04-23","14981","14981",NA,"14981",NA,"14981",NA,"14981",NA
"1044","Namaneni","2019-05-01","15001","15001",NA,"15001",NA,"15001",NA,"15001",NA
"1045","Namaneni","2019-05-09","14933","14933",NA,"14933",NA,"14933",NA,"14933",NA
"1046","Namaneni","2019-05-17","14965","14965",NA,"14965",NA,"14965",NA,"14965",NA
"1047","Namaneni","2019-05-25","14925","14925",NA,"14925",NA,"14925",NA,"14925",NA
"1048","Namaneni","2019-06-02","14888","14888",NA,"14888",NA,"14888",NA,"14888",NA
"1049","Namaneni","2019-06-10","14799","14799",NA,"14799",NA,"14799",NA,"14799",NA
"1050","Namaneni","2019-06-18","14859","14859",NA,"14859",NA,"14859",NA,"14859",NA
"1051","Namaneni","2019-06-26","14874","14874",NA,"14874",NA,"14874",NA,"14874",NA
"1052","Namaneni","2019-07-04","14857","14857",NA,"14857",NA,"14857",NA,"14857",NA
"1053","Namaneni","2019-07-12","14891","14891",NA,"14891",NA,"14891",NA,"14891",NA
"1054","Namaneni","2019-07-20","14870","14870",NA,"14870",NA,"14870",NA,"14870",NA
"1055","Namaneni","2019-07-28","14943","14943",NA,"14943",NA,"14943",NA,"14943",NA
"1056","Namaneni","2019-08-05","14984","14984",NA,"14984",NA,"14984",NA,"14984",NA
"1057","Namaneni","2019-08-13","14988","14988",NA,"14988",NA,"14988",NA,"14988",NA
"1058","Namaneni","2019-08-21","15101","15101",NA,"15101",NA,"15101",NA,"15101",NA
"1059","Namaneni","2019-08-29","15176","15176",NA,"15176",NA,"15176",NA,"15176",NA
"1060","Namaneni","2019-09-06","15126","15126",NA,"15126",NA,"15126",NA,"15126",NA
"1061","Namaneni","2019-09-14","15224","15224",NA,"15224",NA,"15224",NA,"15224",NA
"1062","Namaneni","2019-09-22","15474","15474",NA,"15474",NA,"15474",NA,"15474",NA
"1063","Namaneni","2019-09-30","15279","15279",NA,"15279",NA,"15279",NA,"15279",NA
"1064","Namaneni","2019-10-08","15157","15157",NA,"15157",NA,"15157",NA,"15157",NA
"1065","Namaneni","2019-10-16","15398","15398",NA,"15398",NA,"15398",NA,"15398",NA
"1066","Namaneni","2019-10-24","15276","15276",NA,"15276",NA,"15276",NA,"15276",NA
"1067","Namaneni","2019-11-01","15538","15538",NA,"15538",NA,"15538",NA,"15538",NA
"1068","Namaneni","2019-11-09","14934","14934",NA,"14934",NA,"14934",NA,"14934",NA
"1069","Namaneni","2019-11-17","15091","15091",NA,"15091",NA,"15091",NA,"15091",NA
"1070","Namaneni","2019-11-25","15255","15255",NA,"15255",NA,"15255",NA,"15255",NA
"1071","Namaneni","2019-12-03","15425","15425",NA,"15425",NA,"15425",NA,"15425",NA
"1072","Namaneni","2019-12-11","14971","14971",NA,"14971",NA,"14971",NA,"14971",NA
"1073","Namaneni","2019-12-19","15399","15399",NA,"15399",NA,"15399",NA,"15399",NA
"1074","Namaneni","2019-12-27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","Namaneni","2020-01-01","15499","15499",NA,"15499",NA,"15499",NA,"15499",NA
"1076","Namaneni","2020-01-09","15299","15299",NA,"15299",NA,"15299",NA,"15299",NA
"1077","Namaneni","2020-01-17","15200","15200",NA,"15200",NA,"15200",NA,"15200",NA
"1078","Namaneni","2020-01-25","15497","15497",NA,"15497",NA,"15497",NA,"15497",NA
"1079","Namaneni","2020-02-02","15585","15585",NA,"15585",NA,"15585",NA,"15585",NA
"1080","Namaneni","2020-02-10","15333","15333",NA,"15333",NA,"15333",NA,"15333",NA
"1081","Namaneni","2020-02-18","15212","15212",NA,"15212",NA,"15212",NA,"15212",NA
"1082","Namaneni","2020-02-26","15178","15178",NA,"15178",NA,"15178",NA,"15178",NA
"1083","Namaneni","2020-03-05","15273","15273",NA,"15273",NA,"15273",NA,"15273",NA
"1084","Namaneni","2020-03-13","15186","15186",NA,"15186",NA,"15186",NA,"15186",NA
"1085","Namaneni","2020-03-21","15225","15225",NA,"15225",NA,"15225",NA,"15225",NA
"1086","Namaneni","2020-03-29","15280","15280",NA,"15280",NA,"15280",NA,"15280",NA
"1087","Ndumo","2016-04-30","15074","15074",NA,"15074",NA,"15074",NA,"15074",NA
"1088","Ndumo","2016-05-08","14876","14876",NA,"14876",NA,"14876",NA,"14876",NA
"1089","Ndumo","2016-05-16","14919","14919",NA,"14919",NA,"14919",NA,"14919",NA
"1090","Ndumo","2016-05-24","14907","14907",NA,"14907",NA,"14907",NA,"14907",NA
"1091","Ndumo","2016-06-01","14921","14921",NA,"14921",NA,"14921",NA,"14921",NA
"1092","Ndumo","2016-06-09","14807","14807",NA,"14807",NA,"14807",NA,"14807",NA
"1093","Ndumo","2016-06-17","14975","14975",NA,"14975",NA,"14975",NA,"14975",NA
"1094","Ndumo","2016-06-25","14961","14961",NA,"14961",NA,"14961",NA,"14961",NA
"1095","Ndumo","2016-07-03","14888","14888",NA,"14888",NA,"14888",NA,"14888",NA
"1096","Ndumo","2016-07-11","14867","14867",NA,"14867",NA,"14867",NA,"14867",NA
"1097","Ndumo","2016-07-19","15042","15042",NA,"15042",NA,"15042",NA,"15042",NA
"1098","Ndumo","2016-07-27","14886","14886",NA,"14886",NA,"14886",NA,"14886",NA
"1099","Ndumo","2016-08-04","15004","15004",NA,"15004",NA,"15004",NA,"15004",NA
"1100","Ndumo","2016-08-12","15094","15094",NA,"15094",NA,"15094",NA,"15094",NA
"1101","Ndumo","2016-08-20","15090","15090",NA,"15090",NA,"15090",NA,"15090",NA
"1102","Ndumo","2016-08-28","15350","15350",NA,"15350",NA,"15350",NA,"15350",NA
"1103","Ndumo","2016-09-05","15336","15336",NA,"15336",NA,"15336",NA,"15336",NA
"1104","Ndumo","2016-09-13","15103","15103",NA,"15103",NA,"15103",NA,"15103",NA
"1105","Ndumo","2016-09-21","15337","15337",NA,"15337",NA,"15337",NA,"15337",NA
"1106","Ndumo","2016-09-29","15169","15169",NA,"15169",NA,"15169",NA,"15169",NA
"1107","Ndumo","2016-10-07","15216","15216",NA,"15216",NA,"15216",NA,"15216",NA
"1108","Ndumo","2016-10-15","15576","15576",NA,"15576",NA,"15576",NA,"15576",NA
"1109","Ndumo","2016-10-23","15259","15259",NA,"15259",NA,"15259",NA,"15259",NA
"1110","Ndumo","2016-10-31","15570","15570",NA,"15570",NA,"15570",NA,"15570",NA
"1111","Ndumo","2016-11-08","15271","15271",NA,"15271",NA,"15271",NA,"15271",NA
"1112","Ndumo","2016-11-16","15136","15136",NA,"15136",NA,"15136",NA,"15136",NA
"1113","Ndumo","2016-11-24","15433","15433",NA,"15433",NA,"15433",NA,"15433",NA
"1114","Ndumo","2016-12-02","15429","15429",NA,"15429",NA,"15429",NA,"15429",NA
"1115","Ndumo","2016-12-10","15429","15429",NA,"15429",NA,"15429",NA,"15429",NA
"1116","Ndumo","2016-12-18","15638","15638",NA,"15638",NA,"15638",NA,"15638",NA
"1117","Ndumo","2016-12-26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","Ndumo","2017-01-01","15227","15227",NA,"15227",NA,"15227",NA,"15227",NA
"1119","Ndumo","2017-01-09","15148","15148",NA,"15148",NA,"15148",NA,"15148",NA
"1120","Ndumo","2017-01-17","15147","15147",NA,"15147",NA,"15147",NA,"15147",NA
"1121","Ndumo","2017-01-25","15348","15348",NA,"15348",NA,"15348",NA,"15348",NA
"1122","Ndumo","2017-02-02","15217","15217",NA,"15217",NA,"15217",NA,"15217",NA
"1123","Ndumo","2017-02-10","15418","15418",NA,"15418",NA,"15418",NA,"15418",NA
"1124","Ndumo","2017-02-18","15303","15303",NA,"15303",NA,"15303",NA,"15303",NA
"1125","Ndumo","2017-02-26","15091","15091",NA,"15091",NA,"15091",NA,"15091",NA
"1126","Ndumo","2017-03-06","15040","15040",NA,"15040",NA,"15040",NA,"15040",NA
"1127","Ndumo","2017-03-14","15077","15077",NA,"15077",NA,"15077",NA,"15077",NA
"1128","Ndumo","2017-03-22","15198","15198",NA,"15198",NA,"15198",NA,"15198",NA
"1129","Ndumo","2017-03-30","15222","15222",NA,"15222",NA,"15222",NA,"15222",NA
"1130","Ndumo","2017-04-07","15264","15264",NA,"15264",NA,"15264",NA,"15264",NA
"1131","Ndumo","2017-04-15","15197","15197",NA,"15197",NA,"15197",NA,"15197",NA
"1132","Ndumo","2017-04-23","15146","15146",NA,"15146",NA,"15146",NA,"15146",NA
"1133","Ndumo","2017-05-01","14957","14957",NA,"14957",NA,"14957",NA,"14957",NA
"1134","Ndumo","2017-05-09","14927","14927",NA,"14927",NA,"14927",NA,"14927",NA
"1135","Ndumo","2017-05-17","14965","14965",NA,"14965",NA,"14965",NA,"14965",NA
"1136","Ndumo","2017-05-25","14886","14886",NA,"14886",NA,"14886",NA,"14886",NA
"1137","Ndumo","2017-06-02","14923","14923",NA,"14923",NA,"14923",NA,"14923",NA
"1138","Ndumo","2017-06-10","14902","14902",NA,"14902",NA,"14902",NA,"14902",NA
"1139","Ndumo","2017-06-18","14914","14914",NA,"14914",NA,"14914",NA,"14914",NA
"1140","Ndumo","2017-06-26","14880","14880",NA,"14880",NA,"14880",NA,"14880",NA
"1141","Ndumo","2017-07-04","15012","15012",NA,"15012",NA,"15012",NA,"15012",NA
"1142","Ndumo","2017-07-12","14982","14982",NA,"14982",NA,"14982",NA,"14982",NA
"1143","Ndumo","2017-07-20","14950","14950",NA,"14950",NA,"14950",NA,"14950",NA
"1144","Ndumo","2017-07-28","14962","14962",NA,"14962",NA,"14962",NA,"14962",NA
"1145","Ndumo","2017-08-05","15017","15017",NA,"15017",NA,"15017",NA,"15017",NA
"1146","Ndumo","2017-08-13","15006","15006",NA,"15006",NA,"15006",NA,"15006",NA
"1147","Ndumo","2017-08-21","15159","15159",NA,"15159",NA,"15159",NA,"15159",NA
"1148","Ndumo","2017-08-29","14941","14941",NA,"14941",NA,"14941",NA,"14941",NA
"1149","Ndumo","2017-09-06","15351","15351",NA,"15351",NA,"15351",NA,"15351",NA
"1150","Ndumo","2017-09-14","15110","15110",NA,"15110",NA,"15110",NA,"15110",NA
"1151","Ndumo","2017-09-22","15096","15096",NA,"15096",NA,"15096",NA,"15096",NA
"1152","Ndumo","2017-09-30","15358","15358",NA,"15358",NA,"15358",NA,"15358",NA
"1153","Ndumo","2017-10-08","15413","15413",NA,"15413",NA,"15413",NA,"15413",NA
